School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Amherst-Pelham: Amherst Regional High,06050505,Public School,Amherst,MA,01002,"09,10,11,12",Amherst-Pelham,06050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     246,     245,     260,     247,       6,"   1,004",     177,  17.6,      41,   4.1,     189,  18.8,     376,  37.5, , ,   8.3,  10.0,  12.2,  61.2,   0.1,   0.0,   8.4,  51.7,  48.3,"   1,007",12.9,        995,79.3,98.7,     772,97.8,  12.7 to 1,"     $10,045,048","  $79,282",    126.7,114.0,     114, 100.0,   1.8,  98.2,   0.0,   0.0,"          $28,550,305.11","           1,470.3","              $19,418.01","          $31,689,928.11","           1,619.0","              $19,573.77",254.0,90.2,3.9,0.0,3.1,2.8,0.0,     998,6.0,0.6,,,,,,,,,,,236.0,96.0,40.7,138.0,     184,94.0,42.0,2.0,0.0,0.0,2.0,5.0,34.0,90.0,53.0,3.8,96.2,194.0,589.0,599.0,60.0
Amherst-Pelham: Amherst Regional Middle School,06050405,Public School,Amherst,MA,01002,"07,08",Amherst-Pelham,06050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     242,     232,       0,       0,       0,       0,       0,     474,      76,  16.0,      12,   2.5,      95,  20.0,     190,  40.1, , ,   6.1,  10.5,  13.9,  60.1,   0.2,   0.0,   9.1,  55.3,  44.7,     339,16.4,        474,47.4,100.0,     179,87.2,  10.0 to 1,"     $10,045,048","  $79,282",    126.7,67.0,      65,  97.0,  12.3,  84.6,   3.1,   0.0,"          $28,550,305.11","           1,470.3","              $19,418.01","          $31,689,928.11","           1,619.0","              $19,573.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
Andover: Andover High,00090505,Public School,Andover,MA,01810,"09,10,11,12",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     488,     444,     430,     429,       8,"   1,799",     160,   8.9,      16,   0.9,     243,  13.5,     331,  18.4, , ,   1.9,  12.6,   4.4,  78.4,   0.2,   0.0,   2.6,  50.1,  49.9,"   1,153",14.6,"      1,794",119.7,98.0,     853,100.0,  15.0 to 1,"     $36,734,325","  $79,015",    464.9,155.0,      88,  56.8,  10.2,  88.6,   1.1,   0.0,"          $88,382,810.00","           6,169.9","              $14,324.84","          $95,109,234.00","           6,263.2","              $15,185.41",439.0,95.7,2.5,0.5,0.7,0.7,0.0,"   1,791",5.0,0.3,,,,,,,,,,,421.0,421.0,100.0,487.0,     837,243.0,168.0,56.0,14.0,6.0,62.0,125.0,233.0,235.0,182.0,22.3,77.7,397.0,563.0,586.0,88.0
Andover: Andover West Middle,00090310,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     190,     198,     173,       0,       0,       0,       0,       0,     561,      48,   8.6,       3,   0.5,     104,  18.5,     128,  22.8, , ,   1.1,  11.8,   2.3,  82.7,   0.2,   0.0,   2.0,  50.1,  49.9,     260,22.0,        568,45.6,100.0,     200,100.0,  12.3 to 1,"     $36,734,325","  $79,015",    464.9,55.0,      22,  40.0,  22.7,  77.3,   0.0,   0.0,"          $88,382,810.00","           6,169.9","              $14,324.84","          $95,109,234.00","           6,263.2","              $15,185.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
Andover: Bancroft Elementary,00090003,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      61,      72,      81,      98,      69,      98,       0,       0,       0,       0,       0,       0,       0,       0,     479,      34,   7.1,      12,   2.5,      64,  13.4,      85,  17.7, , ,   2.3,   8.1,   6.1,  79.1,   0.6,   0.0,   3.8,  50.1,  49.9,     151,22.0,        483,32.5,100.0,     129,100.0,  14.8 to 1,"     $36,734,325","  $79,015",    464.9,40.0,      30,  75.0,-,-,-,-,"          $88,382,810.00","           6,169.9","              $14,324.84","          $95,109,234.00","           6,263.2","              $15,185.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
Andover: Doherty Middle,00090305,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     201,     192,     176,       0,       0,       0,       0,       0,     569,      40,   7.0,       7,   1.2,     113,  19.9,     139,  24.4, , ,   1.6,   7.6,   4.2,  83.7,   0.0,   0.0,   3.0,  50.3,  49.7,     268,21.6,        573,46.3,99.4,     203,100.0,  12.3 to 1,"     $36,734,325","  $79,015",    464.9,59.0,      41,  69.5,  19.5,  75.6,   4.9,   0.0,"          $88,382,810.00","           6,169.9","              $14,324.84","          $95,109,234.00","           6,263.2","              $15,185.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
Andover: Henry C Sanborn Elementary,00090010,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      36,      52,      63,      65,      67,      69,       0,       0,       0,       0,       0,       0,       0,       0,     352,      36,  10.2,      15,   4.3,      55,  15.6,      82,  23.3, , ,   2.0,  21.6,   4.0,  69.0,   1.1,   0.0,   2.3,  53.4,  46.6,     117,21.9,        371,25.9,100.0,     100,100.0,  13.6 to 1,"     $36,734,325","  $79,015",    464.9,32.0,      28,  87.5,   7.1,  89.3,   3.6,   0.0,"          $88,382,810.00","           6,169.9","              $14,324.84","          $95,109,234.00","           6,263.2","              $15,185.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0
Andover: High Plain Elementary,00090004,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      66,      68,      86,     105,     106,     120,       0,       0,       0,       0,       0,       0,       0,       0,     551,     109,  19.8,      27,   4.9,      87,  15.8,     139,  25.2, , ,   2.0,  25.8,   6.7,  61.9,   0.2,   0.0,   3.4,  47.2,  52.8,     165,23.5,        564,42.8,100.0,     141,100.0,  12.9 to 1,"     $36,734,325","  $79,015",    464.9,55.0,      17,  30.9,   5.9,  94.1,   0.0,   0.0,"          $88,382,810.00","           6,169.9","              $14,324.84","          $95,109,234.00","           6,263.2","              $15,185.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
Andover: Shawsheen School,00090005,Public School,Andover,MA,01810,PK,Andover,00090000,Public School District,      61,      66,      58,      51,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     236,      17,   7.2,       1,   0.4,      67,  28.4,      75,  31.8, , ,   1.3,  11.9,   6.8,  72.5,   0.0,   0.0,   7.6,  54.2,  45.8,      79,15.5,        249,23.5,100.0,      80,100.0,  10.0 to 1,"     $36,734,325","  $79,015",    464.9,30.0,      23,  76.7,   8.7,  91.3,   0.0,   0.0,"          $88,382,810.00","           6,169.9","              $14,324.84","          $95,109,234.00","           6,263.2","              $15,185.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: South Elementary,00090020,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      70,      77,      87,      98,     105,      88,       0,       0,       0,       0,       0,       0,       0,       0,     525,      54,  10.3,      17,   3.2,      67,  12.8,     101,  19.2, , ,   0.8,  17.5,   3.0,  77.5,   0.2,   0.2,   0.8,  49.5,  50.5,     165,22.2,        534,36.7,100.0,     141,100.0,  14.3 to 1,"     $36,734,325","  $79,015",    464.9,46.0,      38,  82.6,   2.6,  94.7,   2.6,   0.0,"          $88,382,810.00","           6,169.9","              $14,324.84","          $95,109,234.00","           6,263.2","              $15,185.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
Andover: West Elementary,00090025,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       4,      56,      83,      84,     149,     130,     153,       0,       0,       0,       0,       0,       0,       0,       0,     659,      56,   8.5,      17,   2.6,     123,  18.7,     174,  26.4, , ,   1.4,  12.3,   5.2,  77.8,   0.2,   0.0,   3.2,  49.2,  50.8,     208,22.2,        674,50.5,99.2,     178,100.0,  13.1 to 1,"     $36,734,325","  $79,015",    464.9,67.0,      52,  77.6,   1.9,  98.1,   0.0,   0.0,"          $88,382,810.00","           6,169.9","              $14,324.84","          $95,109,234.00","           6,263.2","              $15,185.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
Andover: Wood Hill Middle School,00090350,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     118,     132,     129,       0,       0,       0,       0,       0,     379,      54,  14.2,       3,   0.8,      67,  17.7,      80,  21.1, , ,   2.1,  20.3,   6.3,  69.4,   0.0,   0.0,   1.8,  54.6,  45.4,     183,21.3,        381,38.3,100.0,     125,100.0,   9.9 to 1,"     $36,734,325","  $79,015",    464.9,47.0,      33,  70.2,   3.0,  97.0,   0.0,   0.0,"          $88,382,810.00","           6,169.9","              $14,324.84","          $95,109,234.00","           6,263.2","              $15,185.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0
Argosy Collegiate Charter School (District): Argosy Collegiate Charter School,35090305,Charter School,Fall River,MA,02724,"06,07,08,09,10,11,12",Argosy Collegiate Charter School (District),35090000,Charter District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Arlington High,00100505,Public School,Arlington,MA,02476,"09,10,11,12",Arlington,00100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     280,     313,     303,     289,       0,"   1,185",     123,  10.4,      19,   1.6,     125,  10.5,     248,  20.9, , ,   3.4,  10.4,   4.0,  79.9,   0.1,   0.1,   2.2,  48.1,  51.9,     739,13.3,"      1,183",69.2,96.4,     500,98.6,  17.1 to 1,"     $22,162,867","  $69,547",    318.7,116.0,      93,  80.2,   0.0,  98.9,   0.0,   1.1,"          $60,561,631.70","           5,080.1","              $11,921.35","          $68,448,291.54","           5,231.1","              $13,084.88",297.0,94.6,0.3,1.0,0.7,3.4,0.0,"   1,185",15.0,1.3,,,,,,,,,,,282.0,282.0,100.0,334.0,     616,152.0,110.0,48.0,20.0,4.0,27.0,68.0,154.0,181.0,186.0,15.4,84.6,261.0,571.0,582.0,81.0
Arlington: Brackett,00100010,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      82,      73,      88,      89,      77,      72,       0,       0,       0,       0,       0,       0,       0,       0,     481,      53,  11.0,      26,   5.4,      58,  12.1,     107,  22.2, , ,   1.2,   8.9,   6.0,  76.1,   0.0,   0.4,   7.3,  50.9,  49.1,      84,22.8,        477,28.5,100.0,     145,100.0,  16.9 to 1,"     $22,162,867","  $69,547",    318.7,35.0,      32,  91.4,-,-,-,-,"          $60,561,631.70","           5,080.1","              $11,921.35","          $68,448,291.54","           5,231.1","              $13,084.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
Arlington: Cyrus E Dallin,00100025,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      82,      68,      77,      94,      76,      70,       0,       0,       0,       0,       0,       0,       0,       0,     467,      20,   4.3,       9,   1.9,      60,  12.8,      87,  18.6, , ,   2.8,   9.2,   4.3,  79.7,   0.0,   0.2,   3.9,  50.1,  49.9,      95,19.1,        459,29.5,100.0,     156,100.0,  15.8 to 1,"     $22,162,867","  $69,547",    318.7,37.0,      34,  91.9,   0.0,  97.1,   2.9,   0.0,"          $60,561,631.70","           5,080.1","              $11,921.35","          $68,448,291.54","           5,231.1","              $13,084.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
Arlington: Gibbs School,00100305,Public School,Arlington,MA,02474,6,Arlington,00100000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $22,162,867","  $69,547",    318.7,,,,,,,,"          $60,561,631.70","           5,080.1","              $11,921.35","          $68,448,291.54","           5,231.1","              $13,084.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Hardy,00100030,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      65,      67,      71,      49,      58,      53,       0,       0,       0,       0,       0,       0,       0,       0,     363,      51,  14.0,      36,   9.9,      37,  10.2,     102,  28.1, , ,   4.1,  16.3,   7.4,  67.8,   0.0,   0.3,   4.1,  48.8,  51.2,      64,22.0,        366,21.4,100.0,     108,100.0,  17.0 to 1,"     $22,162,867","  $69,547",    318.7,31.0,      23,  74.2,   0.0,  95.7,   4.3,   0.0,"          $60,561,631.70","           5,080.1","              $11,921.35","          $68,448,291.54","           5,231.1","              $13,084.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
Arlington: John A Bishop,00100005,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      65,      64,      76,      71,      59,      77,       0,       0,       0,       0,       0,       0,       0,       0,     412,      44,  10.7,      27,   6.6,      28,   6.8,      75,  18.2, , ,   4.1,   8.7,   3.6,  81.8,   0.0,   0.0,   1.7,  49.3,  50.7,      72,22.6,        407,25.1,100.0,     126,100.0,  16.4 to 1,"     $22,162,867","  $69,547",    318.7,32.0,      28,  87.5,-,-,-,-,"          $60,561,631.70","           5,080.1","              $11,921.35","          $68,448,291.54","           5,231.1","              $13,084.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0
Arlington: M Norcross Stratton,00100055,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      66,      63,      66,      61,      67,      52,       0,       0,       0,       0,       0,       0,       0,       0,     375,      45,  12.0,      18,   4.8,      52,  13.9,      89,  23.7, , ,   2.7,  13.3,   5.1,  71.5,   0.0,   0.0,   7.5,  47.5,  52.5,      84,18.2,        381,25.9,100.0,     134,100.0,  14.5 to 1,"     $22,162,867","  $69,547",    318.7,37.0,      32,  86.5,   0.0,  90.6,   9.4,   0.0,"          $60,561,631.70","           5,080.1","              $11,921.35","          $68,448,291.54","           5,231.1","              $13,084.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
Arlington: Menotomy Preschool,00100038,Public School,Arlington,MA,02476,PK,Arlington,00100000,Public School District,      55,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      55,       6,  10.9,       0,   0.0,      27,  49.1,      27,  49.1, , ,   1.8,  20.0,   3.6,  72.7,   0.0,   0.0,   1.8,  61.8,  38.2,       3,22.3,         67,6.0,100.0,      15,100.0,   9.2 to 1,"     $22,162,867","  $69,547",    318.7,9.0,       7,  77.8,-,-,-,-,"          $60,561,631.70","           5,080.1","              $11,921.35","          $68,448,291.54","           5,231.1","              $13,084.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Ottoson Middle,00100410,Public School,Arlington,MA,02476,"07,08",Arlington,00100000,Public School District,       0,       0,       0,       0,       0,       0,       0,     352,     385,     317,       0,       0,       0,       0,       0,"   1,054",     117,  11.1,      23,   2.2,     151,  14.3,     277,  26.3, , ,   4.0,  10.0,   4.4,  77.8,   0.0,   0.1,   3.8,  50.7,  49.3,     564,20.0,"      1,054",69.6,98.6,     368,100.0,  15.1 to 1,"     $22,162,867","  $69,547",    318.7,97.0,      83,  85.6,   0.0,  95.2,   3.6,   1.2,"          $60,561,631.70","           5,080.1","              $11,921.35","          $68,448,291.54","           5,231.1","              $13,084.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
Arlington: Peirce,00100045,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      44,      46,      47,      41,      42,      50,       0,       0,       0,       0,       0,       0,       0,       0,     270,      24,   8.9,      16,   5.9,      38,  14.1,      67,  24.8, , ,   4.1,   5.6,   7.8,  77.0,   0.0,   0.4,   5.2,  49.6,  50.4,      48,22.2,        266,21.1,100.0,      80,100.0,  12.8 to 1,"     $22,162,867","  $69,547",    318.7,30.0,      24,  80.0,-,-,-,-,"          $60,561,631.70","           5,080.1","              $11,921.35","          $68,448,291.54","           5,231.1","              $13,084.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
Arlington: Thompson,00100050,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      67,      91,      49,      53,      49,      49,       0,       0,       0,       0,       0,       0,       0,       0,     358,      87,  24.3,      49,  13.7,      34,   9.5,     141,  39.4, , ,   5.9,  15.6,   8.1,  64.8,   0.3,   0.3,   5.0,  48.3,  51.7,      60,24.1,        361,21.4,93.0,      93,100.0,  16.7 to 1,"     $22,162,867","  $69,547",    318.7,26.0,      22,  84.6,-,-,-,-,"          $60,561,631.70","           5,080.1","              $11,921.35","          $68,448,291.54","           5,231.1","              $13,084.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
Ashburnham-Westminster: Briggs Elementary,06100025,Public School,Ashburnham,MA,01430,"PK,K,01,02,03,04,05",Ashburnham-Westminster,06100000,Public School District,      62,      68,      80,      64,      81,      88,      75,       0,       0,       0,       0,       0,       0,       0,       0,     518,      10,   1.9,      10,   1.9,     119,  23.0,     204,  39.4, , ,   0.2,   0.2,   3.9,  93.6,   0.0,   0.2,   1.9,  49.8,  50.2,     198,21.0,        523,33.5,100.0,     149,98.7,  15.5 to 1,"     $10,263,114","  $68,013",    150.9,41.0,      36,  87.8,-,-,-,-,"          $27,764,093.98","           2,282.1","              $12,166.03","          $29,819,883.62","           2,364.5","              $12,611.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
Ashburnham-Westminster: Meetinghouse School,06100010,Public School,Westminster,MA,01473,"PK,K,01",Ashburnham-Westminster,06100000,Public School District,       0,      78,      82,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     160,       4,   2.5,       4,   2.5,      20,  12.5,      45,  28.1, , ,   1.2,   0.0,   4.4,  91.9,   0.0,   0.0,   2.5,  55.0,  45.0,      67,20.2,        165,10.6,100.0,      42,95.2,  15.2 to 1,"     $10,263,114","  $68,013",    150.9,18.0,      17,  94.4,  23.5,  70.6,   0.0,   5.9,"          $27,764,093.98","           2,282.1","              $12,166.03","          $29,819,883.62","           2,364.5","              $12,611.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Oakmont Regional High School,06100505,Public School,Ashburnham,MA,01430,"09,10,11,12",Ashburnham-Westminster,06100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     189,     176,     168,     151,       5,     689,       7,   1.0,       5,   0.7,     105,  15.2,     222,  32.2, , ,   1.0,   1.0,   4.4,  90.6,   0.1,   0.0,   2.9,  51.1,  48.9,     375,17.7,        681,45.0,97.8,     236,99.6,  15.3 to 1,"     $10,263,114","  $68,013",    150.9,58.0,      53,  91.4,   0.0,  98.1,   1.9,   0.0,"          $27,764,093.98","           2,282.1","              $12,166.03","          $29,819,883.62","           2,364.5","              $12,611.50",148.0,95.3,2.7,0.0,1.4,0.7,0.0,     684,3.0,0.4,,,,,,,,,,,145.0,81.0,55.9,82.0,     129,48.0,24.0,7.0,3.0,0.0,7.0,22.0,57.0,27.0,16.0,22.5,77.5,111.0,524.0,527.0,74.0
