School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,Ach. PCTL ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH,Ach. PCTL MATH,School Percentile (1-99)
Agawam: Roberta G. Doering School,00050303,Public School,Agawam,MA,01001,"05,06,07,08",Agawam,00050000,Public School District,       0,       0,       0,       0,       0,       0,     290,     304,       3,       2,       0,       0,       0,       0,       0,     599,      59,9.8,      28,4.7,      91,15.2, , ,     246,41.1,     180,30.1,2.5,4.2,7.0,83.3,0.0,0.0,3.0,53.4,46.6,     371,16.7,        606,46.5,100.0,     325,100.0,12.9,"     $22,814,271","  $69,650",    328.0,      58,      58, 100.0,-,-,-,-,"          $58,465,241.00","           3,908.8","              $14,957.34","          $63,338,234.00","           4,028.9","              $15,720.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         289,50.0,          11,2.0,         278,48.0,         245,42.0,          48,8.0,         582,498.5,47.0,         558,44.0,         347,60.0,          39,7.0,         308,53.0,         191,33.0,          45,8.0,         583,503.5,57.0,         560,68.0,
Agawam: Robinson Park,00050025,Public School,Agawam,MA,01001,"K,01,02,03,04",Agawam,00050000,Public School District,       0,      78,      79,      61,      78,      81,       0,       0,       0,       0,       0,       0,       0,       0,       0,     377,      58,15.4,      54,14.3,      49,13.0, , ,     181,48.0,     132,35.0,2.7,2.9,8.0,83.0,0.0,0.0,3.4,51.7,48.3,     231,17.4,        381,31.0,100.0,     193,100.0,12.2,"     $22,814,271","  $69,650",    328.0,      39,      39, 100.0,   7.7,  92.3,   0.0,   0.0,"          $58,465,241.00","           3,908.8","              $14,957.34","          $63,338,234.00","           4,028.9","              $15,720.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          71,45.0,          13,8.0,          58,37.0,          74,47.0,          12,8.0,         157,499.4,51.0,          74,48.0,          93,59.0,          14,9.0,          79,50.0,          50,32.0,          14,9.0,         157,502.5,64.0,          74,65.0,
Alma del Mar Charter School (District): Alma del Mar Charter School,04090205,Charter School,New Bedford,MA,02746,"K,01,02,03,04,05,06,07,08",Alma del Mar Charter School (District),04090000,Charter District,       0,      38,      40,      40,      42,      42,      40,      42,      40,       0,       0,       0,       0,       0,       0,     324,      38,11.7,      38,11.7,      53,16.4, , ,     229,70.7,     174,53.7,14.2,0.6,47.2,31.8,0.3,0.0,5.9,46.3,53.7,      50,46.4,        320,33.2,60.7,      82,51.2,9.8,,,,,,,,,,,"           $5,009,449.00",             322.4,"              $15,537.14","           $5,009,449.00",             322.4,"              $15,537.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          92,45.0,           7,3.0,          85,42.0,         103,50.0,           9,4.0,         204,499.7,56.0,         157,51.0,         109,54.0,           4,2.0,         105,52.0,          84,42.0,           9,4.0,         202,500.6,59.0,         155,55.0,
Amesbury: Amesbury Elementary,00070005,Public School,Amesbury,MA,01913,"PK,K,01,02,03,04",Amesbury,00070000,Public School District,      26,      56,      72,      85,      77,      72,       0,       0,       0,       0,       0,       0,       0,       0,       0,     388,       0,0.0,       0,0.0,      79,20.4, , ,     148,38.1,      92,23.7,4.1,0.5,6.2,84.3,0.5,0.0,4.4,52.3,47.7,     171,19.2,        403,29.5,100.0,     140,100.0,13.1,"     $13,027,871","  $76,997",    169.0,      36,      35,  97.2,  51.4,  45.7,   2.9,   0.0,"          $32,276,226.00","           2,150.5","              $15,008.71","          $36,470,023.00","           2,298.7","              $15,865.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          81,56.0,          18,12.0,          63,43.0,          51,35.0,          13,9.0,         145,503.6,56.0,          67,66.0,          75,52.0,          12,8.0,          63,43.0,          58,40.0,          12,8.0,         145,500.8,50.0,          67,56.0,
Amesbury: Amesbury High,00070505,Public School,Amesbury,MA,01913,"09,10,11,12",Amesbury,00070000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     147,     138,     145,     163,       1,     594,      17,2.9,       3,0.5,     101,17.0, , ,     154,25.9,      87,14.6,1.3,1.2,4.2,90.7,0.0,0.0,2.5,53.5,46.5,     369,16.6,        611,43.9,99.4,     279,95.7,13.5,"     $13,027,871","  $76,997",    169.0,      57,      57, 100.0,   1.8,  96.5,   1.8,   0.0,"          $32,276,226.00","           2,150.5","              $15,008.71","          $36,470,023.00","           2,298.7","              $15,865.50",       154,94.2,1.9,0.6,0.6,2.6,0.0,     593,1.0,0.2,150.0,121.0,80.7,0.0,22.0,27.3,31.3,24.7,4.7,12.0,53.3,150.0,150.0,100.0,     104,     159,60.0,34.0,9.0,1.0,0.0,4.0,27.0,55.0,51.0,22.0,19.5,80.5,158.0,588.0,582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
Amesbury: Amesbury Innovation High School,00070515,Public School,Amesbury,MA,01913,"09,10,11,12",Amesbury,00070000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       7,       2,      11,      11,       0,      31,       0,0.0,       0,0.0,      16,51.6, , ,      26,83.9,      23,74.2,0.0,0.0,6.5,87.1,0.0,0.0,6.5,64.5,35.5,      41,10.2,         46,6.0,100.0,      24,41.7,5.2,"     $13,027,871","  $76,997",    169.0,       8,       6,  75.0,  33.3,  33.3,  33.3,   0.0,"          $32,276,226.00","           2,150.5","              $15,008.71","          $36,470,023.00","           2,298.7","              $15,865.50",        15,53.3,33.3,0.0,0.0,13.3,0.0,      31,3.0,9.7,8.0,,,,,,,,,,,8.0,8.0,100.0,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amesbury: Amesbury Middle,00070013,Public School,Amesbury,MA,01913,"05,06,07,08",Amesbury,00070000,Public School District,       0,       0,       0,       0,       0,       0,     173,     158,     178,     170,       0,       0,       0,       0,       0,     679,      21,3.1,      11,1.6,     120,17.7, , ,     231,34.0,     152,22.4,1.2,1.0,6.6,86.9,0.3,0.1,3.8,51.1,48.9,     374,17.0,        691,56.6,100.0,     249,93.6,12.0,"     $13,027,871","  $76,997",    169.0,      67,      67, 100.0,-,-,-,-,"          $32,276,226.00","           2,150.5","              $15,008.71","          $36,470,023.00","           2,298.7","              $15,865.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         329,51.0,          27,4.0,         302,47.0,         274,42.0,          43,7.0,         646,499.6,45.5,         634,50.0,         310,48.0,          47,7.0,         263,41.0,         280,43.0,          54,8.0,         644,500.2,56.0,         630,53.0,
Amesbury: Charles C Cashman Elementary,00070010,Public School,Amesbury,MA,01913,"PK,K,01,02,03,04",Amesbury,00070000,Public School District,      25,      71,      86,      89,      93,      94,       0,       0,       0,       0,       0,       0,       0,       0,       0,     458,      22,4.8,      18,3.9,     110,24.0, , ,     204,44.5,     128,27.9,2.2,2.0,8.7,84.1,0.4,0.2,2.4,53.5,46.5,     191,20.2,        467,33.3,100.0,     159,100.0,13.8,"     $13,027,871","  $76,997",    169.0,      40,      39,  97.5,  28.2,  66.7,   5.1,   0.0,"          $32,276,226.00","           2,150.5","              $15,008.71","          $36,470,023.00","           2,298.7","              $15,865.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          89,49.0,          16,9.0,          73,41.0,          76,42.0,          15,8.0,         180,501.0,51.0,          87,57.0,          67,37.0,           8,4.0,          59,33.0,          77,43.0,          36,20.0,         180,491.9,49.0,          86,23.0,
Amherst: Crocker Farm Elementary,00080009,Public School,Amherst,MA,01002,"PK,K,01,02,03,04,05,06",Amherst,00080000,Public School District,      66,      34,      43,      50,      58,      44,      60,      49,       0,       0,       0,       0,       0,       0,       0,     404,     110,27.2,      76,18.8,      88,21.8, , ,     189,46.8,     108,26.7,7.2,15.8,25.7,42.8,0.0,0.0,8.4,50.5,49.5,     106,19.0,        418,42.6,100.0,     160,100.0,9.5,"      $9,112,340","  $73,844",    123.0,      54,      52,  96.3,  17.3,  82.7,   0.0,   0.0,"          $24,659,817.00","           1,155.9","              $21,333.87","          $26,744,901.00","           1,265.5","              $21,133.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          96,50.0,          18,9.0,          78,41.0,          73,38.0,          22,12.0,         191,498.9,55.0,         128,46.0,          81,43.0,           7,4.0,          74,40.0,          75,40.0,          31,17.0,         187,494.5,60.0,         127,31.0,
Amherst: Fort River Elementary,00080020,Public School,Amherst,MA,01002,"K,01,02,03,04,05,06",Amherst,00080000,Public School District,       0,      42,      41,      42,      42,      65,      59,      44,       0,       0,       0,       0,       0,       0,       0,     335,      83,24.8,      52,15.5,      72,21.5, , ,     175,52.2,     128,38.2,11.3,14.0,22.1,47.2,0.0,0.0,5.4,49.6,50.4,      94,19.9,        328,37.8,100.0,     128,96.1,8.9,"      $9,112,340","  $73,844",    123.0,      53,      49,  92.5,   8.2,  87.8,   4.1,   0.0,"          $24,659,817.00","           1,155.9","              $21,333.87","          $26,744,901.00","           1,265.5","              $21,133.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          83,42.0,          23,12.0,          60,31.0,          97,49.0,          16,8.0,         196,498.7,50.0,         144,44.0,          88,45.0,          18,9.0,          70,36.0,          77,40.0,          29,15.0,         194,496.8,42.0,         141,39.0,
Amherst: Wildwood Elementary,00080050,Public School,Amherst,MA,01002,"K,01,02,03,04,05,06",Amherst,00080000,Public School District,       0,      50,      57,      59,      57,      72,      57,      57,       0,       0,       0,       0,       0,       0,       0,     409,     113,27.6,      65,15.9,      63,15.4, , ,     194,47.4,     129,31.5,10.3,13.7,20.5,47.7,0.2,0.0,7.6,52.6,47.4,     119,19.1,        401,43.0,97.7,     163,100.0,9.5,"      $9,112,340","  $73,844",    123.0,      57,      56,  98.2,  17.9,  75.0,   7.1,   0.0,"          $24,659,817.00","           1,155.9","              $21,333.87","          $26,744,901.00","           1,265.5","              $21,133.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         107,51.0,          22,11.0,          85,41.0,          72,35.0,          29,14.0,         208,500.2,61.0,         132,53.0,         113,55.0,          25,12.0,          88,43.0,          60,29.0,          32,16.0,         205,501.5,54.0,         129,60.0,
Amherst-Pelham: Amherst Regional High,06050505,Public School,Amherst,MA,01002,"09,10,11,12",Amherst-Pelham,06050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     234,     220,     237,     228,       7,     926,     163,17.6,      39,4.2,     165,17.8, , ,     318,34.3,     203,21.9,7.0,9.5,14.3,59.9,0.1,0.0,9.2,52.1,47.9,     673,12.7,        925,71.7,98.6,     485,97.9,12.9,"      $9,558,194","  $82,327",    116.0,     102,      96,  94.1,  19.8,  77.1,   2.1,   1.0,"          $28,913,607.00","           1,366.0","              $21,166.62","          $33,309,299.00","           1,557.8","              $21,382.27",       235,93.2,2.6,0.0,2.1,2.1,0.0,     919,10.0,1.1,223.0,179.0,80.3,0.0,33.6,22.9,23.8,22.4,5.8,12.1,57.400000000000006,223.0,81.0,36.3,     139,     202,89.0,40.0,8.0,1.0,1.0,5.0,30.0,40.0,66.0,61.0,17.3,82.7,235.0,618.0,611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
Amherst-Pelham: Amherst Regional Middle School,06050405,Public School,Amherst,MA,01002,"07,08",Amherst-Pelham,06050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     214,     218,       0,       0,       0,       0,       0,     432,      65,15.0,      18,4.2,      85,19.7, , ,     157,36.3,      92,21.3,6.9,7.9,16.7,59.7,0.0,0.5,8.3,47.7,52.3,     270,18.2,        441,44.4,97.3,     168,86.9,9.7,"      $9,558,194","  $82,327",    116.0,      57,      54,  94.7,  13.0,  85.2,   1.9,   0.0,"          $28,913,607.00","           1,366.0","              $21,166.62","          $33,309,299.00","           1,557.8","              $21,382.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         241,62.0,          58,15.0,         183,47.0,         115,30.0,          33,8.0,         389,505.6,54.0,         351,74.0,         225,59.0,          50,13.0,         175,46.0,         125,33.0,          32,8.0,         382,505.5,47.0,         343,75.0,
Andover: Andover High,00090505,Public School,Andover,MA,01810,"09,10,11,12",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     446,     459,     421,     462,      18,"   1,806",     172,9.5,      14,0.8,     290,16.1, , ,     377,20.9,     113,6.3,1.9,14.5,5.0,76.3,0.1,0.0,2.2,48.9,51.1,"   1,217",14.0,"      1,805",117.6,100.0,     844,100.0,15.4,"     $39,633,961","  $84,838",    467.0,     153,     151,  98.7,  23.8,  73.5,   2.6,   0.0,"          $97,224,894.00","           6,050.4","              $16,069.17","         $105,202,975.00","           6,173.8","              $17,040.23",       462,97.2,2.4,0.0,0.4,0.0,0.0,"   1,788",5.0,0.3,457.0,412.0,90.2,0.0,45.5,6.1,38.5,5.7,2.8,16.6,84.0,457.0,457.0,100.0,     472,     909,200.0,160.0,70.0,34.0,8.0,27.0,126.0,222.0,264.0,270.0,16.8,83.2,558.0,600.0,602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0
Andover: Andover West Middle,00090310,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     182,     172,     178,       0,       0,       0,       0,       0,     532,      43,8.1,       6,1.1,      89,16.7, , ,     125,23.5,      40,7.5,1.1,15.6,3.6,77.3,0.0,0.0,2.4,46.2,53.8,     277,19.8,        534,45.9,100.0,     211,100.0,11.6,"     $39,633,961","  $84,838",    467.0,      57,      56,  98.2,  14.3,  80.4,   3.6,   1.8,"          $97,224,894.00","           6,050.4","              $16,069.17","         $105,202,975.00","           6,173.8","              $17,040.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         330,65.0,          49,10.0,         281,55.0,         170,33.0,          11,2.0,         511,506.1,40.0,         489,76.0,         310,61.0,          68,13.0,         242,47.0,         184,36.0,          16,3.0,         510,507.5,43.0,         487,82.0,
Andover: Bancroft Elementary,00090003,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      77,      93,      96,      97,     112,     118,       0,       0,       0,       0,       0,       0,       0,       0,     593,      48,8.1,      25,4.2,      98,16.5, , ,     141,23.8,      40,6.7,3.2,6.6,5.9,78.4,0.3,0.0,5.6,51.8,48.2,     192,21.2,        592,46.5,100.0,     164,100.0,12.7,"     $39,633,961","  $84,838",    467.0,      59,      59, 100.0,  13.6,  86.4,   0.0,   0.0,"          $97,224,894.00","           6,050.4","              $16,069.17","         $105,202,975.00","           6,173.8","              $17,040.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         179,56.0,          18,6.0,         161,50.0,         128,40.0,          13,4.0,         320,501.9,42.0,         219,60.0,         178,55.0,          26,8.0,         152,47.0,         123,38.0,          20,6.0,         321,502.2,52.0,         219,63.0,
Andover: Doherty Middle,00090305,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     204,     168,     189,       0,       0,       0,       0,       0,     561,      52,9.3,       5,0.9,     112,20.0, , ,     127,22.6,      26,4.6,0.5,13.5,3.7,79.0,0.5,0.0,2.7,50.8,49.2,     287,20.0,        561,49.0,100.0,     216,100.0,11.4,"     $39,633,961","  $84,838",    467.0,      62,      62, 100.0,  14.5,  77.4,   8.1,   0.0,"          $97,224,894.00","           6,050.4","              $16,069.17","         $105,202,975.00","           6,173.8","              $17,040.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         382,70.0,          74,13.0,         308,56.0,         152,28.0,          15,3.0,         549,508.8,49.0,         536,86.0,         331,60.0,          92,17.0,         239,44.0,         198,36.0,          19,3.0,         548,507.5,47.0,         533,82.0,
Andover: Henry C Sanborn Elementary,00090010,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      48,      62,      68,      63,      68,      72,       0,       0,       0,       0,       0,       0,       0,       0,     381,      61,16.0,      38,10.0,      54,14.2, , ,     108,28.3,      30,7.9,1.6,28.1,4.5,63.0,0.8,0.0,2.1,54.9,45.1,     130,20.6,        390,27.3,100.0,     107,100.0,14.0,"     $39,633,961","  $84,838",    467.0,      41,      41, 100.0,  19.5,  78.0,   2.4,   0.0,"          $97,224,894.00","           6,050.4","              $16,069.17","         $105,202,975.00","           6,173.8","              $17,040.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         120,61.0,          20,10.0,         100,51.0,          67,34.0,          11,6.0,         198,504.0,42.0,         126,68.0,         118,60.0,          28,14.0,          90,45.0,          71,36.0,           9,5.0,         198,506.8,62.0,         127,80.0,
Andover: High Plain Elementary,00090004,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      64,      80,      73,      96,      95,     107,       0,       0,       0,       0,       0,       0,       0,       0,     515,     134,26.0,      68,13.2,      72,14.0, , ,     147,28.5,      23,4.5,2.7,29.1,6.6,58.3,0.0,0.0,3.3,53.6,46.4,     165,22.0,        528,42.1,100.0,     133,100.0,12.2,"     $39,633,961","  $84,838",    467.0,      54,      54, 100.0,   7.4,  90.7,   1.9,   0.0,"          $97,224,894.00","           6,050.4","              $16,069.17","         $105,202,975.00","           6,173.8","              $17,040.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         220,76.0,          57,20.0,         163,57.0,          60,21.0,           8,3.0,         288,513.8,56.0,         181,96.0,         205,71.0,          46,16.0,         159,55.0,          76,26.0,           8,3.0,         289,511.6,72.0,         181,91.0,
Andover: Shawsheen School,00090005,Public School,Andover,MA,01810,PK,Andover,00090000,Public School District,      73,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      73,       7,9.6,       0,0.0,      36,49.3, , ,      38,52.1,       8,11.0,2.7,27.4,2.7,65.8,1.4,0.0,0.0,53.4,46.6,       9,10.8,         97,6.0,100.0,      29,100.0,12.2,"     $39,633,961","  $84,838",    467.0,      10,      10, 100.0,-,-,-,-,"          $97,224,894.00","           6,050.4","              $16,069.17","         $105,202,975.00","           6,173.8","              $17,040.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
