School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Amesbury: Charles C Cashman Elementary,00070010,Public School,Amesbury,MA,01913,"PK,K,01,02,03,04",Amesbury,00070000,Public School District,      40,      88,      91,      88,      95,     104,       0,       0,       0,       0,       0,       0,       0,       0,       0,     506,      29,   5.7,      19,   3.8,     119,  23.5,     228,  45.1,     140,  27.7,   1.6,   2.0,   7.9,  86.0,   0.2,   0.4,   2.0,  54.0,  46.0,     188,22.1,        509,32.5,100.0,     147,92.5,  15.6 to 1,"     $12,254,577","  $74,406",    165.0,43.0,43.0,100.0,  27.9,  72.1,   0.0,   0.0,"          $30,802,054.00","           2,208.4","              $13,947.68","          $34,502,597.00","           2,366.4","              $14,580.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
Amherst: Crocker Farm Elementary,00080009,Public School,Amherst,MA,01002,"PK,K,01,02,03,04,05,06",Amherst,00080000,Public School District,      64,      48,      44,      52,      43,      61,      55,      48,       0,       0,       0,       0,       0,       0,       0,     415,     112,  27.0,      75,  18.1,      81,  19.5,     191,  46.0,      98,  23.6,   7.0,  18.1,  21.2,  47.5,   0.0,   0.0,   6.3,  51.3,  48.7,     109,18.1,        405,42.3,99.6,     163,100.0,   9.8 to 1,"      $9,005,730","  $74,121",    122.0,56.0,56.0,100.0,  23.2,  75.0,   1.8,   0.0,"          $24,653,637.00","           1,154.4","              $21,356.23","          $26,484,817.00","           1,267.5","              $20,895.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
Amherst: Fort River Elementary,00080020,Public School,Amherst,MA,01002,"K,01,02,03,04,05,06",Amherst,00080000,Public School District,       0,      39,      39,      40,      68,      58,      40,      61,       0,       0,       0,       0,       0,       0,       0,     345,      91,  26.4,      64,  18.6,      70,  20.3,     176,  51.0,     112,  32.5,   9.0,  14.2,  22.3,  48.7,   0.6,   0.3,   4.9,  49.9,  50.1,      99,20.2,        348,39.1,99.6,     135,96.3,   8.8 to 1,"      $9,005,730","  $74,121",    122.0,55.0,54.0,98.2,  18.5,  77.8,   3.7,   0.0,"          $24,653,637.00","           1,154.4","              $21,356.23","          $26,484,817.00","           1,267.5","              $20,895.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
Amherst: Wildwood Elementary,00080050,Public School,Amherst,MA,01002,"K,01,02,03,04,05,06",Amherst,00080000,Public School District,       0,      58,      59,      56,      65,      63,      58,      63,       0,       0,       0,       0,       0,       0,       0,     422,     100,  23.7,      57,  13.5,      63,  14.9,     197,  46.7,     122,  28.9,   8.8,  13.0,  19.4,  50.7,   0.0,   0.0,   8.1,  52.1,  47.9,     118,20.1,        417,40.1,97.1,     162,100.0,  10.5 to 1,"      $9,005,730","  $74,121",    122.0,57.0,56.0,98.2,  25.0,  71.4,   3.6,   0.0,"          $24,653,637.00","           1,154.4","              $21,356.23","          $26,484,817.00","           1,267.5","              $20,895.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
Amherst-Pelham: Amherst Regional High,06050505,Public School,Amherst,MA,01002,"09,10,11,12",Amherst-Pelham,06050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     222,     236,     228,     237,       4,     927,     160,  17.3,      32,   3.5,     181,  19.5,     314,  33.9,     161,  17.4,   7.1,   9.6,  13.5,  61.1,   0.0,   0.0,   8.7,  52.6,  47.4,     898,12.9,        926,71.2,98.4,     702,97.7,  13.0 to 1,"      $9,168,746","  $78,702",    117.0,97.0,92.0,94.8,  25.0,  73.9,   1.1,   0.0,"          $27,942,447.00","           1,377.5","              $20,284.90","          $32,135,954.00","           1,567.3","              $20,504.02",       227,91.6,4.4,0.0,0.9,3.1,0.0,     923,14.0,1.5,220.0,182.0,82.7,0.0,47.3,18.1,34.6,17.6,4.4,19.8,220.0,82.0,37.3,     131,     208,70.0,47.0,12.0,2.0,0.0,10.0,16.0,47.0,75.0,60.0,12.5,87.5,174.0,594.0,601.0,59.0
Amherst-Pelham: Amherst Regional Middle School,06050405,Public School,Amherst,MA,01002,"07,08",Amherst-Pelham,06050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     216,     233,       0,       0,       0,       0,       0,     449,      74,  16.5,      28,   6.2,      93,  20.7,     171,  38.1,      93,  20.7,   7.1,   8.7,  16.9,  58.1,   0.2,   0.4,   8.5,  48.1,  51.9,     286,17.7,        457,45.3,99.7,     176,88.1,   9.9 to 1,"      $9,168,746","  $78,702",    117.0,58.0,56.0,96.6,  14.3,  82.1,   3.6,   0.0,"          $27,942,447.00","           1,377.5","              $20,284.90","          $32,135,954.00","           1,567.3","              $20,504.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0
Andover: Andover High,00090505,Public School,Andover,MA,01810,"09,10,11,12",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     471,     413,     469,     429,      15,"   1,797",     176,   9.8,      20,   1.1,     279,  15.5,     364,  20.3,      97,   5.4,   1.8,  14.2,   4.6,  76.9,   0.1,   0.0,   2.3,  48.1,  51.9,"   1,160",14.7,"      1,799",116.2,100.0,     801,99.3,  15.5 to 1,"     $38,327,763","  $81,653",    469.0,153.0,103.0,67.3,  19.4,  77.7,   2.9,   0.0,"          $94,629,430.00","           6,104.6","              $15,501.33","         $102,049,291.00","           6,226.8","              $16,388.72",       441,95.7,3.4,0.0,0.5,0.5,0.0,"   1,782",1.0,0.1,426.0,360.0,84.5,0.0,47.8,8.6,43.6,8.1,2.5,17.2,426.0,426.0,100.0,     458,     843,194.0,177.0,63.0,16.0,8.0,51.0,134.0,204.0,233.0,221.0,21.9,78.1,393.0,566.0,581.0,81.0
Andover: Andover West Middle,00090310,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     164,     182,     189,       0,       0,       0,       0,       0,     535,      41,   7.7,       3,   0.6,      89,  16.6,     127,  23.7,      43,   8.0,   1.5,  15.9,   4.3,  75.7,   0.4,   0.0,   2.2,  46.2,  53.8,     276,19.9,        541,46.3,97.8,     211,100.0,  11.6 to 1,"     $38,327,763","  $81,653",    469.0,55.0,49.0,89.1,  14.3,  83.7,   2.0,   0.0,"          $94,629,430.00","           6,104.6","              $15,501.33","         $102,049,291.00","           6,226.8","              $16,388.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
Andover: Bancroft Elementary,00090003,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      80,      97,      98,     103,     107,     127,       0,       0,       0,       0,       0,       0,       0,       0,     612,      42,   6.9,      18,   2.9,     102,  16.7,     139,  22.7,      43,   7.0,   2.8,   7.4,   5.6,  79.2,   0.5,   0.0,   4.6,  50.3,  49.7,     191,22.1,        614,45.8,100.0,     163,100.0,  13.4 to 1,"     $38,327,763","  $81,653",    469.0,55.0,49.0,89.1,  20.4,  79.6,   0.0,   0.0,"          $94,629,430.00","           6,104.6","              $15,501.33","         $102,049,291.00","           6,226.8","              $16,388.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
Andover: Doherty Middle,00090305,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     172,     191,     194,       0,       0,       0,       0,       0,     557,      46,   8.3,       6,   1.1,      98,  17.6,     118,  21.2,      28,   5.0,   0.9,  11.1,   5.2,  79.5,   0.2,   0.0,   3.1,  53.3,  46.7,     293,19.4,        557,52.0,100.0,     216,100.0,  10.7 to 1,"     $38,327,763","  $81,653",    469.0,63.0,57.0,90.5,  26.3,  70.2,   1.8,   1.8,"          $94,629,430.00","           6,104.6","              $15,501.33","         $102,049,291.00","           6,226.8","              $16,388.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
Andover: Henry C Sanborn Elementary,00090010,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      61,      63,      55,      75,      73,      73,       0,       0,       0,       0,       0,       0,       0,       0,     400,      54,  13.5,      23,   5.8,      60,  15.0,     104,  26.0,      31,   7.8,   0.8,  30.0,   4.0,  62.0,   0.8,   0.0,   2.5,  52.8,  47.3,     123,22.1,        397,31.6,100.0,     105,100.0,  12.6 to 1,"     $38,327,763","  $81,653",    469.0,41.0,38.0,92.7,  18.4,  81.6,   0.0,   0.0,"          $94,629,430.00","           6,104.6","              $15,501.33","         $102,049,291.00","           6,226.8","              $16,388.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
Andover: High Plain Elementary,00090004,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      68,      71,      89,      87,     103,     101,       0,       0,       0,       0,       0,       0,       0,       0,     519,     121,  23.3,      47,   9.1,      72,  13.9,     147,  28.3,      36,   6.9,   3.1,  26.8,   7.9,  59.2,   0.4,   0.0,   2.7,  53.0,  47.0,     151,23.7,        522,42.1,100.0,     129,100.0,  12.3 to 1,"     $38,327,763","  $81,653",    469.0,52.0,33.0,63.5,  30.3,  69.7,   0.0,   0.0,"          $94,629,430.00","           6,104.6","              $15,501.33","         $102,049,291.00","           6,226.8","              $16,388.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
Andover: Shawsheen School,00090005,Public School,Andover,MA,01810,PK,Andover,00090000,Public School District,      68,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      68,      10,  14.7,       0,   0.0,      31,  45.6,      36,  52.9,       8,  11.8,   2.9,  23.5,   2.9,  64.7,   1.5,   0.0,   4.4,  58.8,  41.2,       8,12.5,        100,7.0,100.0,      24,100.0,   9.7 to 1,"     $38,327,763","  $81,653",    469.0,11.0,7.0,63.6,  28.6,  71.4,   0.0,   0.0,"          $94,629,430.00","           6,104.6","              $15,501.33","         $102,049,291.00","           6,226.8","              $16,388.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: South Elementary,00090020,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      87,      69,      85,      79,      96,      93,       0,       0,       0,       0,       0,       0,       0,       0,     509,      59,  11.6,      30,   5.9,      73,  14.3,     112,  22.0,      18,   3.5,   0.4,  17.5,   4.9,  75.6,   0.4,   0.2,   1.0,  49.9,  50.1,     157,21.9,        503,37.5,100.0,     134,100.0,  13.6 to 1,"     $38,327,763","  $81,653",    469.0,47.0,45.0,95.7,   4.4,  93.3,   2.2,   0.0,"          $94,629,430.00","           6,104.6","              $15,501.33","         $102,049,291.00","           6,226.8","              $16,388.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
Andover: West Elementary,00090025,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      84,     106,     101,     117,     118,     132,       0,       0,       0,       0,       0,       0,       0,       0,     658,      75,  11.4,      29,   4.4,     130,  19.8,     186,  28.3,      49,   7.4,   2.0,  12.0,   6.1,  76.3,   0.2,   0.0,   3.5,  52.0,  48.0,     199,22.9,        662,49.2,100.0,     166,100.0,  13.4 to 1,"     $38,327,763","  $81,653",    469.0,67.0,63.0,94.0,  15.9,  84.1,   0.0,   0.0,"          $94,629,430.00","           6,104.6","              $15,501.33","         $102,049,291.00","           6,226.8","              $16,388.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0
Andover: Wood Hill Middle School,00090350,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     141,     159,     120,       0,       0,       0,       0,       0,     420,      75,  17.9,      10,   2.4,      90,  21.4,     119,  28.3,      29,   6.9,   3.1,  24.5,   6.0,  64.5,   0.0,   0.0,   1.9,  49.5,  50.5,     232,18.6,        423,38.7,100.0,     164,100.0,  10.8 to 1,"     $38,327,763","  $81,653",    469.0,48.0,39.0,81.3,   7.7,  89.7,   2.6,   0.0,"          $94,629,430.00","           6,104.6","              $15,501.33","         $102,049,291.00","           6,226.8","              $16,388.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0
Argosy Collegiate Charter School (District): Argosy Collegiate Charter School,35090305,Charter School,Fall River,MA,02724,"06,07,08,09,10,11,12",Argosy Collegiate Charter School (District),35090000,Charter District,       0,       0,       0,       0,       0,       0,       0,     102,     100,       0,       0,       0,       0,       0,       0,     202,      13,   6.4,      13,   6.4,      46,  22.8,     102,  50.5,      78,  38.6,   8.4,   1.0,  16.3,  68.8,   1.0,   0.5,   4.0,  54.5,  45.5,      56,25.5,        204,15.6,78.2,      48,95.8,  12.9 to 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Arlington High,00100505,Public School,Arlington,MA,02476,"09,10,11,12",Arlington,00100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     344,     313,     278,     318,       0,"   1,253",     169,  13.5,      14,   1.1,     131,  10.5,     234,  18.7,     103,   8.2,   4.2,  10.7,   4.6,  76.7,   0.2,   0.2,   3.4,  47.3,  52.7,     682,14.3,"      1,255",96.4,97.5,     542,99.4,  13.0 to 1,"     $26,619,396","  $69,977",    380.0,127.0,127.0,100.0,   0.0,  97.6,   2.4,   0.0,"          $69,409,428.00","           5,330.1","              $13,022.16","          $76,533,654.00","           5,472.9","              $13,984.11",       318,98.1,0.3,0.3,0.0,1.3,0.0,"   1,253",0.0,0.0,313.0,254.0,81.2,0.0,61.0,7.5,31.5,7.5,4.7,14.6,313.0,313.0,100.0,     371,     763,135.0,120.0,86.0,23.0,7.0,30.0,76.0,196.0,241.0,220.0,13.9,86.1,271.0,581.0,592.0,73.0
Arlington: Brackett,00100010,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      71,      93,      81,      62,      83,      91,       0,       0,       0,       0,       0,       0,       0,       0,     481,      29,   6.0,      13,   2.7,      58,  12.1,      89,  18.5,      21,   4.4,   1.2,   7.7,   6.0,  76.7,   0.0,   0.2,   8.1,  51.4,  48.6,     182,18.3,        475,31.7,100.0,     162,100.0,  15.2 to 1,"     $26,619,396","  $69,977",    380.0,38.0,38.0,100.0,-,-,-,-,"          $69,409,428.00","           5,330.1","              $13,022.16","          $76,533,654.00","           5,472.9","              $13,984.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
Arlington: Cyrus E Dallin,00100025,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      68,      82,      77,      71,      76,      96,       0,       0,       0,       0,       0,       0,       0,       0,     470,      13,   2.8,       7,   1.5,      67,  14.3,      90,  19.1,      22,   4.7,   2.1,   9.1,   4.9,  80.0,   0.0,   0.2,   3.6,  49.1,  50.9,     195,16.9,        471,31.0,100.0,     168,100.0,  15.2 to 1,"     $26,619,396","  $69,977",    380.0,40.0,40.0,100.0,-,-,-,-,"          $69,409,428.00","           5,330.1","              $13,022.16","          $76,533,654.00","           5,472.9","              $13,984.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
Arlington: Gibbs School,00100305,Public School,Arlington,MA,02474,6,Arlington,00100000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $26,619,396","  $69,977",    380.0,,,,,,,,"          $69,409,428.00","           5,330.1","              $13,022.16","          $76,533,654.00","           5,472.9","              $13,984.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Hardy,00100030,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      85,      81,      67,      61,      71,      48,       0,       0,       0,       0,       0,       0,       0,       0,     413,      61,  14.8,      46,  11.1,      44,  10.7,     109,  26.4,      27,   6.5,   4.6,  16.5,   6.3,  67.6,   0.2,   0.5,   4.4,  51.8,  48.2,     133,21.6,        410,27.7,100.0,     114,100.0,  14.9 to 1,"     $26,619,396","  $69,977",    380.0,37.0,37.0,100.0,-,-,-,-,"          $69,409,428.00","           5,330.1","              $13,022.16","          $76,533,654.00","           5,472.9","              $13,984.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
Arlington: John A Bishop,00100005,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      68,      74,      72,      67,      77,      68,       0,       0,       0,       0,       0,       0,       0,       0,     426,      42,   9.9,      24,   5.6,      37,   8.7,      82,  19.2,      24,   5.6,   3.8,  12.4,   2.8,  75.8,   0.0,   0.5,   4.7,  48.4,  51.6,     126,23.7,        427,24.8,100.0,     108,100.0,  17.2 to 1,"     $26,619,396","  $69,977",    380.0,35.0,35.0,100.0,-,-,-,-,"          $69,409,428.00","           5,330.1","              $13,022.16","          $76,533,654.00","           5,472.9","              $13,984.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
Arlington: M Norcross Stratton,00100055,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      67,      67,      65,      68,      67,      58,       0,       0,       0,       0,       0,       0,       0,       0,     392,      46,  11.7,      27,   6.9,      56,  14.3,     101,  25.8,      23,   5.9,   2.0,  15.8,   6.4,  70.2,   0.0,   0.0,   5.6,  48.2,  51.8,     161,17.2,        396,26.3,100.0,     138,100.0,  14.9 to 1,"     $26,619,396","  $69,977",    380.0,36.0,36.0,100.0,   0.0,  91.7,   8.3,   0.0,"          $69,409,428.00","           5,330.1","              $13,022.16","          $76,533,654.00","           5,472.9","              $13,984.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
Arlington: Menotomy Preschool,00100038,Public School,Arlington,MA,02476,PK,Arlington,00100000,Public School District,      56,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      56,       5,   8.9,       0,   0.0,      27,  48.2,      28,  50.0,       4,   7.1,   1.8,  19.6,   3.6,  73.2,   0.0,   0.0,   1.8,  51.8,  48.2,       5,14.4,         72,5.0,100.0,      25,100.0,  11.2 to 1,"     $26,619,396","  $69,977",    380.0,7.0,7.0,100.0,-,-,-,-,"          $69,409,428.00","           5,330.1","              $13,022.16","          $76,533,654.00","           5,472.9","              $13,984.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Ottoson Middle,00100410,Public School,Arlington,MA,02476,"07,08",Arlington,00100000,Public School District,       0,       0,       0,       0,       0,       0,       0,     409,     382,     336,       0,       0,       0,       0,       0,"   1,127",     137,  12.2,      21,   1.9,     177,  15.7,     281,  24.9,     101,   9.0,   4.0,   9.9,   5.0,  77.0,   0.0,   0.1,   4.0,  49.6,  50.4,     639,19.1,"      1,148",90.5,98.9,     429,100.0,  12.4 to 1,"     $26,619,396","  $69,977",    380.0,106.0,106.0,100.0,   0.0,  97.2,   2.8,   0.0,"          $69,409,428.00","           5,330.1","              $13,022.16","          $76,533,654.00","           5,472.9","              $13,984.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0
