School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Non-Binary,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Percent Teaching In-Field,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced
Amesbury: Amesbury Middle,00070013,Public School,Amesbury,MA,01913,"05,06,07,08",Amesbury,00070000,Public School District,       0,       0,       0,       0,       0,       0,     181,     162,     156,     169,       0,       0,       0,       0,       0,     668,      27,4.0,      13,1.9,     146,21.9,     264,39.5,     169,25.3,2.1,1.6,9.9,81.9,0.1,0.3,4.0,51.8,48.2,0.0,     399,17.1,        677,57.1,98.2,  11.7 to 1,90.9,90.9,94.8,"     $13,587,070","  $81,751",    166.2,      66,       0,   0.0,-,-,-,-,"          $33,455,712.53","           2,015.8","              $16,596.74","          $39,152,791.79","           2,196.1","              $17,828.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amesbury: Charles C Cashman Elementary,00070010,Public School,Amesbury,MA,01913,"PK,K,01,02,03,04",Amesbury,00070000,Public School District,      26,      71,      64,      76,      82,      97,       0,       0,       0,       0,       0,       0,       0,       0,       0,     416,      32,7.7,      22,5.3,     105,25.2,     196,47.1,     126,30.3,2.4,1.2,13.9,79.3,0.0,0.2,2.9,53.6,46.4,0.0,     183,18.4,        415,32.4,100.0,  12.8 to 1,90.7,96.9,100.0,"     $13,587,070","  $81,751",    166.2,      38,       1,   2.6,-,-,-,-,"          $33,455,712.53","           2,015.8","              $16,596.74","          $39,152,791.79","           2,196.1","              $17,828.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amherst: Crocker Farm Elementary,00080009,Public School,Amherst,MA,01002,"PK,K,01,02,03,04,05,06",Amherst,00080000,Public School District,      53,      32,      55,      44,      45,      56,      54,      61,       0,       0,       0,       0,       0,       0,       0,     400,     132,33.0,      76,19.0,      89,22.3,     191,47.8,     116,29.0,8.0,11.3,23.3,49.5,0.5,0.0,7.5,54.3,45.0,0.8,     124,19.2,        412,40.4,100.0,   9.9 to 1,89.2,100.0,100.0,"      $9,664,620","  $80,338",    120.3,      56,      50,  89.3,  26.0,  74.0,   0.0,   0.0,"          $26,383,257.00","           1,106.9","              $23,835.27","          $28,610,280.00","           1,228.5","              $23,288.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amherst: Fort River Elementary,00080020,Public School,Amherst,MA,01002,"K,01,02,03,04,05,06",Amherst,00080000,Public School District,       0,      49,      41,      31,      55,      43,      42,      50,       0,       0,       0,       0,       0,       0,       0,     311,      90,28.9,      46,14.8,      71,22.8,     158,50.8,     115,37.0,7.7,13.2,25.1,47.3,0.0,0.3,6.4,47.6,52.4,0.0,     108,19.8,        329,38.4,97.4,   8.1 to 1,80.9,92.2,97.6,"      $9,664,620","  $80,338",    120.3,      52,      46,  88.5,  15.2,  80.4,   4.3,   0.0,"          $26,383,257.00","           1,106.9","              $23,835.27","          $28,610,280.00","           1,228.5","              $23,288.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amherst: Wildwood Elementary,00080050,Public School,Amherst,MA,01002,"K,01,02,03,04,05,06",Amherst,00080000,Public School District,       0,      47,      52,      64,      50,      62,      50,      57,       0,       0,       0,       0,       0,       0,       0,     382,     118,30.9,      57,14.9,      71,18.6,     186,48.7,     115,30.1,12.3,13.1,16.8,51.0,0.3,0.0,6.5,50.3,49.7,0.0,     129,19.0,        386,41.4,95.2,   9.2 to 1,86.5,97.6,97.8,"      $9,664,620","  $80,338",    120.3,      53,      48,  90.6,  20.8,  79.2,   0.0,   0.0,"          $26,383,257.00","           1,106.9","              $23,835.27","          $28,610,280.00","           1,228.5","              $23,288.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amherst-Pelham: Amherst Regional High,06050505,Public School,Amherst,MA,01002,"09,10,11,12",Amherst-Pelham,06050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     205,     239,     236,     231,       9,     920,     182,19.8,      63,6.8,     181,19.7,     362,39.3,     242,26.3,8.2,9.8,16.8,55.5,0.1,0.1,9.5,50.3,49.3,0.3,     617,12.9,        901,70.0,100.0,  13.1 to 1,93.9,97.1,92.9,"      $9,628,651","  $85,588",    112.5,     105,      88,  83.8,  23.9,  76.1,   0.0,   0.0,"          $29,317,423.00","           1,345.7","              $21,786.00","          $33,690,959.00","           1,498.1","              $22,489.13",234.0,91.5,3.8,0.0,0.0,4.7,0.0,     911,10.0,1.1,223.0,151.0,67.7,0.7,43.7,20.5,35.1,19.9,5.3,22.5,223.0,34.0,15.2,     147,     226,88.0,43.0,13.0,2.0,1.0,8.0,35.0,58.0,70.0,55.0,19.0,81.0,129.0,617.0,618.0,         463,         312,67.4
Amherst-Pelham: Amherst Regional Middle School,06050405,Public School,Amherst,MA,01002,"07,08",Amherst-Pelham,06050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     214,     212,       0,       0,       0,       0,       0,     426,      76,17.8,      36,8.5,      96,22.5,     178,41.8,     116,27.2,8.5,8.7,20.2,52.8,0.2,0.0,9.6,53.1,46.9,0.0,     414,15.7,        431,42.5,95.3,  10.0 to 1,84.1,93.9,84.6,"      $9,628,651","  $85,588",    112.5,      64,      51,  79.7,  15.7,  84.3,   0.0,   0.0,"          $29,317,423.00","           1,345.7","              $21,786.00","          $33,690,959.00","           1,498.1","              $22,489.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Andover High,00090505,Public School,Andover,MA,01810,"09,10,11,12",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     455,     427,     455,     424,      34,"   1,795",     217,12.1,       7,0.4,     317,17.7,     447,24.9,     181,10.1,2.1,18.7,6.3,70.5,0.3,0.0,2.2,47.2,52.7,0.1,"   1,042",15.3,"      1,779",127.7,100.0,  14.1 to 1,92.6,92.9,91.4,"     $44,045,945","  $91,896",    479.3,     168,     121,  72.0,  15.7,  83.5,   0.8,   0.0,"         $108,485,137.45","           5,869.7","              $18,482.23","         $117,777,377.45","           5,992.0","              $19,655.77",423.0,96.7,2.6,0.0,0.0,0.7,0.0,"   1,761",3.0,0.2,420.0,341.0,81.2,0.0,52.5,7.0,40.5,6.2,5.6,16.7,420.0,420.0,100.0,     511,     991,200.0,188.0,88.0,27.0,8.0,35.0,131.0,271.0,293.0,261.0,16.8,83.2,397.0,605.0,625.0,         875,         706,80.7
Andover: Andover West Middle,00090310,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     184,     176,     172,       0,       0,       0,       0,       0,     532,      88,16.5,       9,1.7,     113,21.2,     181,34.0,      59,11.1,4.7,17.9,6.2,68.6,0.0,0.0,2.6,52.1,47.9,0.0,     332,17.2,        537,49.9,100.0,  10.7 to 1,96.2,99.0,98.2,"     $44,045,945","  $91,896",    479.3,      62,      44,  71.0,  20.5,  79.5,   0.0,   0.0,"         $108,485,137.45","           5,869.7","              $18,482.23","         $117,777,377.45","           5,992.0","              $19,655.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Bancroft Elementary,00090003,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      81,      93,      97,      90,     102,     103,       0,       0,       0,       0,       0,       0,       0,       0,     566,      70,12.4,      11,1.9,      97,17.1,     143,25.3,      42,7.4,1.8,8.7,6.7,76.7,0.0,0.0,6.2,54.1,45.9,0.0,     192,20.2,        564,48.6,100.0,  11.6 to 1,93.8,100.0,100.0,"     $44,045,945","  $91,896",    479.3,      63,      61,  96.8,  14.8,  83.6,   1.6,   0.0,"         $108,485,137.45","           5,869.7","              $18,482.23","         $117,777,377.45","           5,992.0","              $19,655.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Doherty Middle,00090305,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     158,     179,     181,       0,       0,       0,       0,       0,     518,      52,10.0,       5,1.0,     109,21.0,     149,28.8,      49,9.5,1.7,9.7,7.7,77.4,0.2,0.2,3.1,46.9,53.1,0.0,     314,17.5,        521,49.0,100.0,  10.6 to 1,91.4,100.0,100.0,"     $44,045,945","  $91,896",    479.3,      64,      48,  75.0,  31.3,  68.8,   0.0,   0.0,"         $108,485,137.45","           5,869.7","              $18,482.23","         $117,777,377.45","           5,992.0","              $19,655.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Henry C Sanborn Elementary,00090010,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      41,      54,      54,      61,      74,      74,       0,       0,       0,       0,       0,       0,       0,       0,     358,      72,20.1,      26,7.3,      50,14.0,     100,27.9,      29,8.1,2.5,23.2,6.1,65.1,0.0,0.0,3.1,50.3,49.7,0.0,     117,21.4,        364,29.2,100.0,  12.3 to 1,87.0,96.6,100.0,"     $44,045,945","  $91,896",    479.3,      41,      27,  65.9,  11.1,  88.9,   0.0,   0.0,"         $108,485,137.45","           5,869.7","              $18,482.23","         $117,777,377.45","           5,992.0","              $19,655.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: High Plain Elementary,00090004,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      69,     106,      84,      85,      87,      96,       0,       0,       0,       0,       0,       0,       0,       0,     527,     162,30.7,      55,10.4,      97,18.4,     191,36.2,      38,7.2,4.6,30.6,7.8,51.4,0.0,0.2,5.5,55.0,45.0,0.0,     171,21.5,        534,40.2,100.0,  13.1 to 1,97.5,100.0,100.0,"     $44,045,945","  $91,896",    479.3,      58,      54,  93.1,  61.1,  38.9,   0.0,   0.0,"         $108,485,137.45","           5,869.7","              $18,482.23","         $117,777,377.45","           5,992.0","              $19,655.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Shawsheen School,00090005,Public School,Andover,MA,01810,PK,Andover,00090000,Public School District,      81,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      81,      25,30.9,       6,7.4,      43,53.1,      47,58.0,       9,11.1,0.0,24.7,12.3,54.3,0.0,0.0,8.6,72.8,27.2,0.0,      10,9.7,         97,8.0,100.0,  10.1 to 1,100.0,100.0,100.0,"     $44,045,945","  $91,896",    479.3,      11,      11, 100.0,  27.3,  72.7,   0.0,   0.0,"         $108,485,137.45","           5,869.7","              $18,482.23","         $117,777,377.45","           5,992.0","              $19,655.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: South Elementary,00090020,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      66,      88,      78,      81,      93,      73,       0,       0,       0,       0,       0,       0,       0,       0,     479,      88,18.4,      21,4.4,      87,18.2,     147,30.7,      25,5.2,1.0,18.0,4.4,73.5,0.2,0.0,2.9,51.4,48.6,0.0,     158,20.5,        472,35.7,100.0,  13.4 to 1,96.5,100.0,100.0,"     $44,045,945","  $91,896",    479.3,      54,      50,  92.6,   6.0,  94.0,   0.0,   0.0,"         $108,485,137.45","           5,869.7","              $18,482.23","         $117,777,377.45","           5,992.0","              $19,655.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: West Elementary,00090025,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      83,     102,      86,     105,     102,     116,       0,       0,       0,       0,       0,       0,       0,       0,     594,      92,15.5,      32,5.4,     151,25.4,     211,35.5,      34,5.7,2.7,15.8,7.7,70.9,0.0,0.0,2.9,51.3,48.7,0.0,     199,20.7,        601,50.7,100.0,  11.7 to 1,92.0,100.0,98.2,"     $44,045,945","  $91,896",    479.3,      69,      66,  95.7,  13.6,  84.8,   1.5,   0.0,"         $108,485,137.45","           5,869.7","              $18,482.23","         $117,777,377.45","           5,992.0","              $19,655.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Wood Hill Middle School,00090350,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     125,     133,     148,       0,       0,       0,       0,       0,     406,      97,23.9,       9,2.2,      85,20.9,     136,33.5,      35,8.6,2.5,33.5,8.9,51.5,0.2,0.2,3.2,51.7,48.3,0.0,     248,16.7,        410,40.2,100.0,  10.1 to 1,92.3,97.5,98.0,"     $44,045,945","  $91,896",    479.3,      58,      48,  82.8,  12.5,  87.5,   0.0,   0.0,"         $108,485,137.45","           5,869.7","              $18,482.23","         $117,777,377.45","           5,992.0","              $19,655.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argosy Collegiate Charter School (District): Argosy Collegiate Charter School,35090305,Charter School,Fall River,MA,02724,"06,07,08,09,10,11,12",Argosy Collegiate Charter School (District),35090000,Charter District,       0,       0,       0,       0,       0,       0,       0,     118,     120,      98,      93,      66,      30,       0,       0,     525,     187,35.6,     130,24.8,      94,17.9,     396,75.4,     307,58.5,13.1,2.1,22.7,57.3,0.2,0.2,4.4,53.3,46.7,0.0,     189,22.2,        500,39.3,63.6,  13.4 to 1,20.3,84.7,39.2,"      $2,454,316","  $61,174",     40.1,,,,,,,,"           $8,288,240.76",             508.1,"              $16,313.19","           $8,288,240.76",             508.1,"              $16,313.19",,,,,,,,     189,3.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          30,          12,40.0
Arlington: Arlington High,00100505,Public School,Arlington,MA,02476,"09,10,11,12",Arlington,00100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     368,     364,     342,     337,       0,"   1,411",     204,14.5,      24,1.7,     200,14.2,     322,22.8,     121,8.6,4.0,10.5,6.0,74.6,0.0,0.1,4.8,48.5,51.2,0.3,     856,14.0,"      1,426",106.0,97.6,  13.3 to 1,77.8,88.7,90.0,"     $35,811,485","  $81,650",    438.6,     142,     140,  98.6,-,-,-,-,"          $90,254,320.50","           6,096.3","              $14,804.77","          $96,863,420.28","           6,197.7","              $15,628.93",341.0,96.2,1.5,0.6,0.0,1.8,0.0,"   1,411",5.0,0.4,336.0,258.0,76.8,0.0,57.8,8.9,33.3,8.5,2.3,14.3,336.0,336.0,100.0,     395,     809,148.0,134.0,69.0,35.0,9.0,34.0,85.0,201.0,242.0,247.0,14.7,85.3,159.0,610.0,608.0,         687,         517,75.3
Arlington: Brackett,00100010,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      87,     106,      82,      93,      67,     100,       0,       0,       0,       0,       0,       0,       0,       0,     535,      39,7.3,      20,3.7,      70,13.1,     102,19.1,      17,3.2,1.3,10.8,4.5,74.0,0.0,0.2,9.2,54.4,45.6,0.0,     184,20.6,        532,36.2,100.0,  14.8 to 1,77.9,94.5,97.6,"     $35,811,485","  $81,650",    438.6,      50,      50, 100.0,-,-,-,-,"          $90,254,320.50","           6,096.3","              $14,804.77","          $96,863,420.28","           6,197.7","              $15,628.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Cyrus E Dallin,00100025,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      70,      87,      75,      87,      72,      81,       0,       0,       0,       0,       0,       0,       0,       0,     472,      31,6.6,      17,3.6,      49,10.4,      88,18.6,      23,4.9,1.5,13.8,3.8,74.6,0.0,0.0,6.4,50.8,49.2,0.0,     191,17.6,        472,32.6,100.0,  14.5 to 1,76.1,96.9,100.0,"     $35,811,485","  $81,650",    438.6,      49,      49, 100.0,-,-,-,-,"          $90,254,320.50","           6,096.3","              $14,804.77","          $96,863,420.28","           6,197.7","              $15,628.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Gibbs School,00100305,Public School,Arlington,MA,02474,6,Arlington,00100000,Public School District,       0,       0,       0,       0,       0,       0,       0,     486,       0,       0,       0,       0,       0,       0,       0,     486,      46,9.5,      13,2.7,      79,16.3,     132,27.2,      49,10.1,4.1,8.2,8.2,73.3,0.0,0.0,6.2,52.5,47.5,0.0,     338,17.3,        488,40.0,100.0,  12.2 to 1,78.0,90.0,91.1,"     $35,811,485","  $81,650",    438.6,      54,      54, 100.0,   0.0,  96.3,   3.7,   0.0,"          $90,254,320.50","           6,096.3","              $14,804.77","          $96,863,420.28","           6,197.7","              $15,628.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Hardy,00100030,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      68,      75,      79,      78,      75,      69,       0,       0,       0,       0,       0,       0,       0,       0,     444,      79,17.8,      48,10.8,      59,13.3,     127,28.6,      24,5.4,3.2,15.5,5.6,68.9,0.2,0.0,6.5,52.3,47.7,0.0,     149,21.4,        448,30.3,100.0,  14.7 to 1,80.2,100.0,100.0,"     $35,811,485","  $81,650",    438.6,      42,      42, 100.0,-,-,-,-,"          $90,254,320.50","           6,096.3","              $14,804.77","          $96,863,420.28","           6,197.7","              $15,628.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: John A Bishop,00100005,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      71,      93,      67,      70,      70,      69,       0,       0,       0,       0,       0,       0,       0,       0,     440,      51,11.6,      34,7.7,      40,9.1,      89,20.2,      16,3.6,3.0,16.6,3.4,67.0,0.0,0.5,9.5,54.3,45.7,0.0,     135,22.7,        431,26.5,100.0,  16.6 to 1,82.5,93.9,100.0,"     $35,811,485","  $81,650",    438.6,      42,      42, 100.0,-,-,-,-,"          $90,254,320.50","           6,096.3","              $14,804.77","          $96,863,420.28","           6,197.7","              $15,628.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: M Norcross Stratton,00100055,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      84,      84,      77,      72,      71,      62,       0,       0,       0,       0,       0,       0,       0,       0,     450,      67,14.9,      40,8.9,      91,20.2,     141,31.3,      38,8.4,3.3,18.4,6.4,62.7,0.0,0.0,9.1,50.2,49.8,0.0,     184,17.9,        459,30.9,100.0,  14.6 to 1,69.6,96.8,100.0,"     $35,811,485","  $81,650",    438.6,      47,      47, 100.0,-,-,-,-,"          $90,254,320.50","           6,096.3","              $14,804.77","          $96,863,420.28","           6,197.7","              $15,628.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
