School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Andover: Bancroft Elementary,00090003,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      56,      83,      80,      81,      81,      88,       0,       0,       0,       0,       0,       0,       0,0.0,     469,      33,   7.0,       6,   1.3,      64,  13.6, , , , ,   1.1,   6.0,   5.1,  82.9,   0.2,   0.0,   4.7,  48.8,  51.2,32.2,100.0,111.0,100.0,  14.5 to 1,"     $33,330,496","  $76,657",    434.8,"          $76,167,674.89","           6,223.1","              $12,239.51","          $84,025,574.89","           6,335.3","              $13,263.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Doherty Middle,00090305,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     197,     178,     174,       0,       0,       0,       0,0.0,     549,      24,   4.4,       3,   0.5,     104,  18.9, , , , ,   1.5,   7.3,   2.0,  87.1,   0.0,   0.0,   2.2,  50.8,  49.2,42.9,96.5,141.0,100.0,  12.8 to 1,"     $33,330,496","  $76,657",    434.8,"          $76,167,674.89","           6,223.1","              $12,239.51","          $84,025,574.89","           6,335.3","              $13,263.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Henry C Sanborn Elementary,00090010,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      48,      56,      57,      56,      65,      73,       0,       0,       0,       0,       0,       0,       0,0.0,     355,      21,   5.9,       8,   2.3,      39,  11.0, , , , ,   0.3,   9.3,   3.4,  86.8,   0.0,   0.0,   0.3,  49.9,  50.1,23.5,100.0,84.0,100.0,  15.1 to 1,"     $33,330,496","  $76,657",    434.8,"          $76,167,674.89","           6,223.1","              $12,239.51","          $84,025,574.89","           6,335.3","              $13,263.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: High Plain Elementary,00090004,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      72,      87,      81,      99,      88,      97,       0,       0,       0,       0,       0,       0,       0,0.0,     524,      81,  15.5,      25,   4.8,      90,  17.2, , , , ,   1.0,  21.4,   5.5,  70.4,   0.2,   0.0,   1.5,  52.9,  47.1,37.4,100.0,113.0,100.0,  14.0 to 1,"     $33,330,496","  $76,657",    434.8,"          $76,167,674.89","           6,223.1","              $12,239.51","          $84,025,574.89","           6,335.3","              $13,263.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Shawsheen School,00090005,Public School,Andover,MA,01810,PK,Andover,00090000,Public School District,      74,      72,      73,      63,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     282,      12,   4.3,       0,   0.0,      83,  29.4, , , , ,   3.2,  10.6,   1.4,  83.7,   0.0,   0.0,   1.1,  56.7,  43.3,17.5,97.4,66.0,100.0,  16.1 to 1,"     $33,330,496","  $76,657",    434.8,"          $76,167,674.89","           6,223.1","              $12,239.51","          $84,025,574.89","           6,335.3","              $13,263.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: South Elementary,00090020,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      88,      79,      97,     113,      98,     101,       0,       0,       0,       0,       0,       0,       0,0.0,     576,      19,   3.3,      12,   2.1,      68,  11.8, , , , ,   0.2,   7.8,   0.9,  89.8,   0.0,   0.0,   1.4,  50.3,  49.7,33.4,99.3,122.0,100.0,  17.2 to 1,"     $33,330,496","  $76,657",    434.8,"          $76,167,674.89","           6,223.1","              $12,239.51","          $84,025,574.89","           6,335.3","              $13,263.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: West Elementary,00090025,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       4,      61,      86,      96,     137,     137,     156,       0,       0,       0,       0,       0,       0,       0,0.0,     677,      68,  10.0,       7,   1.0,      98,  14.5, , , , ,   1.3,  11.1,   3.4,  81.2,   0.0,   0.0,   3.0,  50.7,  49.3,44.3,99.3,148.0,100.0,  15.3 to 1,"     $33,330,496","  $76,657",    434.8,"          $76,167,674.89","           6,223.1","              $12,239.51","          $84,025,574.89","           6,335.3","              $13,263.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Wood Hill Middle School,00090350,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     128,     136,     139,       0,       0,       0,       0,0.0,     403,      63,  15.6,       8,   2.0,      71,  17.6, , , , ,   0.5,  18.1,   5.5,  74.4,   0.0,   0.0,   1.5,  51.1,  48.9,37.1,94.6,132.0,95.5,  10.9 to 1,"     $33,330,496","  $76,657",    434.8,"          $76,167,674.89","           6,223.1","              $12,239.51","          $84,025,574.89","           6,335.3","              $13,263.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argosy Collegiate Charter School (District): Argosy Collegiate Charter School,35090305,Charter School,Fall River,MA,02724,"06,07,08,09,10,11,12",Argosy Collegiate Charter School (District),35090000,Charter District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Arlington High,00100505,Public School,Arlington,MA,02476,"09,10,11,12",Arlington,00100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     312,     280,     304,     266,0.0,"   1,162",     116,  10.0,      11,   0.9,     176,  15.1, , , , ,   5.3,   7.6,   5.1,  79.6,   0.3,   0.2,   2.0,  48.9,  51.1,90.1,98.9,477.0,98.1,  12.9 to 1,"     $21,312,259","  $61,757",    345.1,"          $55,535,498.61","           4,837.6","              $11,479.97","          $62,138,369.51","           4,970.4","              $12,501.68",       274,95.3,0.7,0.4,0.4,2.9,0.4,"   1,162",17.0,1.5,,,,,,,,,,,267.0,267.0,100.0,236.0,     423,107.0,85.0,32.0,10.0,2.0,39.0,56.0,95.0,122.0,111.0,22.5,77.5,219.0,561.0,577.0
Arlington: Brackett,00100010,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      62,      83,      63,      77,      77,      79,       0,       0,       0,       0,       0,       0,       0,0.0,     441,      40,   9.1,       9,   2.0,      38,   8.6, , , , ,   0.7,   6.8,   3.6,  85.0,   0.0,   0.0,   3.9,  54.9,  45.1,27.8,96.4,109.0,95.4,  15.9 to 1,"     $21,312,259","  $61,757",    345.1,"          $55,535,498.61","           4,837.6","              $11,479.97","          $62,138,369.51","           4,970.4","              $12,501.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Cyrus E Dallin,00100025,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      73,      73,      69,      66,      66,      54,       0,       0,       0,       0,       0,       0,       0,0.0,     401,      19,   4.7,       5,   1.2,      49,  12.2, , , , ,   2.2,   8.5,   3.5,  80.3,   0.0,   0.0,   5.5,  48.1,  51.9,27.3,100.0,105.0,100.0,  14.7 to 1,"     $21,312,259","  $61,757",    345.1,"          $55,535,498.61","           4,837.6","              $11,479.97","          $62,138,369.51","           4,970.4","              $12,501.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Gibbs School,00100305,Public School,Arlington,MA,02474,6,Arlington,00100000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $21,312,259","  $61,757",    345.1,"          $55,535,498.61","           4,837.6","              $11,479.97","          $62,138,369.51","           4,970.4","              $12,501.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Hardy,00100030,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      69,      59,      65,      60,      45,      53,       0,       0,       0,       0,       0,       0,       0,0.0,     351,      72,  20.5,      43,  12.3,      38,  10.8, , , , ,   3.1,  19.7,   5.4,  68.7,   0.0,   0.3,   2.8,  49.0,  51.0,23.1,100.0,83.0,100.0,  15.2 to 1,"     $21,312,259","  $61,757",    345.1,"          $55,535,498.61","           4,837.6","              $11,479.97","          $62,138,369.51","           4,970.4","              $12,501.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: John A Bishop,00100005,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      53,      75,      67,      64,      42,      55,       0,       0,       0,       0,       0,       0,       0,0.0,     356,      33,   9.3,      10,   2.8,      27,   7.6, , , , ,   4.5,   8.7,   4.2,  80.9,   0.0,   0.0,   1.7,  49.4,  50.6,24.3,100.0,98.0,100.0,  14.7 to 1,"     $21,312,259","  $61,757",    345.1,"          $55,535,498.61","           4,837.6","              $11,479.97","          $62,138,369.51","           4,970.4","              $12,501.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: M Norcross Stratton,00100055,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      75,      62,      47,      51,      55,      40,       0,       0,       0,       0,       0,       0,       0,0.0,     330,      24,   7.3,      10,   3.0,      55,  16.7, , , , ,   2.1,   8.2,   3.3,  81.8,   0.0,   0.0,   4.5,  53.9,  46.1,26.0,100.0,94.0,100.0,  12.7 to 1,"     $21,312,259","  $61,757",    345.1,"          $55,535,498.61","           4,837.6","              $11,479.97","          $62,138,369.51","           4,970.4","              $12,501.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Menotomy Preschool,00100038,Public School,Arlington,MA,02476,PK,Arlington,00100000,Public School District,      59,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,      59,       4,   6.8,       0,   0.0,      23,  39.0, , , , ,   8.5,  10.2,   8.5,  71.2,   0.0,   0.0,   1.7,  50.8,  49.2,6.0,100.0,25.0,100.0,   9.8 to 1,"     $21,312,259","  $61,757",    345.1,"          $55,535,498.61","           4,837.6","              $11,479.97","          $62,138,369.51","           4,970.4","              $12,501.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Ottoson Middle,00100410,Public School,Arlington,MA,02476,"07,08",Arlington,00100000,Public School District,       0,       0,       0,       0,       0,       0,       0,     359,     367,     334,       0,       0,       0,       0,0.0,"   1,060",     115,  10.8,      30,   2.8,     176,  16.6, , , , ,   3.8,   7.6,   5.5,  80.9,   0.1,   0.0,   2.1,  49.6,  50.4,79.9,98.7,352.0,100.0,  13.3 to 1,"     $21,312,259","  $61,757",    345.1,"          $55,535,498.61","           4,837.6","              $11,479.97","          $62,138,369.51","           4,970.4","              $12,501.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Peirce,00100045,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      39,      47,      37,      42,      36,      36,       0,       0,       0,       0,       0,       0,       0,0.0,     237,      36,  15.2,      21,   8.9,      30,  12.7, , , , ,   4.6,   8.0,   9.3,  72.6,   0.0,   0.4,   5.1,  49.4,  50.6,19.1,100.0,67.0,100.0,  12.4 to 1,"     $21,312,259","  $61,757",    345.1,"          $55,535,498.61","           4,837.6","              $11,479.97","          $62,138,369.51","           4,970.4","              $12,501.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Thompson,00100050,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      63,      47,      55,      58,      51,      42,       0,       0,       0,       0,       0,       0,       0,0.0,     316,      87,  27.5,      53,  16.8,      37,  11.7, , , , ,   3.5,  19.6,   8.2,  65.2,   0.0,   0.3,   3.2,  47.2,  52.8,21.6,100.0,88.0,100.0,  14.6 to 1,"     $21,312,259","  $61,757",    345.1,"          $55,535,498.61","           4,837.6","              $11,479.97","          $62,138,369.51","           4,970.4","              $12,501.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Briggs Elementary,06100025,Public School,Ashburnham,MA,01430,"PK,K,01,02,03,04,05",Ashburnham-Westminster,06100000,Public School District,       0,      76,      70,      73,      62,      84,      80,       0,       0,       0,       0,       0,       0,       0,0.0,     445,       2,   0.4,       2,   0.4,      83,  18.7, , , , ,   0.2,   0.9,   2.2,  95.3,   0.0,   0.0,   1.3,  49.9,  50.1,30.6,100.0,108.0,95.4,  14.5 to 1,"     $10,299,047","  $69,354",    148.5,"          $25,157,101.28","           2,377.6","              $10,580.88","          $28,288,149.55","           2,479.2","              $11,410.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Meetinghouse School,06100010,Public School,Westminster,MA,01473,"PK,K,01",Ashburnham-Westminster,06100000,Public School District,      46,      64,     110,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     220,       1,   0.5,       1,   0.5,      51,  23.2, , , , ,   0.5,   3.6,   3.6,  91.8,   0.0,   0.0,   0.5,  56.4,  43.6,12.4,100.0,50.0,80.0,  17.8 to 1,"     $10,299,047","  $69,354",    148.5,"          $25,157,101.28","           2,377.6","              $10,580.88","          $28,288,149.55","           2,479.2","              $11,410.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Oakmont Regional High School,06100505,Public School,Ashburnham,MA,01430,"09,10,11,12",Ashburnham-Westminster,06100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     184,     203,     177,     174,10.0,     748,       4,   0.5,       4,   0.5,      92,  12.3, , , , ,   1.2,   1.2,   3.5,  92.2,   0.1,   0.1,   1.6,  52.1,  47.9,46.1,97.5,104.0,99.0,  16.2 to 1,"     $10,299,047","  $69,354",    148.5,"          $25,157,101.28","           2,377.6","              $10,580.88","          $28,288,149.55","           2,479.2","              $11,410.19",       182,92.3,2.7,0.0,0.5,4.4,0.0,     738,10.0,1.4,,,,,,,,,,,169.0,109.0,64.5,91.0,     144,65.0,9.0,9.0,7.0,1.0,5.0,24.0,40.0,39.0,36.0,20.1,79.9,124.0,521.0,550.0
Ashburnham-Westminster: Overlook Middle School,06100305,Public School,Ashburnham,MA,01430,"06,07,08",Ashburnham-Westminster,06100000,Public School District,       0,       0,       0,       0,       0,       0,       0,     196,     195,     174,       0,       0,       0,       0,0.0,     565,       4,   0.7,       4,   0.7,      93,  16.5, , , , ,   0.9,   0.7,   5.7,  90.3,   0.4,   0.0,   2.1,  49.6,  50.4,37.3,100.0,114.0,100.0,  15.2 to 1,"     $10,299,047","  $69,354",    148.5,"          $25,157,101.28","           2,377.6","              $10,580.88","          $28,288,149.55","           2,479.2","              $11,410.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Westminster Elementary,06100005,Public School,Westminster,MA,01473,"02,03,04,05",Ashburnham-Westminster,06100000,Public School District,       0,       0,       0,      99,      92,     112,     107,       0,       0,       0,       0,       0,       0,       0,0.0,     410,       4,   1.0,       4,   1.0,      86,  21.0, , , , ,   0.5,   1.7,   3.2,  92.7,   0.0,   0.0,   2.0,  51.7,  48.3,22.1,100.0,89.0,100.0,  18.5 to 1,"     $10,299,047","  $69,354",    148.5,"          $25,157,101.28","           2,377.6","              $10,580.88","          $28,288,149.55","           2,479.2","              $11,410.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland: Ashland High,00140505,Public School,Ashland,MA,01721,"09,10,11,12",Ashland,00140000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     190,     192,     168,     173,0.0,     723,      29,   4.0,       8,   1.1,      76,  10.5, , , , ,   2.4,   3.6,   4.0,  89.3,   0.0,   0.0,   0.7,  49.7,  50.3,49.2,100.0,216.0,100.0,  14.7 to 1,"     $11,600,309","  $73,004",    158.9,"          $29,259,968.17","           2,642.8","              $11,071.58","          $31,648,872.78","           2,741.0","              $11,546.47",       173,97.7,0.6,0.0,0.0,1.2,0.6,     723,4.0,0.6,,,,,,,,,,,169.0,156.0,92.3,140.0,     267,64.0,41.0,22.0,10.0,3.0,14.0,22.0,65.0,84.0,82.0,13.5,86.5,136.0,532.0,556.0
Ashland: Ashland Middle,00140405,Public School,Ashland,MA,01721,"06,07,08",Ashland,00140000,Public School District,       0,       0,       0,       0,       0,       0,       0,     214,     173,     209,       0,       0,       0,       0,0.0,     596,      49,   8.2,      14,   2.3,     102,  17.1, , , , ,   4.5,   4.4,   6.9,  82.4,   0.0,   0.0,   1.8,  52.9,  47.1,39.1,100.0,178.0,100.0,  15.2 to 1,"     $11,600,309","  $73,004",    158.9,"          $29,259,968.17","           2,642.8","              $11,071.58","          $31,648,872.78","           2,741.0","              $11,546.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland: David Mindess,00140015,Public School,Ashland,MA,01721,"03,04,05",Ashland,00140000,Public School District,       0,       0,       0,       0,     199,     191,     206,       0,       0,       0,       0,       0,       0,       0,0.0,     596,      47,   7.9,      11,   1.8,      92,  15.4, , , , ,   2.3,   9.1,   5.4,  81.7,   0.0,   0.0,   1.5,  49.5,  50.5,33.7,100.0,141.0,100.0,  17.7 to 1,"     $11,600,309","  $73,004",    158.9,"          $29,259,968.17","           2,642.8","              $11,071.58","          $31,648,872.78","           2,741.0","              $11,546.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland: Henry E Warren Elementary,00140010,Public School,Ashland,MA,01721,"K,01,02",Ashland,00140000,Public School District,     120,       0,     203,     211,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     534,      61,  11.4,      20,   3.7,      62,  11.6, , , , ,   1.3,  12.0,   8.1,  76.0,   0.4,   0.0,   2.2,  50.7,  49.3,27.5,100.0,134.0,100.0,  19.4 to 1,"     $11,600,309","  $73,004",    158.9,"          $29,259,968.17","           2,642.8","              $11,071.58","          $31,648,872.78","           2,741.0","              $11,546.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland: William Pittaway Elementary,00140005,Public School,Ashland,MA,01721,PK,Ashland,00140000,Public School District,       0,     191,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     191,      29,  15.2,      14,   7.3,       9,   4.7, , , , ,   2.1,  10.5,   7.3,  77.0,   0.0,   0.0,   3.1,  46.1,  53.9,9.3,100.0,35.0,100.0,  20.4 to 1,"     $11,600,309","  $73,004",    158.9,"          $29,259,968.17","           2,642.8","              $11,071.58","          $31,648,872.78","           2,741.0","              $11,546.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
