School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Non-Binary,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Percent Teaching In-Field,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Part. Rate % ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Part. Rate % MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH
Agawam: James Clark School,00050030,Public School,Agawam,MA,01001,"K,01,02,03,04",Agawam,00050000,Public School District,       0,      48,      49,      60,      56,      56,       0,       0,       0,       0,       0,       0,       0,       0,       0,     269,      41,  15.2,      24,   8.9,      51,  19.0, , ,     124,  46.1,      89,  33.1,2.6,5.9,10.4,77.3,0.0,0.0,3.7,51.3,48.7,0.0,     205,12.6,        264,26.8,100.0,10.0,100.0,100.0,100.0,"     $26,272,816","  $85,887",    305.9,      40,      37,  92.5,   5.4,  94.6,   0.0,   0.0,"          $65,524,542.84","           3,462.6","              $18,923.51","          $71,447,853.84","           3,628.7","              $19,689.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          58,56.0,          13,13.0,          45,43.0,          40,38.0,           6,6.0,         104,100.0,503.0,,,          30,29.0,           5,5.0,          25,24.0,          50,48.0,          24,23.0,         104,100.0,488.0,,
Agawam: Roberta G. Doering School,00050303,Public School,Agawam,MA,01001,"05,06,07,08",Agawam,00050000,Public School District,       0,       0,       0,       0,       0,       0,     254,     272,       1,       0,       0,       0,       0,       0,       0,     527,      85,  16.1,      21,   4.0,     101,  19.2, , ,     266,  50.5,     197,  37.4,2.1,3.0,11.4,80.6,0.0,0.0,2.8,56.2,43.8,0.0,     417,15.9,        510,47.0,100.0,11.2,90.4,97.9,95.8,"     $26,272,816","  $85,887",    305.9,      57,      55,  96.5,   3.6,  96.4,   0.0,   0.0,"          $65,524,542.84","           3,462.6","              $18,923.51","          $71,447,853.84","           3,628.7","              $19,689.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         200,46.0,          21,5.0,         179,41.0,         181,41.0,          58,13.0,         439,88.0,497.0,35.0,         415,         162,37.0,          16,4.0,         146,34.0,         214,49.0,          58,13.0,         434,87.0,493.0,28.0,         412
Agawam: Robinson Park,00050025,Public School,Agawam,MA,01001,"K,01,02,03,04",Agawam,00050000,Public School District,       0,      72,      81,      85,      64,      75,       0,       0,       0,       0,       0,       0,       0,       0,       0,     377,      51,  13.5,      45,  11.9,      44,  11.7, , ,     189,  50.1,     151,  40.1,2.9,2.4,13.8,76.1,0.0,0.0,4.8,50.7,49.3,0.0,     274,14.2,        370,31.7,100.0,11.9,95.3,100.0,100.0,"     $26,272,816","  $85,887",    305.9,      45,      42,  93.3,  21.4,  78.6,   0.0,   0.0,"          $65,524,542.84","           3,462.6","              $18,923.51","          $71,447,853.84","           3,628.7","              $19,689.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          54,45.0,           7,6.0,          47,39.0,          54,45.0,          12,10.0,         120,93.0,498.0,,,          32,27.0,           8,7.0,          24,20.0,          57,48.0,          31,26.0,         120,93.0,486.0,,
Alma del Mar Charter School (District): Alma del Mar Charter School,04090205,Charter School,New Bedford,MA,02746,"K,01,02,03,04,05,06,07,08",Alma del Mar Charter School (District),04090000,Charter District,       0,     100,     103,     102,     103,      52,      49,     146,      94,      48,       0,       0,       0,       0,       0,     797,     349,  43.8,     248,  31.1,     138,  17.3, , ,     650,  81.6,     523,  65.6,13.7,0.1,60.5,20.7,0.8,0.0,4.3,45.4,54.6,0.0,     236,24.1,        791,63.0,77.8,12.7,30.2,87.3,41.3,"      $4,016,617","  $63,754",     63.0,,,,,,,,"          $13,129,188.00",             787.7,"              $16,667.96","          $13,129,188.00",             787.7,"              $16,667.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         208,43.0,          23,5.0,         185,38.0,         202,42.0,          74,15.0,         484,99.0,494.0,31.0,         307,         106,22.0,           6,1.0,         100,21.0,         255,53.0,         123,25.0,         484,99.0,483.0,15.0,         307
Amesbury: Amesbury Elementary,00070005,Public School,Amesbury,MA,01913,"PK,K,01,02,03,04",Amesbury,00070000,Public School District,      14,      67,      54,      68,      47,      75,       0,       0,       0,       0,       0,       0,       0,       0,       0,     325,       4,   1.2,       2,   0.6,      69,  21.2, , ,     140,  43.1,      93,  28.6,2.5,1.2,8.0,83.7,0.0,0.0,4.6,59.7,40.3,0.0,     144,17.7,        302,23.5,100.0,13.8,91.5,100.0,100.0,"     $13,799,456","  $86,626",    159.3,      33,      29,  87.9,  13.8,  82.8,   3.4,   0.0,"          $35,301,080.55","           1,861.9","              $18,959.71","          $40,504,954.06","           2,037.1","              $19,883.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          52,54.0,           9,9.0,          43,44.0,          29,30.0,          16,16.0,          97,98.0,500.0,,,          37,39.0,           3,3.0,          34,36.0,          38,40.0,          20,21.0,          95,96.0,494.0,,
Amesbury: Amesbury High,00070505,Public School,Amesbury,MA,01913,"09,10,11,12",Amesbury,00070000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     132,     118,     123,     140,       8,     521,      24,   4.6,       9,   1.7,      80,  15.4, , ,     156,  29.9,     109,  20.9,2.7,1.2,8.4,83.5,0.0,0.0,4.2,50.3,49.7,0.0,     353,14.3,        518,43.0,100.0,12.1,86.0,95.3,100.0,"     $13,799,456","  $86,626",    159.3,      53,      48,  90.6,-,-,-,-,"          $35,301,080.55","           1,861.9","              $18,959.71","          $40,504,954.06","           2,037.1","              $19,883.64",141.0,93.6,2.8,0.0,0.7,2.8,0.0,     513,6.0,1.2,135.0,86.0,63.7,0.0,19.3,16.3,28.1,14.1,3.0,11.9,47.400000000000006,135.0,135.0,100.0,      84,     126,43.0,40.0,1.0,0.0,0.0,18.0,34.0,46.0,19.0,9.0,41.3,58.7,45.0,596.0,570.0,         259,         196,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amesbury: Amesbury Innovation High School,00070515,Public School,Amesbury,MA,01913,"09,10,11,12",Amesbury,00070000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       4,       8,      13,      17,       0,      42,       0,   0.0,       0,   0.0,      23,  54.8, , ,      31,  73.8,      23,  54.8,0.0,0.0,7.1,85.7,0.0,0.0,7.1,54.8,42.9,2.4,      31,7.7,         43,4.5,100.0,9.3,77.8,77.8,85.7,"     $13,799,456","  $86,626",    159.3,       8,       7,  87.5,-,-,-,-,"          $35,301,080.55","           1,861.9","              $18,959.71","          $40,504,954.06","           2,037.1","              $19,883.64",14.0,85.7,0.0,0.0,0.0,14.3,0.0,      42,4.0,9.5,14.0,,,,,,,,,,,14.0,14.0,100.0,,,,,,,,,,,,,,,,,,          32,           0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amesbury: Amesbury Middle,00070013,Public School,Amesbury,MA,01913,"05,06,07,08",Amesbury,00070000,Public School District,       0,       0,       0,       0,       0,       0,     157,     166,     155,     147,       0,       0,       0,       0,       0,     625,      25,   4.0,      11,   1.8,     139,  22.2, , ,     267,  42.7,     180,  28.8,1.9,1.8,10.1,81.3,0.3,0.2,4.5,53.0,47.0,0.0,     411,14.2,        625,57.8,98.3,10.8,87.9,93.1,98.3,"     $13,799,456","  $86,626",    159.3,      66,       0,   0.0,-,-,-,-,"          $35,301,080.55","           1,861.9","              $18,959.71","          $40,504,954.06","           2,037.1","              $19,883.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         261,46.0,          45,8.0,         216,38.0,         215,38.0,          91,16.0,         567,94.0,496.0,36.0,         545,         171,30.0,          12,2.0,         159,28.0,         285,51.0,         106,19.0,         562,93.0,489.0,31.0,         539
Amesbury: Charles C Cashman Elementary,00070010,Public School,Amesbury,MA,01913,"PK,K,01,02,03,04",Amesbury,00070000,Public School District,      11,      67,      68,      48,      78,      67,       0,       0,       0,       0,       0,       0,       0,       0,       0,     339,      21,   6.2,      16,   4.7,      71,  20.9, , ,     162,  47.8,     119,  35.1,1.8,0.3,13.9,80.5,0.3,0.3,2.9,50.4,49.6,0.0,     176,18.2,        384,30.5,100.0,11.1,86.9,96.7,100.0,"     $13,799,456","  $86,626",    159.3,      39,      35,  89.7,   5.7,  94.3,   0.0,   0.0,"          $35,301,080.55","           1,861.9","              $18,959.71","          $40,504,954.06","           2,037.1","              $19,883.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          70,54.0,          13,10.0,          57,44.0,          46,35.0,          14,11.0,         130,97.0,502.0,,,          41,32.0,           2,2.0,          39,30.0,          58,45.0,          30,23.0,         129,96.0,490.0,,
Amherst: Crocker Farm Elementary,00080009,Public School,Amherst,MA,01002,"PK,K,01,02,03,04,05,06",Amherst,00080000,Public School District,      32,      48,      31,      54,      41,      43,      56,      50,       0,       0,       0,       0,       0,       0,       0,     355,     109,  30.7,      59,  16.6,      84,  23.7, , ,     179,  50.4,     106,  29.9,9.6,13.2,19.7,50.4,0.6,0.3,6.2,51.5,47.6,0.8,     138,14.3,        352,40.3,100.0,8.8,93.8,100.0,98.0,"      $9,694,674","  $83,719",    115.8,      58,      57,  98.3,  19.3,  78.9,   1.8,   0.0,"          $27,677,146.00","           1,017.0","              $27,214.50","          $29,901,899.50","           1,135.0","              $26,345.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          52,60.0,           6,7.0,          46,53.0,          21,24.0,          14,16.0,          87,56.0,500.0,40.0,          38,          39,44.0,           3,3.0,          36,40.0,          36,40.0,          14,16.0,          89,56.0,495.0,42.0,          41
Amherst: Fort River Elementary,00080020,Public School,Amherst,MA,01002,"K,01,02,03,04,05,06",Amherst,00080000,Public School District,       0,      35,      53,      41,      32,      60,      45,      40,       0,       0,       0,       0,       0,       0,       0,     306,      90,  29.4,      38,  12.4,      76,  24.8, , ,     155,  50.7,     113,  36.9,5.6,11.8,29.1,45.8,0.3,0.3,7.2,50.7,49.3,0.0,     122,13.8,        289,36.7,100.0,8.3,87.7,91.8,100.0,"      $9,694,674","  $83,719",    115.8,      50,      50, 100.0,   2.0,  96.0,   2.0,   0.0,"          $27,677,146.00","           1,017.0","              $27,214.50","          $29,901,899.50","           1,135.0","              $26,345.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          51,53.0,          15,15.0,          36,37.0,          37,38.0,           9,9.0,          97,62.0,504.0,40.0,          39,          46,48.0,           9,9.0,          37,39.0,          23,24.0,          26,27.0,          95,61.0,493.0,35.0,          39
Amherst: Wildwood Elementary,00080050,Public School,Amherst,MA,01002,"K,01,02,03,04,05,06",Amherst,00080000,Public School District,       0,      44,      50,      51,      59,      54,      60,      50,       0,       0,       0,       0,       0,       0,       0,     368,     101,  27.4,      39,  10.6,      65,  17.7, , ,     182,  49.5,     129,  35.1,14.1,10.6,18.5,49.5,0.5,0.0,6.8,51.6,48.4,0.0,     132,17.3,        373,38.9,100.0,9.5,89.7,97.4,100.0,"      $9,694,674","  $83,719",    115.8,      50,      50, 100.0,   8.0,  90.0,   2.0,   0.0,"          $27,677,146.00","           1,017.0","              $27,214.50","          $29,901,899.50","           1,135.0","              $26,345.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          81,63.0,          21,16.0,          60,47.0,          36,28.0,          11,9.0,         128,64.0,506.0,43.0,          62,          47,37.0,           3,2.0,          44,35.0,          52,41.0,          27,21.0,         126,62.0,492.0,32.0,          60
Amherst-Pelham: Amherst Regional High,06050505,Public School,Amherst,MA,01002,"09,10,11,12",Amherst-Pelham,06050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     212,     206,     220,     224,       8,     870,     173,  19.9,      68,   7.8,     177,  20.3, , ,     357,  41.0,     247,  28.4,8.3,9.0,17.2,55.9,0.0,0.0,9.7,50.2,49.4,0.3,     568,11.1,        863,70.4,100.0,12.4,90.3,98.6,97.6,"      $9,704,310","  $84,020",    115.5,     100,     100, 100.0,  25.0,  75.0,   0.0,   0.0,"          $30,919,410.00","           1,278.0","              $24,193.59","          $35,197,652.00","           1,433.4","              $24,555.36",229.0,92.1,4.8,0.4,0.9,1.7,0.0,     862,9.0,1.0,220.0,146.0,66.4,0.0,34.1,15.0,17.3,15.0,2.3,9.1,51.400000000000006,220.0,24.0,10.9,     116,     178,64.0,43.0,8.0,1.0,0.0,5.0,22.0,37.0,65.0,49.0,15.2,84.8,41.0,656.0,669.0,         447,         291,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amherst-Pelham: Amherst Regional Middle School,06050405,Public School,Amherst,MA,01002,"07,08",Amherst-Pelham,06050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     210,     203,       0,       0,       0,       0,       0,     413,      82,  19.9,      27,   6.5,      98,  23.7, , ,     196,  47.5,     134,  32.4,7.7,9.7,20.3,53.3,0.0,0.0,9.0,52.3,47.7,0.0,     427,15.0,        417,45.1,98.2,9.2,91.6,93.4,85.2,"      $9,704,310","  $84,020",    115.5,      60,      60, 100.0,  11.7,  81.7,   6.7,   0.0,"          $30,919,410.00","           1,278.0","              $24,193.59","          $35,197,652.00","           1,433.4","              $24,555.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          61,65.0,          10,11.0,          51,54.0,          20,21.0,          13,14.0,          94,24.0,507.0,45.0,          79,          58,54.0,          11,10.0,          47,44.0,          35,33.0,          14,13.0,         107,26.0,504.0,33.0,          91
Andover: Andover High,00090505,Public School,Andover,MA,01810,"09,10,11,12",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     437,     437,     408,     446,      28,"   1,756",     249,  14.2,      12,   0.7,     299,  17.0, , ,     445,  25.3,     194,  11.0,2.6,19.4,7.2,68.2,0.2,0.0,2.4,46.5,53.4,0.2,"   1,760",8.6,"      1,747",132.8,99.2,13.2,90.1,96.9,95.8,"     $45,752,152","  $94,627",    483.5,     172,     166,  96.5,  16.9,  80.7,   1.8,   0.6,"         $111,233,153.00","           5,587.9","              $19,906.07","         $119,204,481.00","           5,692.3","              $20,941.36",452.0,98.0,1.3,0.0,0.4,0.2,0.0,"   1,728",4.0,0.2,442.0,385.0,87.1,0.0,42.8,4.5,39.8,3.2,3.4,13.8,82.6,442.0,442.0,100.0,     495,     986,207.0,157.0,75.0,42.0,14.0,70.0,182.0,272.0,289.0,173.0,25.6,74.4,454.0,607.0,611.0,         853,         694,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Andover West Middle,00090310,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     182,     187,     175,       0,       0,       0,       0,       0,     544,      91,  16.7,      10,   1.8,     116,  21.3, , ,     189,  34.7,      72,  13.2,4.0,17.5,8.5,67.6,0.0,0.0,2.4,51.7,48.3,0.0,     347,15.7,        543,53.5,100.0,10.2,91.4,98.0,95.2,"     $45,752,152","  $94,627",    483.5,      69,      66,  95.7,  28.8,  68.2,   3.0,   0.0,"         $111,233,153.00","           5,587.9","              $19,906.07","         $119,204,481.00","           5,692.3","              $20,941.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         297,56.0,          80,15.0,         217,41.0,         178,34.0,          54,10.0,         529,99.0,504.0,36.0,         479,         330,62.0,          92,17.0,         238,45.0,         154,29.0,          47,9.0,         531,100.0,507.0,43.0,         481
Andover: Bancroft Elementary,00090003,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      65,      80,      92,      97,      90,      99,       0,       0,       0,       0,       0,       0,       0,       0,     523,      66,  12.6,       9,   1.7,      98,  18.7, , ,     140,  26.8,      44,   8.4,1.3,8.4,7.5,76.3,0.0,0.0,6.5,52.0,48.0,0.0,     192,18.9,        527,46.7,100.0,11.2,97.4,99.5,98.1,"     $45,752,152","  $94,627",    483.5,      63,      58,  92.1,  22.4,  75.9,   1.7,   0.0,"         $111,233,153.00","           5,587.9","              $19,906.07","         $119,204,481.00","           5,692.3","              $20,941.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         187,67.0,          37,13.0,         150,54.0,          84,30.0,           9,3.0,         280,99.0,507.0,45.0,          93,         131,47.0,          20,7.0,         111,40.0,         120,43.0,          29,10.0,         280,99.0,497.0,44.0,          94
Andover: Doherty Middle,00090305,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     152,     142,     170,       0,       0,       0,       0,       0,     464,      52,  11.2,       5,   1.1,      91,  19.6, , ,     128,  27.6,      37,   8.0,1.3,11.0,7.8,76.3,0.2,0.2,3.2,50.0,50.0,0.0,     310,16.1,        472,48.3,100.0,9.6,90.6,99.1,98.2,"     $45,752,152","  $94,627",    483.5,      63,      60,  95.2,  23.3,  75.0,   1.7,   0.0,"         $111,233,153.00","           5,587.9","              $19,906.07","         $119,204,481.00","           5,692.3","              $20,941.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         275,61.0,          61,14.0,         214,48.0,         137,31.0,          37,8.0,         449,98.0,506.0,44.0,         436,         229,51.0,          42,9.0,         187,42.0,         182,41.0,          38,8.0,         449,98.0,501.0,40.0,         436
Andover: Henry C Sanborn Elementary,00090010,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      38,      43,      60,      58,      62,      72,       0,       0,       0,       0,       0,       0,       0,       0,     333,      65,  19.5,      22,   6.6,      43,  12.9, , ,      97,  29.1,      34,  10.2,2.7,22.2,7.5,63.1,0.0,0.0,4.5,50.8,49.2,0.0,     123,18.8,        335,26.6,100.0,12.5,92.5,96.2,96.7,"     $45,752,152","  $94,627",    483.5,      41,      40,  97.6,  22.5,  77.5,   0.0,   0.0,"         $111,233,153.00","           5,587.9","              $19,906.07","         $119,204,481.00","           5,692.3","              $20,941.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         124,67.0,          30,16.0,          94,51.0,          56,30.0,           6,3.0,         186,98.0,509.0,29.0,          67,         115,62.0,          26,14.0,          89,48.0,          65,35.0,           6,3.0,         186,98.0,507.0,36.0,          67
Andover: High Plain Elementary,00090004,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      70,      76,     106,      87,      87,      91,       0,       0,       0,       0,       0,       0,       0,       0,     517,     155,  30.0,      63,  12.2,      79,  15.3, , ,     189,  36.6,      48,   9.3,4.4,30.6,10.1,49.9,0.0,0.2,4.8,54.0,46.0,0.0,     178,20.3,        527,43.9,100.0,11.8,95.4,100.0,96.1,"     $45,752,152","  $94,627",    483.5,      66,      60,  90.9,  61.7,  38.3,   0.0,   0.0,"         $111,233,153.00","           5,587.9","              $19,906.07","         $119,204,481.00","           5,692.3","              $20,941.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         199,78.0,          72,28.0,         127,50.0,          49,19.0,           7,3.0,         255,100.0,517.0,59.0,          79,         175,69.0,          40,16.0,         135,53.0,          66,26.0,          14,5.0,         255,100.0,510.0,60.0,          79
