School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,Ach. PCTL ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH,Ach. PCTL MATH,Overall Classification,Reason for Classification,Accountability Percentile (1-99),Overall Improvement Toward Improvement Targets (%)
Agawam: Clifford M Granger,00050010,Public School,Feeding Hills,MA,01030,"K,01,02,03,04",Agawam,00050000,Public School District,       0,      36,      64,      44,      69,      67,       0,       0,       0,       0,       0,       0,       0,       0,       0,     280,      27,9.6,      23,8.2,      57,20.4,     134,47.9,      96,34.3,1.1,0.7,12.5,81.8,0.0,0.4,3.6,48.9,51.1,     139,22.0,        285,20.3,100.0,  13.8 to 1,93.6,100.0,"     $24,109,895","  $74,116",    325.0,29.0,29.0,100.0,   6.9,  93.1,   0.0,   0.0,"          $61,066,265.11","           3,840.0","              $15,902.67","          $66,245,259.79","           3,955.6","              $16,747.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          64,49.0,          16,12.0,          48,37.0,          61,47.0,           6,5.0,         131,502.7,62.3,          64,53.0,          65,50.0,          14,11.0,          51,39.0,          58,44.0,           8,6.0,         131,500.1,55.3,          64,54.0,Not requiring assistance or intervention,Partially meeting targets,61.0,63.0
Agawam: James Clark School,00050030,Public School,Agawam,MA,01001,"K,01,02,03,04",Agawam,00050000,Public School District,       0,      57,      68,      71,      64,      80,       0,       0,       0,       0,       0,       0,       0,       0,       0,     340,      52,15.3,      36,10.6,      56,16.5,     147,43.2,     108,31.8,3.5,3.5,10.9,79.7,0.0,0.0,2.4,53.2,46.8,     182,19.5,        335,28.1,100.0,  12.1 to 1,94.3,96.4,"     $24,109,895","  $74,116",    325.0,38.0,38.0,100.0,-,-,-,-,"          $61,066,265.11","           3,840.0","              $15,902.67","          $66,245,259.79","           3,955.6","              $16,747.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          83,60.0,          10,7.0,          73,53.0,          42,30.0,          14,10.0,         139,502.4,43.8,          76,52.0,          89,64.0,          18,13.0,          71,51.0,          33,24.0,          17,12.0,         139,503.0,49.2,          76,66.0,Not requiring assistance or intervention,Meeting targets,55.0,86.0
Agawam: Roberta G. Doering School,00050303,Public School,Agawam,MA,01001,"05,06,07,08",Agawam,00050000,Public School District,       0,       0,       0,       0,       0,       0,     271,     300,       0,       1,       0,       0,       0,       0,       0,     572,      71,12.4,      24,4.2,      91,15.9,     268,46.9,     204,35.7,3.3,3.3,5.6,85.1,0.0,0.0,2.6,52.6,47.4,     435,17.4,        581,47.1,100.0,  12.1 to 1,93.6,96.8,"     $24,109,895","  $74,116",    325.0,60.0,60.0,100.0,  15.0,  85.0,   0.0,   0.0,"          $61,066,265.11","           3,840.0","              $15,902.67","          $66,245,259.79","           3,955.6","              $16,747.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         307,55.0,          26,5.0,         281,51.0,         208,37.0,          41,7.0,         556,501.0,46.1,         534,46.0,         311,56.0,          24,4.0,         287,52.0,         205,37.0,          39,7.0,         555,501.4,49.2,         535,59.0,Not requiring assistance or intervention,Partially meeting targets,44.0,47.0
Agawam: Robinson Park,00050025,Public School,Agawam,MA,01001,"K,01,02,03,04",Agawam,00050000,Public School District,       0,      72,      80,      78,      61,      82,       0,       0,       0,       0,       0,       0,       0,       0,       0,     373,      57,15.3,      54,14.5,      49,13.1,     195,52.3,     152,40.8,4.0,3.5,10.7,78.0,0.0,0.0,3.8,49.3,50.7,     231,16.7,        365,30.8,100.0,  12.1 to 1,91.9,98.4,"     $24,109,895","  $74,116",    325.0,41.0,41.0,100.0,  14.6,  85.4,   0.0,   0.0,"          $61,066,265.11","           3,840.0","              $15,902.67","          $66,245,259.79","           3,955.6","              $16,747.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          85,62.0,          16,12.0,          69,50.0,          45,33.0,           7,5.0,         137,504.6,53.0,          78,62.0,          85,62.0,          17,12.0,          68,50.0,          45,33.0,           7,5.0,         137,505.8,58.8,          78,76.0,Not requiring assistance or intervention,Meeting targets,75.0,94.0
Alma del Mar Charter School (District): Alma del Mar Charter School,04090205,Charter School,New Bedford,MA,02746,"K,01,02,03,04,05,06,07,08",Alma del Mar Charter School (District),04090000,Charter District,       0,      50,      49,      46,      47,      46,      46,      46,      44,      39,       0,       0,       0,       0,       0,     413,      96,23.2,      91,22.0,      65,15.7,     299,72.4,     241,58.4,12.8,0.5,50.8,29.3,0.7,0.0,5.8,45.5,54.5,     131,19.0,        398,35.0,62.9,  11.8 to 1,54.3,97.1,,,,,,,,,,,"           $6,596,129.50",             408.1,"              $16,163.81","           $6,596,129.50",             408.1,"              $16,163.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         129,50.0,          18,7.0,         111,43.0,         111,43.0,          17,7.0,         257,501.0,47.2,         201,46.0,         138,54.0,          12,5.0,         126,49.0,         108,42.0,          11,4.0,         257,500.8,48.5,         200,56.0,Not requiring assistance or intervention,Partially meeting targets,38.0,47.0
Amesbury: Amesbury Elementary,00070005,Public School,Amesbury,MA,01913,"PK,K,01,02,03,04",Amesbury,00070000,Public School District,      25,      74,      65,      73,      86,      72,       0,       0,       0,       0,       0,       0,       0,       0,       0,     395,       0,0.0,       0,0.0,      69,17.5,     142,35.9,      92,23.3,2.0,0.8,7.3,84.3,0.3,0.3,5.1,55.9,44.1,     161,19.6,        400,28.4,100.0,  13.9 to 1,90.1,100.0,"     $12,882,002","  $76,770",    168.0,35.0,33.0,94.3,  48.5,  51.5,   0.0,   0.0,"          $33,209,080.50","           2,122.6","              $15,645.47","          $37,327,984.50","           2,268.4","              $16,455.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         100,64.0,          24,15.0,          76,48.0,          48,31.0,           9,6.0,         157,507.9,51.2,          70,74.0,          97,62.0,          24,15.0,          73,46.0,          42,27.0,          18,11.0,         157,504.1,42.9,          70,69.0,Not requiring assistance or intervention,Partially meeting targets,62.0,70.0
Amesbury: Amesbury High,00070505,Public School,Amesbury,MA,01913,"09,10,11,12",Amesbury,00070000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     156,     146,     141,     147,       2,     592,      22,3.7,       6,1.0,      87,14.7,     154,26.0,      85,14.4,1.5,1.4,6.3,87.2,0.2,0.0,3.5,54.2,45.8,     367,16.5,        602,20.6,100.0,  28.7 to 1,89.5,94.3,"     $12,882,002","  $76,770",    168.0,55.0,55.0,100.0,   0.0,  96.4,   3.6,   0.0,"          $33,209,080.50","           2,122.6","              $15,645.47","          $37,327,984.50","           2,268.4","              $16,455.64",       145,87.6,6.2,0.7,0.7,4.8,0.0,     590,8.0,1.4,128.0,107.0,83.6,0.0,27.1,24.3,48.6,21.5,9.3,22.4,128.0,128.0,100.0,      84,     127,43.0,39.0,2.0,0.0,0.0,14.0,24.0,33.0,36.0,20.0,29.9,70.1,145.0,574.0,576.0,         288,         288,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not requiring assistance or intervention,Meeting targets,79.0,82.0
Amesbury: Amesbury Innovation High School,00070515,Public School,Amesbury,MA,01913,"09,10,11,12",Amesbury,00070000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       9,      12,       6,      13,       0,      40,       0,0.0,       0,0.0,      20,50.0,      32,80.0,      26,65.0,2.5,0.0,2.5,85.0,0.0,0.0,10.0,60.0,40.0,      43,9.7,         47,3.7,100.0,  10.7 to 1,77.8,51.1,"     $12,882,002","  $76,770",    168.0,8.0,7.0,87.5,  28.6,  42.9,  28.6,   0.0,"          $33,209,080.50","           2,122.6","              $15,645.47","          $37,327,984.50","           2,268.4","              $16,455.64",        12,50.0,16.7,0.0,0.0,33.3,0.0,      40,6.0,15.0,9.0,,,,,,,,,,9.0,9.0,100.0,,,,,,,,,,,,,,,3.0,,,          18,          18,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,Insufficient data,,
Amesbury: Amesbury Middle,00070013,Public School,Amesbury,MA,01913,"05,06,07,08",Amesbury,00070000,Public School District,       0,       0,       0,       0,       0,       0,     167,     167,     167,     176,       0,       0,       0,       0,       0,     677,      18,2.7,       6,0.9,     126,18.6,     241,35.6,     168,24.8,1.2,0.7,7.4,86.9,0.1,0.3,3.4,49.8,50.2,     376,16.7,        682,57.0,100.0,  11.9 to 1,82.3,91.2,"     $12,882,002","  $76,770",    168.0,70.0,70.0,100.0,  20.0,  78.6,   1.4,   0.0,"          $33,209,080.50","           2,122.6","              $15,645.47","          $37,327,984.50","           2,268.4","              $16,455.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         287,44.0,          28,4.0,         259,40.0,         289,44.0,          75,12.0,         651,496.2,40.4,         623,29.0,         272,42.0,          24,4.0,         248,38.0,         290,45.0,          85,13.0,         647,494.8,43.2,         618,33.0,Requiring assistance or intervention,In need of focused/targeted support,19.0,11.0
Amesbury: Charles C Cashman Elementary,00070010,Public School,Amesbury,MA,01913,"PK,K,01,02,03,04",Amesbury,00070000,Public School District,      28,      71,      72,      92,      91,      89,       0,       0,       0,       0,       0,       0,       0,       0,       0,     443,      23,5.2,      16,3.6,      97,21.9,     197,44.5,     130,29.3,1.8,1.8,8.6,85.8,0.2,0.0,1.8,55.5,44.5,     189,19.0,        445,33.4,100.0,  13.3 to 1,94.6,97.0,"     $12,882,002","  $76,770",    168.0,40.0,38.0,95.0,  28.9,  65.8,   5.3,   0.0,"          $33,209,080.50","           2,122.6","              $15,645.47","          $37,327,984.50","           2,268.4","              $16,455.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          84,49.0,          17,10.0,          67,39.0,          80,47.0,           7,4.0,         171,501.6,54.8,          84,48.0,          59,35.0,           8,5.0,          51,30.0,          84,50.0,          25,15.0,         168,492.3,56.7,          81,26.0,Not requiring assistance or intervention,Partially meeting targets,42.0,54.0
Amherst: Crocker Farm Elementary,00080009,Public School,Amherst,MA,01002,"PK,K,01,02,03,04,05,06",Amherst,00080000,Public School District,      65,      36,      41,      51,      53,      58,      39,      65,       0,       0,       0,       0,       0,       0,       0,     408,     101,24.8,      83,20.3,      82,20.1,     197,48.3,     125,30.6,7.6,16.9,24.0,41.4,0.5,0.0,9.6,52.2,47.5,     101,20.7,        428,40.9,100.0,  10.0 to 1,92.0,99.4,"      $9,406,729","  $76,477",    123.0,54.0,54.0,100.0,  25.9,  68.5,   3.7,   1.9,"          $25,555,099.00","           1,162.6","              $21,980.99","          $27,591,635.95","           1,270.5","              $21,717.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          79,41.0,          12,6.0,          67,35.0,          95,49.0,          20,10.0,         194,496.6,38.0,         139,30.0,          77,39.0,          13,7.0,          64,33.0,          83,43.0,          35,18.0,         195,492.5,49.2,         135,26.0,Requiring assistance or intervention,In need of focused/targeted support,16.0,37.0
Amherst: Fort River Elementary,00080020,Public School,Amherst,MA,01002,"K,01,02,03,04,05,06",Amherst,00080000,Public School District,       0,      33,      45,      46,      43,      45,      73,      50,       0,       0,       0,       0,       0,       0,       0,     335,      81,24.2,      52,15.5,      87,26.0,     174,51.9,     129,38.5,10.1,14.6,22.4,47.2,0.0,0.0,5.7,47.8,52.2,      95,20.1,        333,38.6,100.0,   8.7 to 1,70.8,91.6,"      $9,406,729","  $76,477",    123.0,55.0,54.0,98.2,  24.1,  70.4,   5.6,   0.0,"          $25,555,099.00","           1,162.6","              $21,980.99","          $27,591,635.95","           1,270.5","              $21,717.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         107,55.0,          30,15.0,          77,39.0,          69,35.0,          19,10.0,         195,503.4,45.1,         146,56.0,          99,50.0,          24,12.0,          75,38.0,          70,36.0,          28,14.0,         197,499.1,46.3,         144,50.0,Not requiring assistance or intervention,Partially meeting targets,41.0,71.0
Amherst: Wildwood Elementary,00080050,Public School,Amherst,MA,01002,"K,01,02,03,04,05,06",Amherst,00080000,Public School District,       0,      52,      52,      58,      56,      56,      70,      59,       0,       0,       0,       0,       0,       0,       0,     403,      94,23.3,      54,13.4,      70,17.4,     193,47.9,     129,32.0,11.9,11.7,19.1,48.9,0.2,0.0,8.2,52.9,47.1,     116,19.7,        401,42.6,95.3,   9.5 to 1,90.0,99.4,"      $9,406,729","  $76,477",    123.0,56.0,48.0,85.7,  27.1,  68.8,   4.2,   0.0,"          $25,555,099.00","           1,162.6","              $21,980.99","          $27,591,635.95","           1,270.5","              $21,717.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         126,56.0,          23,10.0,         103,46.0,          77,34.0,          21,9.0,         224,504.7,57.2,         153,63.0,         113,51.0,          25,11.0,          88,40.0,          73,33.0,          35,16.0,         221,500.5,53.0,         152,56.0,Requiring assistance or intervention,In need of focused/targeted support,52.0,46.0
Amherst-Pelham: Amherst Regional High,06050505,Public School,Amherst,MA,01002,"09,10,11,12",Amherst-Pelham,06050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     241,     233,     221,     228,      10,     933,     113,12.1,      43,4.6,     171,18.3,     331,35.5,     217,23.3,7.0,9.1,16.6,57.3,0.1,0.2,9.6,50.9,49.0,     630,13.0,        931,66.4,98.5,  14.0 to 1,82.2,96.8,"      $9,670,870","  $84,610",    114.0,104.0,104.0,100.0,  40.4,  58.7,   1.0,   0.0,"          $29,334,476.00","           1,341.7","              $21,863.66","          $33,478,446.57","           1,511.4","              $22,150.62",       233,90.6,5.6,0.0,1.7,2.1,0.0,     923,9.0,1.0,218.0,174.0,79.8,0.0,52.9,19.5,27.6,19.0,0.6,17.8,218.0,81.0,37.2,     152,     231,92.0,43.0,15.0,2.0,0.0,7.0,29.0,60.0,65.0,70.0,15.6,84.4,193.0,604.0,591.0,         456,         359,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requiring assistance or intervention,In need of focused/targeted support,59.0,75.0
Amherst-Pelham: Amherst Regional Middle School,06050405,Public School,Amherst,MA,01002,"07,08",Amherst-Pelham,06050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     194,     216,       0,       0,       0,       0,       0,     410,      73,17.8,      38,9.3,      85,20.7,     181,44.1,     122,29.8,7.3,9.5,15.1,60.2,0.0,0.2,7.6,52.2,47.8,     309,16.0,        414,42.6,99.1,   9.6 to 1,87.7,93.0,"      $9,670,870","  $84,610",    114.0,57.0,57.0,100.0,  14.0,  84.2,   1.8,   0.0,"          $29,334,476.00","           1,341.7","              $21,863.66","          $33,478,446.57","           1,511.4","              $22,150.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         210,57.0,          57,15.0,         153,42.0,          95,26.0,          63,17.0,         368,501.0,49.7,         332,46.0,         198,54.0,          42,11.0,         156,43.0,         116,32.0,          53,14.0,         367,500.5,42.3,         332,56.0,Requiring assistance or intervention,In need of focused/targeted support,34.0,10.0
Andover: Andover High,00090505,Public School,Andover,MA,01810,"09,10,11,12",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     472,     427,     454,     411,      18,"   1,782",     180,10.1,      14,0.8,     274,15.4,     379,21.3,     129,7.2,2.2,16.4,4.7,74.6,0.1,0.0,2.1,47.1,52.8,"   1,050",15.2,"      1,777",124.6,100.0,  14.3 to 1,89.3,93.7,"     $41,150,023","  $85,092",    484.0,156.0,156.0,100.0,  19.2,  77.6,   3.2,   0.0,"         $100,499,377.00","           5,955.1","              $16,876.19","         $109,339,466.27","           6,079.2","              $17,985.83",       415,96.4,2.4,0.2,0.7,0.2,0.0,"   1,764",3.0,0.2,404.0,357.0,88.4,0.0,54.6,8.1,37.3,8.1,2.5,18.5,404.0,404.0,100.0,     480,     883,199.0,183.0,77.0,18.0,3.0,26.0,127.0,231.0,247.0,252.0,17.3,82.7,510.0,600.0,604.0,         865,         743,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not requiring assistance or intervention,Partially meeting targets,79.0,67.0
Andover: Andover West Middle,00090310,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     176,     181,     168,       0,       0,       0,       0,       0,     525,      54,10.3,      12,2.3,      86,16.4,     125,23.8,      48,9.1,2.3,15.4,5.0,74.3,0.4,0.0,2.7,47.4,52.6,     275,19.7,        532,46.5,100.0,  11.3 to 1,85.7,95.7,"     $41,150,023","  $85,092",    484.0,57.0,57.0,100.0,  17.5,  82.5,   0.0,   0.0,"         $100,499,377.00","           5,955.1","              $16,876.19","         $109,339,466.27","           6,079.2","              $17,985.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         343,67.0,          65,13.0,         278,55.0,         144,28.0,          22,4.0,         509,508.4,52.1,         490,76.0,         338,66.0,          87,17.0,         251,49.0,         159,31.0,          13,3.0,         510,510.2,56.4,         491,88.0,Not requiring assistance or intervention,Partially meeting targets,79.0,66.0
Andover: Bancroft Elementary,00090003,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      91,      78,      94,      95,     105,     115,       0,       0,       0,       0,       0,       0,       0,       0,     578,      53,9.2,      21,3.6,      88,15.2,     138,23.9,      42,7.3,3.1,9.0,5.9,76.6,0.3,0.0,5.0,52.4,47.6,     192,20.9,        585,46.0,100.0,  12.6 to 1,92.4,100.0,"     $41,150,023","  $85,092",    484.0,60.0,60.0,100.0,  21.7,  75.0,   3.3,   0.0,"         $100,499,377.00","           5,955.1","              $16,876.19","         $109,339,466.27","           6,079.2","              $17,985.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         199,64.0,          24,8.0,         175,56.0,         104,33.0,           8,3.0,         311,505.5,54.3,         212,66.0,         155,50.0,          24,8.0,         131,42.0,         130,42.0,          26,8.0,         311,499.7,51.9,         213,52.0,Not requiring assistance or intervention,Partially meeting targets,68.0,70.0
Andover: Doherty Middle,00090305,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     185,     202,     169,       0,       0,       0,       0,       0,     556,      51,9.2,       7,1.3,     125,22.5,     146,26.3,      31,5.6,1.1,12.4,5.0,78.2,0.5,0.0,2.7,50.0,50.0,     279,20.6,        563,46.1,100.0,  12.1 to 1,82.1,100.0,"     $41,150,023","  $85,092",    484.0,60.0,60.0,100.0,  21.7,  76.7,   1.7,   0.0,"         $100,499,377.00","           5,955.1","              $16,876.19","         $109,339,466.27","           6,079.2","              $17,985.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         382,70.0,          92,17.0,         290,53.0,         143,26.0,          18,3.0,         543,510.3,57.7,         531,83.0,         329,61.0,          78,14.0,         251,46.0,         184,34.0,          29,5.0,         542,505.9,53.7,         531,77.0,Not requiring assistance or intervention,Partially meeting targets,80.0,51.0
