School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Amherst-Pelham: Amherst Regional High,06050505,Public School,Amherst,MA,01002,"09,10,11,12",Amherst-Pelham,06050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     261,     259,     250,     283,       6,"   1,059",     181,  17.1,      35,   3.3,     208,  19.6,     409,  38.6, , ,   6.5,   9.5,  12.9,  63.5,   0.0,   0.0,   7.6,  50.9,  49.1,"   1,073",12.5,"      1,077",81.0,98.8,     836,96.4,  13.1 to 1,"     $10,029,879","  $77,511",    129.4,118.0,      62,  52.5,   8.1,  90.3,   1.6,   0.0,"          $27,730,062.00","           1,519.0","              $18,255.47","          $30,957,738.00","           1,656.6","              $18,687.52",288.0,91.3,4.2,0.0,1.7,2.8,0.0,"   1,053",11.0,1.0,,,,,,,,,,,268.0,129.0,48.1,145.0,     208,96.0,35.0,14.0,0.0,0.0,1.0,13.0,43.0,85.0,66.0,6.7,93.3,216.0,585.0,585.0,63.0
Amherst-Pelham: Amherst Regional Middle School,06050405,Public School,Amherst,MA,01002,"07,08",Amherst-Pelham,06050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     236,     238,       0,       0,       0,       0,       0,     474,      83,  17.5,      20,   4.2,      93,  19.6,     191,  40.3, , ,   6.8,  11.2,  11.4,  60.8,   0.0,   0.2,   9.7,  56.1,  43.9,     326,17.0,        482,48.4,100.0,     185,87.0,   9.8 to 1,"     $10,029,879","  $77,511",    129.4,66.0,      37,  56.1,   2.7,  97.3,   0.0,   0.0,"          $27,730,062.00","           1,519.0","              $18,255.47","          $30,957,738.00","           1,656.6","              $18,687.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
Andover: Andover High,00090505,Public School,Andover,MA,01810,"09,10,11,12",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     466,     433,     440,     453,       7,"   1,799",     151,   8.4,       9,   0.5,     236,  13.1,     316,  17.6, , ,   1.7,  11.7,   4.1,  80.0,   0.2,   0.0,   2.3,  48.8,  51.2,"   1,019",16.0,"      1,794",112.5,100.0,     787,100.0,  16.0 to 1,"     $34,917,335","  $80,529",    433.6,,,,,,,,"          $83,772,253.00","           6,226.8","              $13,453.50","          $90,825,972.00","           6,317.6","              $14,376.66",466.0,96.6,1.1,0.6,0.4,1.3,0.0,"   1,792",2.0,0.1,,,,,,,,,,,453.0,453.0,100.0,442.0,     748,221.0,157.0,45.0,17.0,2.0,50.0,94.0,204.0,215.0,185.0,19.3,80.7,430.0,564.0,588.0,88.0
Andover: Andover West Middle,00090310,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     195,     179,     189,       0,       0,       0,       0,       0,     563,      50,   8.9,       7,   1.2,      95,  16.9,     123,  21.8, , ,   1.8,  11.9,   3.7,  80.3,   0.0,   0.0,   2.3,  52.9,  47.1,     265,21.7,        575,45.7,100.0,     200,100.0,  12.3 to 1,"     $34,917,335","  $80,529",    433.6,,,,,,,,"          $83,772,253.00","           6,226.8","              $13,453.50","          $90,825,972.00","           6,317.6","              $14,376.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
Andover: Bancroft Elementary,00090003,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      67,      75,      88,      68,      98,      90,       0,       0,       0,       0,       0,       0,       0,       0,     486,      30,   6.2,      10,   2.1,      63,  13.0,      85,  17.5, , ,   2.9,   7.8,   6.0,  78.8,   0.6,   0.0,   3.9,  51.6,  48.4,     151,22.5,        495,31.8,100.0,     129,100.0,  15.3 to 1,"     $34,917,335","  $80,529",    433.6,,,,,,,,"          $83,772,253.00","           6,226.8","              $13,453.50","          $90,825,972.00","           6,317.6","              $14,376.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0
Andover: Doherty Middle,00090305,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     189,     175,     198,       0,       0,       0,       0,       0,     562,      41,   7.3,       4,   0.7,      95,  16.9,     118,  21.0, , ,   1.1,   8.4,   3.0,  84.9,   0.0,   0.0,   2.7,  48.6,  51.4,     264,22.3,        566,41.5,100.0,     196,100.0,  13.6 to 1,"     $34,917,335","  $80,529",    433.6,,,,,,,,"          $83,772,253.00","           6,226.8","              $13,453.50","          $90,825,972.00","           6,317.6","              $14,376.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
Andover: Henry C Sanborn Elementary,00090010,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      40,      59,      59,      65,      69,      68,       0,       0,       0,       0,       0,       0,       0,       0,     360,      31,   8.6,      17,   4.7,      52,  14.4,      77,  21.4, , ,   3.3,  18.6,   3.9,  71.1,   1.4,   0.0,   1.7,  51.1,  48.9,     117,21.4,        363,23.1,100.0,     100,100.0,  15.6 to 1,"     $34,917,335","  $80,529",    433.6,,,,,,,,"          $83,772,253.00","           6,226.8","              $13,453.50","          $90,825,972.00","           6,317.6","              $14,376.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
Andover: High Plain Elementary,00090004,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      59,      74,      93,     105,     124,      96,       0,       0,       0,       0,       0,       0,       0,       0,     551,     104,  18.9,      24,   4.4,      97,  17.6,     150,  27.2, , ,   2.0,  22.3,   7.4,  66.1,   0.2,   0.0,   2.0,  48.6,  51.4,     165,23.2,        556,40.8,100.0,     141,100.0,  13.5 to 1,"     $34,917,335","  $80,529",    433.6,,,,,,,,"          $83,772,253.00","           6,226.8","              $13,453.50","          $90,825,972.00","           6,317.6","              $14,376.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
Andover: Shawsheen School,00090005,Public School,Andover,MA,01810,PK,Andover,00090000,Public School District,      70,      74,      62,      69,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     275,      22,   8.0,       6,   2.2,      66,  24.0,      83,  30.2, , ,   2.5,  12.0,   5.8,  73.8,   0.0,   0.0,   5.8,  56.4,  43.6,      79,18.2,        292,21.1,100.0,      80,100.0,  13.0 to 1,"     $34,917,335","  $80,529",    433.6,,,,,,,,"          $83,772,253.00","           6,226.8","              $13,453.50","          $90,825,972.00","           6,317.6","              $14,376.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: South Elementary,00090020,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      68,      84,      97,     104,      88,     103,       0,       0,       0,       0,       0,       0,       0,       0,     544,      50,   9.2,      16,   2.9,      61,  11.2,      91,  16.7, , ,   0.7,  16.4,   2.2,  79.6,   0.2,   0.4,   0.6,  52.2,  47.8,     165,22.9,        549,36.5,97.3,     141,97.2,  14.9 to 1,"     $34,917,335","  $80,529",    433.6,,,,,,,,"          $83,772,253.00","           6,226.8","              $13,453.50","          $90,825,972.00","           6,317.6","              $14,376.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
Andover: West Elementary,00090025,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       3,      62,      87,      97,     127,     149,     155,       0,       0,       0,       0,       0,       0,       0,       0,     680,      62,   9.1,      14,   2.1,     126,  18.5,     178,  26.2, , ,   2.4,  12.2,   4.1,  78.4,   0.3,   0.0,   2.6,  49.0,  51.0,     201,23.2,        680,45.6,100.0,     176,100.0,  14.9 to 1,"     $34,917,335","  $80,529",    433.6,,,,,,,,"          $83,772,253.00","           6,226.8","              $13,453.50","          $90,825,972.00","           6,317.6","              $14,376.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
Andover: Wood Hill Middle School,00090350,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     130,     125,     150,       0,       0,       0,       0,       0,     405,      45,  11.1,       3,   0.7,      66,  16.3,      86,  21.2, , ,   1.0,  16.3,   8.6,  72.1,   0.0,   0.0,   2.0,  53.8,  46.2,     242,17.3,        408,35.2,100.0,     148,100.0,  11.5 to 1,"     $34,917,335","  $80,529",    433.6,,,,,,,,"          $83,772,253.00","           6,226.8","              $13,453.50","          $90,825,972.00","           6,317.6","              $14,376.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
Argosy Collegiate Charter School (District): Argosy Collegiate Charter School,35090305,Charter School,Fall River,MA,02724,"06,07,08,09,10,11,12",Argosy Collegiate Charter School (District),35090000,Charter District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Arlington High,00100505,Public School,Arlington,MA,02476,"09,10,11,12",Arlington,00100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     313,     298,     296,     326,       0,"   1,233",     128,  10.4,      34,   2.8,     153,  12.4,     290,  23.5, , ,   3.7,   9.2,   4.5,  80.5,   0.1,   0.1,   1.8,  48.7,  51.3,     621,15.4,"      1,226",80.2,98.0,     454,98.0,  15.4 to 1,"     $20,555,845","  $61,069",    336.6,,,,,,,,"          $56,938,151.41","           4,955.7","              $11,489.43","          $63,919,361.64","           5,094.9","              $12,545.75",337.0,92.9,0.6,0.6,0.9,4.7,0.3,"   1,233",9.0,0.7,,,,,,,,,,,318.0,317.0,99.7,335.0,     662,119.0,137.0,53.0,21.0,5.0,35.0,76.0,161.0,182.0,208.0,16.8,83.2,290.0,577.0,573.0,82.0
Arlington: Brackett,00100010,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      64,      89,      87,      74,      71,      64,       0,       0,       0,       0,       0,       0,       0,       0,     449,      46,  10.2,      21,   4.7,      58,  12.9,      92,  20.5, , ,   0.7,   9.4,   4.9,  78.2,   0.0,   0.0,   6.9,  49.0,  51.0,      80,22.5,        451,26.8,100.0,     136,100.0,  16.7 to 1,"     $20,555,845","  $61,069",    336.6,,,,,,,,"          $56,938,151.41","           4,955.7","              $11,489.43","          $63,919,361.64","           5,094.9","              $12,545.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
Arlington: Cyrus E Dallin,00100025,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      67,      75,      96,      71,      70,      64,       0,       0,       0,       0,       0,       0,       0,       0,     443,      19,   4.3,      11,   2.5,      49,  11.1,      72,  16.3, , ,   2.0,   9.7,   4.1,  80.1,   0.0,   0.2,   3.8,  49.7,  50.3,      91,19.3,        445,27.7,100.0,     143,100.0,  16.0 to 1,"     $20,555,845","  $61,069",    336.6,,,,,,,,"          $56,938,151.41","           4,955.7","              $11,489.43","          $63,919,361.64","           5,094.9","              $12,545.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
Arlington: Gibbs School,00100305,Public School,Arlington,MA,02474,6,Arlington,00100000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $20,555,845","  $61,069",    336.6,,,,,,,,"          $56,938,151.41","           4,955.7","              $11,489.43","          $63,919,361.64","           5,094.9","              $12,545.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Hardy,00100030,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      67,      62,      47,      59,      55,      60,       0,       0,       0,       0,       0,       0,       0,       0,     350,      55,  15.7,      34,   9.7,      30,   8.6,      91,  26.0, , ,   2.6,  15.7,   6.0,  69.7,   0.0,   0.3,   5.7,  50.6,  49.4,      64,20.7,        332,20.4,100.0,     108,100.0,  17.1 to 1,"     $20,555,845","  $61,069",    336.6,,,,,,,,"          $56,938,151.41","           4,955.7","              $11,489.43","          $63,919,361.64","           5,094.9","              $12,545.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0
Arlington: John A Bishop,00100005,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      58,      76,      65,      59,      76,      66,       0,       0,       0,       0,       0,       0,       0,       0,     400,      43,  10.8,      21,   5.3,      28,   7.0,      70,  17.5, , ,   3.5,  10.0,   3.3,  82.0,   0.0,   0.0,   1.3,  51.5,  48.5,      73,22.3,        420,27.3,100.0,     131,100.0,  14.7 to 1,"     $20,555,845","  $61,069",    336.6,,,,,,,,"          $56,938,151.41","           4,955.7","              $11,489.43","          $63,919,361.64","           5,094.9","              $12,545.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
Arlington: M Norcross Stratton,00100055,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      62,      57,      56,      66,      54,      48,       0,       0,       0,       0,       0,       0,       0,       0,     343,      42,  12.2,      11,   3.2,      45,  13.1,      76,  22.2, , ,   1.7,  12.2,   5.0,  75.2,   0.0,   0.0,   5.8,  49.3,  50.7,      58,21.7,        320,22.8,100.0,      97,100.0,  15.0 to 1,"     $20,555,845","  $61,069",    336.6,,,,,,,,"          $56,938,151.41","           4,955.7","              $11,489.43","          $63,919,361.64","           5,094.9","              $12,545.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0
Arlington: Menotomy Preschool,00100038,Public School,Arlington,MA,02476,PK,Arlington,00100000,Public School District,      54,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      54,       0,   0.0,       0,   0.0,      29,  53.7,      29,  53.7, , ,   3.7,   7.4,   3.7,  83.3,   0.0,   0.0,   1.9,  68.5,  31.5,       3,23.0,         69,8.0,100.0,      15,100.0,   6.8 to 1,"     $20,555,845","  $61,069",    336.6,,,,,,,,"          $56,938,151.41","           4,955.7","              $11,489.43","          $63,919,361.64","           5,094.9","              $12,545.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Ottoson Middle,00100410,Public School,Arlington,MA,02476,"07,08",Arlington,00100000,Public School District,       0,       0,       0,       0,       0,       0,       0,     374,     328,     326,       0,       0,       0,       0,       0,"   1,028",     108,  10.5,      42,   4.1,     153,  14.9,     271,  26.4, , ,   3.9,  10.2,   4.7,  77.1,   0.0,   0.1,   4.0,  49.7,  50.3,     560,20.2,"      1,041",74.0,98.8,     372,100.0,  13.9 to 1,"     $20,555,845","  $61,069",    336.6,,,,,,,,"          $56,938,151.41","           4,955.7","              $11,489.43","          $63,919,361.64","           5,094.9","              $12,545.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
Arlington: Peirce,00100045,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      51,      52,      44,      43,      52,      35,       0,       0,       0,       0,       0,       0,       0,       0,     277,      35,  12.6,      21,   7.6,      50,  18.1,      89,  32.1, , ,   4.3,   7.9,   9.0,  72.2,   0.0,   0.4,   6.1,  50.2,  49.8,      57,19.2,        277,26.9,100.0,      88,100.0,  10.3 to 1,"     $20,555,845","  $61,069",    336.6,,,,,,,,"          $56,938,151.41","           4,955.7","              $11,489.43","          $63,919,361.64","           5,094.9","              $12,545.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
Arlington: Thompson,00100050,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      85,      49,      51,      46,      46,      49,       0,       0,       0,       0,       0,       0,       0,       0,     326,      89,  27.3,      50,  15.3,      33,  10.1,     127,  39.0, , ,   5.5,  17.2,   8.3,  64.1,   0.3,   0.6,   4.0,  49.4,  50.6,      64,19.4,        326,22.5,100.0,     100,100.0,  14.5 to 1,"     $20,555,845","  $61,069",    336.6,,,,,,,,"          $56,938,151.41","           4,955.7","              $11,489.43","          $63,919,361.64","           5,094.9","              $12,545.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
Ashburnham-Westminster: Briggs Elementary,06100025,Public School,Ashburnham,MA,01430,"PK,K,01,02,03,04,05",Ashburnham-Westminster,06100000,Public School District,       0,      77,      58,      83,      86,      72,      76,       0,       0,       0,       0,       0,       0,       0,       0,     452,       7,   1.5,       7,   1.5,      98,  21.7,     181,  40.0, , ,   0.4,   0.2,   2.2,  95.8,   0.0,   0.0,   1.3,  48.7,  51.3,     195,20.6,        447,32.4,100.0,     124,98.4,  13.9 to 1,"     $10,106,373","  $67,692",    149.3,,,,,,,,"          $26,596,624.48","           2,269.6","              $11,718.64","          $28,745,755.28","           2,343.0","              $12,268.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
Ashburnham-Westminster: Meetinghouse School,06100010,Public School,Westminster,MA,01473,"PK,K,01",Ashburnham-Westminster,06100000,Public School District,      60,      73,     106,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     239,       6,   2.5,       6,   2.5,      42,  17.6,      80,  33.5, , ,   1.7,   0.8,   5.4,  89.5,   0.4,   0.0,   2.1,  56.1,  43.9,      93,19.0,        246,13.4,100.0,      64,96.9,  17.8 to 1,"     $10,106,373","  $67,692",    149.3,,,,,,,,"          $26,596,624.48","           2,269.6","              $11,718.64","          $28,745,755.28","           2,343.0","              $12,268.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Oakmont Regional High School,06100505,Public School,Ashburnham,MA,01430,"09,10,11,12",Ashburnham-Westminster,06100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     178,     174,     142,     159,       4,     657,       8,   1.2,       6,   0.9,      91,  13.9,     182,  27.7, , ,   0.9,   1.2,   5.2,  90.1,   0.2,   0.0,   2.4,  50.2,  49.8,     380,16.4,        651,45.0,94.8,     237,94.9,  14.6 to 1,"     $10,106,373","  $67,692",    149.3,,,,,,,,"          $26,596,624.48","           2,269.6","              $11,718.64","          $28,745,755.28","           2,343.0","              $12,268.78",163.0,95.1,2.5,0.0,0.0,2.5,0.0,     653,5.0,0.8,,,,,,,,,,,156.0,114.0,73.1,80.0,     124,50.0,21.0,5.0,3.0,1.0,13.0,13.0,44.0,34.0,20.0,21.0,79.0,125.0,518.0,528.0,82.0
Ashburnham-Westminster: Overlook Middle School,06100305,Public School,Ashburnham,MA,01430,"06,07,08",Ashburnham-Westminster,06100000,Public School District,       0,       0,       0,       0,       0,       0,       0,     180,     208,     207,       0,       0,       0,       0,       0,     595,       3,   0.5,       3,   0.5,      98,  16.5,     189,  31.8, , ,   0.7,   0.8,   2.4,  94.3,   0.0,   0.0,   1.8,  50.3,  49.7,     490,19.1,        592,37.2,100.0,     344,100.0,  16.0 to 1,"     $10,106,373","  $67,692",    149.3,,,,,,,,"          $26,596,624.48","           2,269.6","              $11,718.64","          $28,745,755.28","           2,343.0","              $12,268.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
