School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Andover: Andover High,00090505,Public School,Andover,MA,01810,"09,10,11,12",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     448,     450,     462,     424,0.0,"   1,784",     138,   7.7,       9,   0.5,     240,  13.5, , , , ,   2.0,  11.1,   3.8,  80.8,   0.1,   0.0,   2.3,  48.9,  51.1,     513,17.0,"      1,778",117.5,99.2,     720,100.0,  15.2 to 1,"     $34,234,541","  $77,947",    439.2,"          $80,321,888.39","           6,272.9","              $12,804.59","          $88,178,557.89","           6,373.1","              $13,836.05",       425,97.9,0.9,0.2,0.5,0.5,0.0,"   1,784",8.0,0.4,,,,,,,,,,,422.0,422.0,100.0,407.0,     669,232.0,112.0,41.0,20.0,2.0,36.0,91.0,232.0,163.0,147.0,19.0,81.0,402.0,561.0,586.0,81.0
Andover: Andover West Middle,00090310,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     177,     183,     183,       0,       0,       0,       0,0.0,     543,      54,   9.9,       6,   1.1,      84,  15.5, , , , ,   1.5,  12.3,   3.3,  80.7,   0.2,   0.0,   2.0,  54.9,  45.1,     195,21.6,        543,43.4,97.7,     192,87.5,  12.5 to 1,"     $34,234,541","  $77,947",    439.2,"          $80,321,888.39","           6,272.9","              $12,804.59","          $88,178,557.89","           6,373.1","              $13,836.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
Andover: Bancroft Elementary,00090003,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      66,      87,      67,      95,      91,      88,       0,       0,       0,       0,       0,       0,       0,0.0,     494,      31,   6.3,       9,   1.8,      62,  12.6, , , , ,   2.6,   6.9,   5.3,  80.4,   0.6,   0.0,   4.3,  48.6,  51.4,     151,22.5,        494,32.9,100.0,     129,100.0,  15.0 to 1,"     $34,234,541","  $77,947",    439.2,"          $80,321,888.39","           6,272.9","              $12,804.59","          $88,178,557.89","           6,373.1","              $13,836.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0
Andover: Doherty Middle,00090305,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     179,     200,     193,       0,       0,       0,       0,0.0,     572,      38,   6.6,       2,   0.3,     103,  18.0, , , , ,   1.4,   8.2,   2.3,  85.8,   0.0,   0.0,   2.3,  49.1,  50.9,     129,32.9,        572,42.9,100.0,     116,99.1,  13.3 to 1,"     $34,234,541","  $77,947",    439.2,"          $80,321,888.39","           6,272.9","              $12,804.59","          $88,178,557.89","           6,373.1","              $13,836.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
Andover: Henry C Sanborn Elementary,00090010,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      42,      52,      59,      72,      61,      73,       0,       0,       0,       0,       0,       0,       0,0.0,     359,      28,   7.8,       9,   2.5,      54,  15.0, , , , ,   3.6,  15.9,   2.8,  73.8,   1.4,   0.0,   2.5,  51.5,  48.5,     117,21.1,        358,23.9,100.0,     100,100.0,  15.0 to 1,"     $34,234,541","  $77,947",    439.2,"          $80,321,888.39","           6,272.9","              $12,804.59","          $88,178,557.89","           6,373.1","              $13,836.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
Andover: High Plain Elementary,00090004,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      63,      75,      96,     114,      94,      94,       0,       0,       0,       0,       0,       0,       0,0.0,     536,      88,  16.4,      16,   3.0,     103,  19.2, , , , ,   1.3,  20.1,   6.7,  69.2,   0.2,   0.0,   2.4,  50.6,  49.4,     165,22.4,        536,40.8,100.0,     141,100.0,  13.1 to 1,"     $34,234,541","  $77,947",    439.2,"          $80,321,888.39","           6,272.9","              $12,804.59","          $88,178,557.89","           6,373.1","              $13,836.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
Andover: Shawsheen School,00090005,Public School,Andover,MA,01810,PK,Andover,00090000,Public School District,      69,      70,      72,      52,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     263,      19,   7.2,       6,   2.3,      63,  24.0, , , , ,   3.4,   9.9,   3.4,  78.7,   0.0,   0.0,   4.6,  55.5,  44.5,      79,17.2,        263,20.9,100.0,      80,100.0,  12.6 to 1,"     $34,234,541","  $77,947",    439.2,"          $80,321,888.39","           6,272.9","              $12,804.59","          $88,178,557.89","           6,373.1","              $13,836.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: South Elementary,00090020,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      77,      92,     100,      86,     107,     114,       0,       0,       0,       0,       0,       0,       0,0.0,     576,      46,   8.0,      16,   2.8,      64,  11.1, , , , ,   0.9,  14.1,   1.7,  81.9,   0.3,   0.2,   0.9,  51.0,  49.0,     171,23.1,        576,35.6,100.0,     142,100.0,  16.2 to 1,"     $34,234,541","  $77,947",    439.2,"          $80,321,888.39","           6,272.9","              $12,804.59","          $88,178,557.89","           6,373.1","              $13,836.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
Andover: West Elementary,00090025,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       1,      73,      89,      79,     145,     154,     138,       0,       0,       0,       0,       0,       0,       0,0.0,     679,      68,  10.0,      13,   1.9,     107,  15.8, , , , ,   2.4,  12.4,   3.8,  78.6,   0.1,   0.0,   2.7,  48.0,  52.0,     206,22.7,        678,45.4,100.0,     177,100.0,  14.9 to 1,"     $34,234,541","  $77,947",    439.2,"          $80,321,888.39","           6,272.9","              $12,804.59","          $88,178,557.89","           6,373.1","              $13,836.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
Andover: Wood Hill Middle School,00090350,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     115,     140,     138,       0,       0,       0,       0,0.0,     393,      58,  14.8,       6,   1.5,      62,  15.8, , , , ,   0.5,  15.5,   9.4,  72.8,   0.0,   0.0,   1.8,  53.9,  46.1,     170,17.3,        393,35.8,100.0,     147,98.0,  11.0 to 1,"     $34,234,541","  $77,947",    439.2,"          $80,321,888.39","           6,272.9","              $12,804.59","          $88,178,557.89","           6,373.1","              $13,836.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
Argosy Collegiate Charter School (District): Argosy Collegiate Charter School,35090305,Charter School,Fall River,MA,02724,"06,07,08,09,10,11,12",Argosy Collegiate Charter School (District),35090000,Charter District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Arlington High,00100505,Public School,Arlington,MA,02476,"09,10,11,12",Arlington,00100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     300,     297,     331,     290,0.0,"   1,218",     129,  10.6,      30,   2.5,     141,  11.6, , , , ,   4.6,   8.3,   4.9,  79.6,   0.2,   0.1,   2.4,  49.2,  50.8,     476,16.7,"      1,201",79.1,99.2,     415,99.3,  15.4 to 1,"     $19,024,374","  $57,825",    329.0,"          $55,970,518.81","           4,878.0","              $11,474.07","          $63,072,661.70","           5,004.6","              $12,602.94",       296,90.2,3.0,0.7,1.0,5.1,0.0,"   1,218",23.0,1.9,,,,,,,,,,,269.0,269.0,100.0,313.0,     578,125.0,127.0,48.0,10.0,3.0,34.0,55.0,123.0,176.0,190.0,15.4,84.6,238.0,564.0,565.0,87.0
Arlington: Brackett,00100010,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      84,      90,      70,      73,      64,      72,       0,       0,       0,       0,       0,       0,       0,0.0,     453,      48,  10.6,      18,   4.0,      56,  12.4, , , , ,   1.8,   7.7,   4.6,  79.5,   0.0,   0.0,   6.4,  51.9,  48.1,      77,22.6,        455,27.5,96.4,     134,100.0,  16.5 to 1,"     $19,024,374","  $57,825",    329.0,"          $55,970,518.81","           4,878.0","              $11,474.07","          $63,072,661.70","           5,004.6","              $12,602.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0
Arlington: Cyrus E Dallin,00100025,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      74,      94,      73,      70,      62,      63,       0,       0,       0,       0,       0,       0,       0,0.0,     436,      22,   5.0,       8,   1.8,      51,  11.7, , , , ,   1.6,   9.6,   3.2,  80.0,   0.0,   0.0,   5.5,  47.0,  53.0,      85,20.3,        432,24.5,100.0,     145,100.0,  17.8 to 1,"     $19,024,374","  $57,825",    329.0,"          $55,970,518.81","           4,878.0","              $11,474.07","          $63,072,661.70","           5,004.6","              $12,602.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
Arlington: Gibbs School,00100305,Public School,Arlington,MA,02474,6,Arlington,00100000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $19,024,374","  $57,825",    329.0,"          $55,970,518.81","           4,878.0","              $11,474.07","          $63,072,661.70","           5,004.6","              $12,602.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Hardy,00100030,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      64,      46,      65,      58,      64,      56,       0,       0,       0,       0,       0,       0,       0,0.0,     353,      70,  19.8,      45,  12.7,      33,   9.3, , , , ,   3.7,  17.6,   6.5,  66.9,   0.0,   0.6,   4.8,  46.7,  53.3,      73,18.6,        353,21.8,100.0,      96,100.0,  16.2 to 1,"     $19,024,374","  $57,825",    329.0,"          $55,970,518.81","           4,878.0","              $11,474.07","          $63,072,661.70","           5,004.6","              $12,602.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
Arlington: John A Bishop,00100005,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      70,      68,      54,      73,      64,      57,       0,       0,       0,       0,       0,       0,       0,0.0,     386,      40,  10.4,      20,   5.2,      25,   6.5, , , , ,   3.9,   9.3,   2.3,  82.9,   0.0,   0.0,   1.6,  50.5,  49.5,      80,19.0,        385,24.2,100.0,     120,100.0,  15.9 to 1,"     $19,024,374","  $57,825",    329.0,"          $55,970,518.81","           4,878.0","              $11,474.07","          $63,072,661.70","           5,004.6","              $12,602.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
Arlington: M Norcross Stratton,00100055,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      52,      53,      65,      56,      49,      59,       0,       0,       0,       0,       0,       0,       0,0.0,     334,      38,  11.4,      17,   5.1,      42,  12.6, , , , ,   2.4,  12.0,   4.8,  75.4,   0.0,   0.0,   5.4,  49.7,  50.3,      76,17.2,        331,24.3,100.0,     102,100.0,  13.8 to 1,"     $19,024,374","  $57,825",    329.0,"          $55,970,518.81","           4,878.0","              $11,474.07","          $63,072,661.70","           5,004.6","              $12,602.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0
Arlington: Menotomy Preschool,00100038,Public School,Arlington,MA,02476,PK,Arlington,00100000,Public School District,      48,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,      48,       0,   0.0,       0,   0.0,      23,  47.9, , , , ,   4.2,   6.3,   8.3,  79.2,   0.0,   2.1,   0.0,  58.3,  41.7,       3,16.0,         48,7.0,100.0,      15,100.0,   6.9 to 1,"     $19,024,374","  $57,825",    329.0,"          $55,970,518.81","           4,878.0","              $11,474.07","          $63,072,661.70","           5,004.6","              $12,602.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Ottoson Middle,00100410,Public School,Arlington,MA,02476,"07,08",Arlington,00100000,Public School District,       0,       0,       0,       0,       0,       0,       0,     349,     331,     346,       0,       0,       0,       0,0.0,"   1,026",     120,  11.7,      34,   3.3,     163,  15.9, , , , ,   3.6,   9.5,   4.4,  80.5,   0.1,   0.0,   1.9,  50.8,  49.2,     442,20.4,"      1,013",70.3,100.0,     381,97.9,  14.6 to 1,"     $19,024,374","  $57,825",    329.0,"          $55,970,518.81","           4,878.0","              $11,474.07","          $63,072,661.70","           5,004.6","              $12,602.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
Arlington: Peirce,00100045,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      50,      46,      45,      53,      39,      50,       0,       0,       0,       0,       0,       0,       0,0.0,     283,      47,  16.6,      25,   8.8,      55,  19.4, , , , ,   4.6,   8.5,   8.8,  70.3,   0.0,   0.4,   7.4,  50.5,  49.5,      49,22.6,        280,24.9,94.0,      82,93.9,  11.4 to 1,"     $19,024,374","  $57,825",    329.0,"          $55,970,518.81","           4,878.0","              $11,474.07","          $63,072,661.70","           5,004.6","              $12,602.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
Arlington: Thompson,00100050,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      56,      58,      55,      46,      48,      58,       0,       0,       0,       0,       0,       0,       0,0.0,     321,      92,  28.7,      59,  18.4,      28,   8.7, , , , ,   4.7,  18.1,   7.8,  64.8,   0.0,   0.6,   4.0,  48.0,  52.0,      96,12.7,        322,25.4,100.0,      80,100.0,  12.6 to 1,"     $19,024,374","  $57,825",    329.0,"          $55,970,518.81","           4,878.0","              $11,474.07","          $63,072,661.70","           5,004.6","              $12,602.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
Ashburnham-Westminster: Briggs Elementary,06100025,Public School,Ashburnham,MA,01430,"PK,K,01,02,03,04,05",Ashburnham-Westminster,06100000,Public School District,       0,      52,      76,      84,      75,      71,      71,       0,       0,       0,       0,       0,       0,       0,0.0,     429,       5,   1.2,       5,   1.2,      93,  21.7, , , , ,   0.2,   0.9,   2.6,  95.6,   0.0,   0.0,   0.7,  49.9,  50.1,     185,20.7,        429,27.0,100.0,     117,98.3,  15.9 to 1,"      $9,787,916","  $69,124",    141.6,"          $25,827,763.36","           2,258.9","              $11,433.78","          $28,278,180.35","           2,351.3","              $12,026.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
Ashburnham-Westminster: Meetinghouse School,06100010,Public School,Westminster,MA,01473,"PK,K,01",Ashburnham-Westminster,06100000,Public School District,      57,      94,      86,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     237,       2,   0.8,       2,   0.8,      38,  16.0, , , , ,   0.8,   1.7,   3.8,  90.3,   0.4,   0.0,   3.0,  54.0,  46.0,      72,21.0,        237,11.7,100.0,      55,96.4,  20.3 to 1,"      $9,787,916","  $69,124",    141.6,"          $25,827,763.36","           2,258.9","              $11,433.78","          $28,278,180.35","           2,351.3","              $12,026.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Oakmont Regional High School,06100505,Public School,Ashburnham,MA,01430,"09,10,11,12",Ashburnham-Westminster,06100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     177,     145,     162,     189,6.0,     679,       9,   1.3,       7,   1.0,      82,  12.1, , , , ,   1.2,   1.5,   4.1,  91.5,   0.3,   0.0,   1.5,  50.4,  49.6,     210,17.3,        676,44.9,95.5,     220,95.5,  15.1 to 1,"      $9,787,916","  $69,124",    141.6,"          $25,827,763.36","           2,258.9","              $11,433.78","          $28,278,180.35","           2,351.3","              $12,026.62",       190,95.8,1.6,0.0,1.1,1.6,0.0,     673,5.0,0.7,,,,,,,,,,,187.0,119.0,63.6,81.0,     104,59.0,21.0,1.0,0.0,0.0,2.0,16.0,41.0,31.0,14.0,17.3,82.7,148.0,516.0,529.0,79.0
Ashburnham-Westminster: Overlook Middle School,06100305,Public School,Ashburnham,MA,01430,"06,07,08",Ashburnham-Westminster,06100000,Public School District,       0,       0,       0,       0,       0,       0,       0,     188,     195,     199,       0,       0,       0,       0,0.0,     582,       4,   0.7,       4,   0.7,      99,  17.0, , , , ,   0.7,   0.7,   3.4,  92.8,   0.0,   0.0,   2.4,  51.0,  49.0,     232,17.6,        582,37.3,100.0,     343,97.1,  15.6 to 1,"      $9,787,916","  $69,124",    141.6,"          $25,827,763.36","           2,258.9","              $11,433.78","          $28,278,180.35","           2,351.3","              $12,026.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
Ashburnham-Westminster: Westminster Elementary,06100005,Public School,Westminster,MA,01473,"02,03,04,05",Ashburnham-Westminster,06100000,Public School District,       0,       0,       0,      67,     103,      86,      94,       0,       0,       0,       0,       0,       0,       0,0.0,     350,       3,   0.9,       3,   0.9,      56,  16.0, , , , ,   0.0,   1.7,   2.9,  94.9,   0.0,   0.0,   0.6,  53.4,  46.6,     144,22.3,        350,20.8,100.0,     110,100.0,  16.8 to 1,"      $9,787,916","  $69,124",    141.6,"          $25,827,763.36","           2,258.9","              $11,433.78","          $28,278,180.35","           2,351.3","              $12,026.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0
Ashland: Ashland High,00140505,Public School,Ashland,MA,01721,"09,10,11,12",Ashland,00140000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     171,     186,     176,     184,0.0,     717,      38,   5.3,       6,   0.8,      80,  11.2, , , , ,   4.0,   4.7,   4.9,  84.9,   0.0,   0.0,   1.4,  49.9,  50.1,     290,17.0,        717,50.1,97.0,     241,97.9,  14.3 to 1,"      $9,100,565","  $53,722",    169.4,"          $29,841,561.84","           2,576.1","              $11,584.01","          $32,734,234.25","           2,692.1","              $12,159.37",       181,97.8,1.1,0.0,0.0,1.1,0.0,     717,6.0,0.8,,,,,,,,,,,179.0,150.0,83.8,193.0,     375,92.0,48.0,34.0,11.0,8.0,16.0,43.0,109.0,97.0,110.0,15.7,84.3,165.0,545.0,579.0,92.0
Ashland: Ashland Middle,00140405,Public School,Ashland,MA,01721,"06,07,08",Ashland,00140000,Public School District,       0,       0,       0,       0,       0,       0,       0,     173,     191,     206,       0,       0,       0,       0,0.0,     570,      54,   9.5,       8,   1.4,      90,  15.8, , , , ,   2.5,   5.1,   6.0,  83.5,   0.0,   0.0,   3.0,  50.2,  49.8,     232,19.6,        570,42.9,100.0,     215,100.0,  13.3 to 1,"      $9,100,565","  $53,722",    169.4,"          $29,841,561.84","           2,576.1","              $11,584.01","          $32,734,234.25","           2,692.1","              $12,159.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
