School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Amherst: Crocker Farm Elementary,00080009,Public School,Amherst,MA,01002,"PK,K,01,02,03,04,05,06",Amherst,00080000,Public School District,      61,      40,      55,      43,      60,      54,      47,      62,       0,       0,       0,       0,       0,       0,       0,     422,      87,20.6,      62,14.7,      79,18.7, , ,     193,45.7,     101,23.9,9.0,15.6,22.0,45.5,0.0,0.2,7.6,51.7,48.3,     105,21.2,        441,36.6,100.0,     157,100.0,11.5,"      $8,191,622","  $71,730",    114.2,50.0,      48,  96.0,  10.4,  89.6,   0.0,   0.0,"          $24,400,717.00","           1,183.5","              $20,617.42","          $25,999,942.00","           1,284.8","              $20,236.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0
Amherst: Fort River Elementary,00080020,Public School,Amherst,MA,01002,"K,01,02,03,04,05,06",Amherst,00080000,Public School District,       0,      43,      43,      65,      58,      45,      60,      52,       0,       0,       0,       0,       0,       0,       0,     366,      94,25.7,      63,17.2,      69,18.9, , ,     176,48.1,     115,31.4,7.7,13.1,22.7,49.5,0.8,0.3,6.0,48.1,51.9,      98,20.2,        352,36.6,100.0,     135,100.0,10.0,"      $8,191,622","  $71,730",    114.2,50.0,      48,  96.0,  16.7,  83.3,   0.0,   0.0,"          $24,400,717.00","           1,183.5","              $20,617.42","          $25,999,942.00","           1,284.8","              $20,236.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
Amherst: Wildwood Elementary,00080050,Public School,Amherst,MA,01002,"K,01,02,03,04,05,06",Amherst,00080000,Public School District,       0,      57,      51,      64,      49,      55,      66,      70,       0,       0,       0,       0,       0,       0,       0,     412,      96,23.3,      57,13.8,      62,15.0, , ,     198,48.1,     115,27.9,9.0,12.9,17.2,51.2,0.0,0.0,9.7,51.5,48.5,     114,20.7,        413,38.9,97.4,     156,100.0,10.6,"      $8,191,622","  $71,730",    114.2,53.0,      50,  94.3,  10.0,  90.0,   0.0,   0.0,"          $24,400,717.00","           1,183.5","              $20,617.42","          $25,999,942.00","           1,284.8","              $20,236.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
Amherst-Pelham: Amherst Regional High,06050505,Public School,Amherst,MA,01002,"09,10,11,12",Amherst-Pelham,06050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     244,     236,     233,     263,       4,     980,     171,17.4,      44,4.5,     177,18.1, , ,     326,33.3,     157,16.0,8.3,9.1,12.8,61.4,0.0,0.0,8.5,53.6,46.4,     972,12.7,        969,74.9,98.7,     753,96.1,13.1,"      $9,816,394","  $80,003",    122.7,106.0,     105,  99.1,  19.0,  77.1,   3.8,   0.0,"          $28,659,615.00","           1,449.9","              $19,766.61","          $32,343,300.00","           1,618.9","              $19,978.57",269.0,88.5,6.7,0.0,1.1,3.7,0.0,     976,10.0,1.0,246.0,194.0,78.9,0.0,40.7,19.5,18.7,19.1,2.4,9.8,59.400000000000006,246.0,80.0,32.5,137.0,     201,81.0,50.0,5.0,0.0,1.0,7.0,16.0,47.0,78.0,53.0,11.4,88.6,192.0,582.0,587.0,65.0
Amherst-Pelham: Amherst Regional Middle School,06050405,Public School,Amherst,MA,01002,"07,08",Amherst-Pelham,06050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     221,     240,       0,       0,       0,       0,       0,     461,      72,15.6,      18,3.9,      96,20.8, , ,     163,35.4,      81,17.6,5.4,10.0,15.0,60.7,0.4,0.2,8.2,51.0,49.0,     347,15.8,        476,46.8,100.0,     213,71.8,9.8,"      $9,816,394","  $80,003",    122.7,65.0,      64,  98.5,   7.8,  84.4,   6.3,   1.6,"          $28,659,615.00","           1,449.9","              $19,766.61","          $32,343,300.00","           1,618.9","              $19,978.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0
Andover: Andover High,00090505,Public School,Andover,MA,01810,"09,10,11,12",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     420,     477,     432,     415,      16,"   1,760",     174,9.9,      19,1.1,     248,14.1, , ,     328,18.6,      96,5.5,1.6,13.5,4.9,77.4,0.2,0.0,2.4,48.9,51.1,"   1,171",14.2,"      1,772",118.5,100.0,     802,100.0,14.8,"     $37,560,123","  $81,211",    462.5,153.0,      68,  44.4,  10.3,  85.3,   4.4,   0.0,"          $90,103,626.00","           6,128.1","              $14,703.35","          $97,309,356.00","           6,237.1","              $15,601.70",424.0,96.7,1.7,0.2,0.7,0.7,0.0,"   1,744",2.0,0.1,413.0,373.0,90.3,0.0,51.1,6.1,33.2,5.3,3.4,12.6,84.30000000000001,413.0,413.0,100.0,449.0,     788,203.0,174.0,56.0,13.0,3.0,42.0,112.0,197.0,246.0,191.0,19.5,80.5,396.0,568.0,587.0,83.0
Andover: Andover West Middle,00090310,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     182,     192,     193,       0,       0,       0,       0,       0,     567,      40,7.1,       2,0.4,      93,16.4, , ,     115,20.3,      32,5.6,1.4,14.1,3.0,78.7,0.4,0.0,2.5,48.1,51.9,     269,21.7,        580,45.2,100.0,     205,100.0,12.5,"     $37,560,123","  $81,211",    462.5,54.0,      27,  50.0,  11.1,  85.2,   3.7,   0.0,"          $90,103,626.00","           6,128.1","              $14,703.35","          $97,309,356.00","           6,237.1","              $15,601.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0
Andover: Bancroft Elementary,00090003,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      65,      62,      80,      90,      95,      70,       0,       0,       0,       0,       0,       0,       0,       0,     462,      27,5.8,      11,2.4,      65,14.1, , ,      84,18.2,      22,4.8,2.6,8.0,5.4,78.6,0.9,0.0,4.5,51.5,48.5,     152,21.0,        470,32.0,100.0,     130,100.0,14.5,"     $37,560,123","  $81,211",    462.5,45.0,      34,  75.6,-,-,-,-,"          $90,103,626.00","           6,128.1","              $14,703.35","          $97,309,356.00","           6,237.1","              $15,601.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0
Andover: Doherty Middle,00090305,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     190,     192,     192,       0,       0,       0,       0,       0,     574,      44,7.7,      10,1.7,     102,17.8, , ,     130,22.6,      36,6.3,1.4,9.2,4.4,81.9,0.0,0.0,3.1,50.3,49.7,     282,20.9,        579,49.5,100.0,     180,100.0,11.6,"     $37,560,123","  $81,211",    462.5,60.0,      44,  73.3,  20.5,  72.7,   6.8,   0.0,"          $90,103,626.00","           6,128.1","              $14,703.35","          $97,309,356.00","           6,237.1","              $15,601.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
Andover: Henry C Sanborn Elementary,00090010,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      46,      48,      61,      73,      72,      66,       0,       0,       0,       0,       0,       0,       0,       0,     366,      47,12.8,      22,6.0,      56,15.3, , ,      95,26.0,      22,6.0,0.5,27.0,4.6,64.5,0.8,0.0,2.5,51.9,48.1,     117,21.9,        373,27.1,100.0,     100,100.0,13.5,"     $37,560,123","  $81,211",    462.5,38.0,      25,  65.8,  16.0,  84.0,   0.0,   0.0,"          $90,103,626.00","           6,128.1","              $14,703.35","          $97,309,356.00","           6,237.1","              $15,601.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0
Andover: High Plain Elementary,00090004,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      56,      76,      82,      95,     104,     110,       0,       0,       0,       0,       0,       0,       0,       0,     523,     110,21.0,      30,5.7,      80,15.3, , ,     135,25.8,      26,5.0,2.9,24.5,9.4,59.5,0.2,0.0,3.6,51.1,48.9,     165,22.3,        534,42.1,100.0,     141,100.0,12.4,"     $37,560,123","  $81,211",    462.5,56.0,       9,  16.1,  22.2,  77.8,   0.0,   0.0,"          $90,103,626.00","           6,128.1","              $14,703.35","          $97,309,356.00","           6,237.1","              $15,601.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
Andover: Shawsheen School,00090005,Public School,Andover,MA,01810,PK,Andover,00090000,Public School District,      60,      70,      50,      53,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     233,      22,9.4,       2,0.9,      58,24.9, , ,      68,29.2,      17,7.3,3.4,13.3,6.0,70.0,0.0,0.0,7.3,57.1,42.9,      79,15.3,        245,22.2,100.0,      80,100.0,10.5,"     $37,560,123","  $81,211",    462.5,28.0,      19,  67.9,  47.4,  52.6,   0.0,   0.0,"          $90,103,626.00","           6,128.1","              $14,703.35","          $97,309,356.00","           6,237.1","              $15,601.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: South Elementary,00090020,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      69,      73,      79,      96,      96,     106,       0,       0,       0,       0,       0,       0,       0,       0,     519,      57,11.0,      22,4.2,      62,11.9, , ,     105,20.2,      21,4.0,0.8,18.1,4.0,75.7,0.2,0.2,1.0,51.3,48.7,     165,21.6,        519,34.9,100.0,     141,100.0,14.9,"     $37,560,123","  $81,211",    462.5,44.0,      37,  84.1,   2.7,  97.3,   0.0,   0.0,"          $90,103,626.00","           6,128.1","              $14,703.35","          $97,309,356.00","           6,237.1","              $15,601.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
Andover: West Elementary,00090025,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       3,      69,      78,      89,     125,     152,     137,       0,       0,       0,       0,       0,       0,       0,       0,     653,      64,9.8,      24,3.7,     132,20.2, , ,     184,28.2,      45,6.9,2.1,11.9,4.9,77.6,0.2,0.0,3.2,49.3,50.7,     207,22.1,        665,48.3,100.0,     174,100.0,13.5,"     $37,560,123","  $81,211",    462.5,66.0,      36,  54.5,   5.6,  94.4,   0.0,   0.0,"          $90,103,626.00","           6,128.1","              $14,703.35","          $97,309,356.00","           6,237.1","              $15,601.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
Andover: Wood Hill Middle School,00090350,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     158,     124,     137,       0,       0,       0,       0,       0,     419,      56,13.4,       3,0.7,      80,19.1, , ,      94,22.4,      17,4.1,3.1,21.2,4.1,69.9,0.0,0.0,1.7,51.8,48.2,     194,22.1,        420,37.2,100.0,     136,100.0,11.3,"     $37,560,123","  $81,211",    462.5,52.0,      27,  51.9,   7.4,  92.6,   0.0,   0.0,"          $90,103,626.00","           6,128.1","              $14,703.35","          $97,309,356.00","           6,237.1","              $15,601.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0
Argosy Collegiate Charter School (District): Argosy Collegiate Charter School,35090305,Charter School,Fall River,MA,02724,"06,07,08,09,10,11,12",Argosy Collegiate Charter School (District),35090000,Charter District,       0,       0,       0,       0,       0,       0,       0,     103,       0,       0,       0,       0,       0,       0,       0,     103,      11,10.7,      11,10.7,      20,19.4, , ,      53,51.5,      38,36.9,16.5,0.0,20.4,58.3,1.0,0.0,3.9,56.3,43.7,      28,25.5,        102,7.6,84.2,      24,91.7,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Arlington High,00100505,Public School,Arlington,MA,02476,"09,10,11,12",Arlington,00100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     306,     289,     310,     312,       0,"   1,217",     132,10.8,      15,1.2,     130,10.7, , ,     233,19.1,     104,8.5,3.9,9.9,4.5,79.2,0.1,0.1,2.3,48.6,51.4,     656,14.3,"      1,199",88.5,98.6,     502,99.0,13.7,"     $23,917,577","  $66,493",    359.7,124.0,     124, 100.0,-,-,-,-,"          $64,938,117.00","           5,272.4","              $12,316.61","          $72,601,544.00","           5,425.0","              $13,382.77",311.0,94.5,1.3,0.0,0.6,3.5,0.0,"   1,217",7.0,0.6,306.0,252.0,82.4,0.0,45.4,6.9,30.1,6.5,3.9,15.0,75.5,306.0,306.0,100.0,366.0,     695,148.0,133.0,64.0,16.0,5.0,35.0,68.0,150.0,232.0,210.0,14.8,85.2,274.0,578.0,583.0,79.0
Arlington: Brackett,00100010,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      97,      83,      68,      92,      88,      69,       0,       0,       0,       0,       0,       0,       0,       0,     497,      38,7.6,      13,2.6,      60,12.1, , ,      98,19.7,      27,5.4,1.8,8.9,6.6,74.0,0.2,0.2,8.2,51.1,48.9,      79,22.4,        488,30.5,100.0,     144,100.0,16.3,"     $23,917,577","  $66,493",    359.7,39.0,      39, 100.0,-,-,-,-,"          $64,938,117.00","           5,272.4","              $12,316.61","          $72,601,544.00","           5,425.0","              $13,382.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
Arlington: Cyrus E Dallin,00100025,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      74,      78,      66,      76,      89,      73,       0,       0,       0,       0,       0,       0,       0,       0,     456,      19,4.2,      11,2.4,      66,14.5, , ,      89,19.5,      15,3.3,2.9,10.1,5.0,77.6,0.0,0.4,3.9,48.0,52.0,      99,19.1,        464,29.6,100.0,     162,100.0,15.4,"     $23,917,577","  $66,493",    359.7,41.0,      41, 100.0,-,-,-,-,"          $64,938,117.00","           5,272.4","              $12,316.61","          $72,601,544.00","           5,425.0","              $13,382.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
Arlington: Gibbs School,00100305,Public School,Arlington,MA,02474,6,Arlington,00100000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $23,917,577","  $66,493",    359.7,,,,,,,,"          $64,938,117.00","           5,272.4","              $12,316.61","          $72,601,544.00","           5,425.0","              $13,382.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Hardy,00100030,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      82,      69,      68,      68,      46,      59,       0,       0,       0,       0,       0,       0,       0,       0,     392,      59,15.1,      44,11.2,      36,9.2, , ,      96,24.5,      29,7.4,3.8,17.9,6.1,67.1,0.3,0.3,4.6,53.8,46.2,      72,21.9,        384,24.0,100.0,     126,100.0,16.4,"     $23,917,577","  $66,493",    359.7,35.0,      35, 100.0,-,-,-,-,"          $64,938,117.00","           5,272.4","              $12,316.61","          $72,601,544.00","           5,425.0","              $13,382.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
Arlington: John A Bishop,00100005,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      68,      72,      68,      76,      72,      59,       0,       0,       0,       0,       0,       0,       0,       0,     415,      48,11.6,      29,7.0,      32,7.7, , ,      79,19.0,      22,5.3,4.6,11.3,3.1,77.3,0.0,0.0,3.6,48.4,51.6,      72,23.5,        423,24.7,100.0,     126,100.0,16.8,"     $23,917,577","  $66,493",    359.7,35.0,      35, 100.0,-,-,-,-,"          $64,938,117.00","           5,272.4","              $12,316.61","          $72,601,544.00","           5,425.0","              $13,382.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
Arlington: M Norcross Stratton,00100055,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      67,      68,      69,      68,      66,      70,       0,       0,       0,       0,       0,       0,       0,       0,     408,      50,12.3,      29,7.1,      62,15.2, , ,     104,25.5,      26,6.4,2.5,16.2,5.9,68.6,0.0,0.0,6.9,51.0,49.0,      83,19.3,        404,26.6,100.0,     138,100.0,15.3,"     $23,917,577","  $66,493",    359.7,37.0,      37, 100.0,-,-,-,-,"          $64,938,117.00","           5,272.4","              $12,316.61","          $72,601,544.00","           5,425.0","              $13,382.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
Arlington: Menotomy Preschool,00100038,Public School,Arlington,MA,02476,PK,Arlington,00100000,Public School District,      57,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      57,      11,19.3,       0,0.0,      35,61.4, , ,      35,61.4,       6,10.5,8.8,22.8,3.5,61.4,0.0,0.0,3.5,63.2,36.8,       3,25.0,         75,6.0,100.0,      10,100.0,9.5,"     $23,917,577","  $66,493",    359.7,9.0,       9, 100.0,-,-,-,-,"          $64,938,117.00","           5,272.4","              $12,316.61","          $72,601,544.00","           5,425.0","              $13,382.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Ottoson Middle,00100410,Public School,Arlington,MA,02476,"07,08",Arlington,00100000,Public School District,       0,       0,       0,       0,       0,       0,       0,     397,     341,     369,       0,       0,       0,       0,       0,"   1,107",     124,11.2,      21,1.9,     175,15.8, , ,     274,24.8,      93,8.4,4.1,9.5,6.0,76.2,0.0,0.1,4.2,49.2,50.8,     614,19.1,"      1,125",87.0,97.1,     405,98.0,12.7,"     $23,917,577","  $66,493",    359.7,108.0,     108, 100.0,   0.0,  98.1,   1.9,   0.0,"          $64,938,117.00","           5,272.4","              $12,316.61","          $72,601,544.00","           5,425.0","              $13,382.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
Arlington: Peirce,00100045,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      47,      44,      44,      47,      43,      42,       0,       0,       0,       0,       0,       0,       0,       0,     267,      35,13.1,      25,9.4,      35,13.1, , ,      69,25.8,      21,7.9,4.9,8.2,9.7,71.5,0.0,0.0,5.6,48.7,51.3,      48,21.5,        258,18.3,100.0,      84,100.0,14.6,"     $23,917,577","  $66,493",    359.7,30.0,      30, 100.0,-,-,-,-,"          $64,938,117.00","           5,272.4","              $12,316.61","          $72,601,544.00","           5,425.0","              $13,382.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
Arlington: Thompson,00100050,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      81,      68,      82,      50,      55,      56,       0,       0,       0,       0,       0,       0,       0,       0,     392,      78,19.9,      39,9.9,      28,7.1, , ,     129,32.9,      79,20.2,4.6,14.8,7.1,66.1,0.3,0.5,6.6,48.0,52.0,      65,23.2,        392,24.5,95.9,     113,95.6,16.0,"     $23,917,577","  $66,493",    359.7,34.0,      34, 100.0,-,-,-,-,"          $64,938,117.00","           5,272.4","              $12,316.61","          $72,601,544.00","           5,425.0","              $13,382.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0
Ashburnham-Westminster: Briggs Elementary,06100025,Public School,Ashburnham,MA,01430,"PK,K,01,02,03,04,05",Ashburnham-Westminster,06100000,Public School District,      59,      70,      82,      88,      69,      94,      87,       0,       0,       0,       0,       0,       0,       0,       0,     549,      13,2.4,      12,2.2,     109,19.9, , ,     195,35.5,     101,18.4,0.2,0.2,4.0,93.4,0.0,0.0,2.2,50.3,49.7,     206,21.6,        559,37.6,97.3,     161,96.3,14.6,"     $10,725,833","  $68,799",    155.9,43.0,      41,  95.3,  14.6,  82.9,   2.4,   0.0,"          $28,986,848.00","           2,322.6","              $12,480.34","          $30,711,370.00","           2,407.7","              $12,755.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
