School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Andover: High Plain Elementary,00090004,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,,      67,      88,      83,      93,      93,     112,,,,,,,,0.0,     536,      68,  12.7,      16,   3.0,      77,  14.4, , , , ,   0.6,  17.7,   4.3,  76.9,   0.0,   0.0,   0.6,  51.5,  48.5,37.8,100.0,     115,100.0,  14.2 to 1,"     $31,050,612","  $69,934",    444.0,"          $72,135,285.00","           6,178.0","              $11,676.15","          $78,868,514.00","           6,291.5","              $12,535.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Shawsheen School,00090005,Public School,Andover,MA,01810,PK,Andover,00090000,Public School District,      84,      67,      57,      53,,,,,,,,,,,0.0,     261,      11,   4.2,       0,   0.0,      71,  27.2, , , , ,   1.9,   7.7,   1.1,  88.5,   0.0,   0.0,   0.8,  47.9,  52.1,21.6,95.4,      67,92.5,  12.1 to 1,"     $31,050,612","  $69,934",    444.0,"          $72,135,285.00","           6,178.0","              $11,676.15","          $78,868,514.00","           6,291.5","              $12,535.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: South Elementary,00090020,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,,      87,     103,      94,      99,     112,      95,,,,,,,,0.0,     590,      17,   2.9,       6,   1.0,      59,  10.0, , , , ,   0.2,   4.4,   0.3,  93.9,   0.0,   0.0,   1.2,  50.2,  49.8,35.6,100.0,     120,98.3,  16.6 to 1,"     $31,050,612","  $69,934",    444.0,"          $72,135,285.00","           6,178.0","              $11,676.15","          $78,868,514.00","           6,291.5","              $12,535.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: West Elementary,00090025,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,,      78,      86,      90,     155,     133,     141,,,,,,,,0.0,     683,      78,  11.4,       8,   1.2,     122,  17.9, , , , ,   0.7,  11.3,   2.6,  80.5,   0.4,   0.0,   4.4,  52.3,  47.7,43.6,100.0,     148,100.0,  15.7 to 1,"     $31,050,612","  $69,934",    444.0,"          $72,135,285.00","           6,178.0","              $11,676.15","          $78,868,514.00","           6,291.5","              $12,535.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Wood Hill Middle School,00090350,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,,,,,,,,     126,     141,     126,,,,,0.0,     393,      42,  10.7,       8,   2.0,      71,  18.1, , , , ,   2.0,  12.7,   3.1,  80.7,   0.0,   0.0,   1.5,  48.3,  51.7,34.5,92.7,      64,89.1,  11.4 to 1,"     $31,050,612","  $69,934",    444.0,"          $72,135,285.00","           6,178.0","              $11,676.15","          $78,868,514.00","           6,291.5","              $12,535.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argosy Collegiate Charter School (District): Argosy Collegiate Charter School,35090305,Charter School,Fall River,MA,02724,"06,07,08,09,10,11,12",Argosy Collegiate Charter School (District),35090000,Charter District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Arlington High,00100505,Public School,Arlington,MA,02476,"09,10,11,12",Arlington,00100000,Public School District,,,,,,,,,,,     296,     255,     293,     282,0.0,"   1,126",      93,   8.3,      10,   0.9,     183,  16.3, , , , ,   5.4,   6.2,   3.6,  83.1,   0.2,   0.3,   1.2,  49.4,  50.6,87.1,98.9,     443,98.9,  12.9 to 1,"     $19,250,403","  $57,636",    334.0,"          $49,705,988.66","           4,628.2","              $10,739.81","          $55,596,058.66","           4,757.7","              $11,685.49",       291,93.5,1.7,1.0,0.7,3.1,0.0,"   1,126",15.0,1.3,,,,,,,,,,,206.0,     389,80.0,81.0,36.0,6.0,3.0,36.0,36.0,84.0,109.0,124.0,18.5,81.5,253.0,564.0,569.0
Arlington: Brackett,00100010,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,,      59,      76,      78,      82,      60,      68,,,,,,,,0.0,     423,      37,   8.7,      17,   4.0,      36,   8.5, , , , ,   0.7,   6.1,   3.1,  87.0,   0.0,   0.0,   3.1,  52.5,  47.5,27.6,92.7,     119,91.6,  15.3 to 1,"     $19,250,403","  $57,636",    334.0,"          $49,705,988.66","           4,628.2","              $10,739.81","          $55,596,058.66","           4,757.7","              $11,685.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Cyrus E Dallin,00100025,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,,      63,      64,      67,      55,      66,      53,,,,,,,,0.0,     368,      23,   6.3,       7,   1.9,      47,  12.8, , , , ,   2.2,   8.4,   3.8,  79.3,   0.3,   0.0,   6.0,  50.0,  50.0,25.4,100.0,     110,100.0,  14.5 to 1,"     $19,250,403","  $57,636",    334.0,"          $49,705,988.66","           4,628.2","              $10,739.81","          $55,596,058.66","           4,757.7","              $11,685.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Gibbs School,00100305,Public School,Arlington,MA,02474,6,Arlington,00100000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $19,250,403","  $57,636",    334.0,"          $49,705,988.66","           4,628.2","              $10,739.81","          $55,596,058.66","           4,757.7","              $11,685.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Hardy,00100030,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,,      68,      65,      47,      59,      38,      53,,,,,,,,0.0,     330,      60,  18.2,      33,  10.0,      44,  13.3, , , , ,   4.5,  16.1,   4.8,  72.4,   0.0,   0.3,   1.8,  48.2,  51.8,27.0,100.0,     108,100.0,  12.2 to 1,"     $19,250,403","  $57,636",    334.0,"          $49,705,988.66","           4,628.2","              $10,739.81","          $55,596,058.66","           4,757.7","              $11,685.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: John A Bishop,00100005,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,,      80,      63,      44,      61,      67,      67,,,,,,,,0.0,     382,      24,   6.3,      15,   3.9,      41,  10.7, , , , ,   2.6,   8.4,   3.1,  85.1,   0.0,   0.0,   0.8,  54.5,  45.5,23.8,95.8,      96,100.0,  16.1 to 1,"     $19,250,403","  $57,636",    334.0,"          $49,705,988.66","           4,628.2","              $10,739.81","          $55,596,058.66","           4,757.7","              $11,685.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: M Norcross Stratton,00100055,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,,      48,      55,      53,      39,      55,      55,,,,,,,,0.0,     305,      33,  10.8,      18,   5.9,      44,  14.4, , , , ,   2.0,   9.8,   3.0,  82.6,   0.3,   0.0,   2.3,  51.8,  48.2,23.2,100.0,      87,100.0,  13.1 to 1,"     $19,250,403","  $57,636",    334.0,"          $49,705,988.66","           4,628.2","              $10,739.81","          $55,596,058.66","           4,757.7","              $11,685.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Menotomy Preschool,00100038,Public School,Arlington,MA,02476,PK,Arlington,00100000,Public School District,      62,,,,,,,,,,,,,,0.0,      62,       5,   8.1,       2,   3.2,      19,  30.6, , , , ,   0.0,  12.9,   4.8,  79.0,   0.0,   0.0,   3.2,  69.4,  30.6,3.0,100.0,      15,100.0,  20.7 to 1,"     $19,250,403","  $57,636",    334.0,"          $49,705,988.66","           4,628.2","              $10,739.81","          $55,596,058.66","           4,757.7","              $11,685.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Ottoson Middle,00100410,Public School,Arlington,MA,02476,"07,08",Arlington,00100000,Public School District,,,,,,,,     328,     347,     309,,,,,0.0,     984,      91,   9.2,      11,   1.1,     157,  16.0, , , , ,   3.6,   7.1,   3.9,  82.4,   0.2,   0.1,   2.7,  48.1,  51.9,74.2,98.1,     290,100.0,  13.3 to 1,"     $19,250,403","  $57,636",    334.0,"          $49,705,988.66","           4,628.2","              $10,739.81","          $55,596,058.66","           4,757.7","              $11,685.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Peirce,00100045,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,,      36,      45,      40,      36,      36,      38,,,,,,,,0.0,     231,      38,  16.5,      21,   9.1,      35,  15.2, , , , ,   4.8,  12.1,   8.2,  71.4,   0.0,   0.4,   3.0,  56.3,  43.7,19.6,100.0,      79,100.0,  11.8 to 1,"     $19,250,403","  $57,636",    334.0,"          $49,705,988.66","           4,628.2","              $10,739.81","          $55,596,058.66","           4,757.7","              $11,685.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Thompson,00100050,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,,      57,      64,      59,      44,      53,      44,,,,,,,,0.0,     321,      86,  26.8,      39,  12.1,      31,   9.7, , , , ,   3.7,  19.6,   8.1,  65.4,   0.0,   0.3,   2.8,  48.3,  51.7,23.0,100.0,      95,100.0,  13.9 to 1,"     $19,250,403","  $57,636",    334.0,"          $49,705,988.66","           4,628.2","              $10,739.81","          $55,596,058.66","           4,757.7","              $11,685.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Briggs Elementary,06100025,Public School,Ashburnham,MA,01430,"PK,K,01,02,03,04,05",Ashburnham-Westminster,06100000,Public School District,       1,      69,      58,      88,      84,      97,      86,,,,,,,,0.0,     483,       1,   0.2,       0,   0.0,     103,  21.3, , , , ,   0.8,   0.8,   5.6,  90.3,   0.2,   0.0,   2.3,  50.3,  49.7,33.0,97.0,     111,91.0,  14.6 to 1,"      $9,893,820","  $64,246",    154.0,"          $24,202,865.36","           2,396.8","              $10,097.99","          $27,144,629.96","           2,484.2","              $10,926.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Meetinghouse School,06100010,Public School,Westminster,MA,01473,"PK,K,01",Ashburnham-Westminster,06100000,Public School District,      62,      94,      97,,,,,,,,,,,,0.0,     253,       1,   0.4,       0,   0.0,      54,  21.3, , , , ,   0.8,   2.0,   2.8,  94.1,   0.0,   0.0,   0.4,  51.8,  48.2,15.7,100.0,      59,81.4,  16.2 to 1,"      $9,893,820","  $64,246",    154.0,"          $24,202,865.36","           2,396.8","              $10,097.99","          $27,144,629.96","           2,484.2","              $10,926.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Oakmont Regional High School,06100505,Public School,Ashburnham,MA,01430,"09,10,11,12",Ashburnham-Westminster,06100000,Public School District,,,,,,,,,,,     181,     179,     187,     163,11.0,     721,       0,   0.0,       0,   0.0,     110,  15.3, , , , ,   1.4,   0.7,   1.9,  94.0,   0.0,   0.0,   1.9,  54.5,  45.5,48.3,97.9,     104,96.2,  14.9 to 1,"      $9,893,820","  $64,246",    154.0,"          $24,202,865.36","           2,396.8","              $10,097.99","          $27,144,629.96","           2,484.2","              $10,926.91",       175,92.6,2.9,0.0,1.1,3.4,0.0,     710,7.0,1.0,,,,,,,,,,,56.0,      82,38.0,12.0,4.0,2.0,0.0,4.0,10.0,29.0,24.0,15.0,17.1,82.9,131.0,524.0,543.0
Ashburnham-Westminster: Overlook Middle School,06100305,Public School,Ashburnham,MA,01430,"06,07,08",Ashburnham-Westminster,06100000,Public School District,,,,,,,,     174,     203,     219,,,,,0.0,     596,       3,   0.5,       0,   0.0,     104,  17.4, , , , ,   1.2,   1.2,   4.4,  91.4,   0.3,   0.2,   1.3,  51.3,  48.7,35.5,97.2,      39,97.4,  16.8 to 1,"      $9,893,820","  $64,246",    154.0,"          $24,202,865.36","           2,396.8","              $10,097.99","          $27,144,629.96","           2,484.2","              $10,926.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Westminster Elementary,06100005,Public School,Westminster,MA,01473,"02,03,04,05",Ashburnham-Westminster,06100000,Public School District,,,,     115,      99,      96,      94,,,,,,,,0.0,     404,       2,   0.5,       2,   0.5,     100,  24.8, , , , ,   0.5,   0.5,   3.7,  92.6,   0.0,   0.0,   2.7,  49.8,  50.2,21.3,100.0,      88,100.0,  18.9 to 1,"      $9,893,820","  $64,246",    154.0,"          $24,202,865.36","           2,396.8","              $10,097.99","          $27,144,629.96","           2,484.2","              $10,926.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland: Ashland High,00140505,Public School,Ashland,MA,01721,"09,10,11,12",Ashland,00140000,Public School District,,,,,,,,,,,     184,     184,     178,     175,0.0,     721,      35,   4.9,       7,   1.0,      68,   9.4, , , , ,   1.8,   4.0,   5.7,  85.9,   0.0,   0.3,   2.4,  49.7,  50.3,51.9,100.0,     233,100.0,  13.9 to 1,"     $11,057,674","  $61,775",    179.0,"          $28,725,881.71","           2,664.4","              $10,781.37","          $31,182,701.71","           2,751.7","              $11,332.16",       178,93.8,0.6,0.0,1.1,4.5,0.0,     721,5.0,0.7,,,,,,,,,,,131.0,     263,56.0,36.0,25.0,10.0,4.0,6.0,35.0,79.0,79.0,64.0,15.6,84.4,161.0,527.0,557.0
Ashland: Ashland Middle,00140405,Public School,Ashland,MA,01721,"06,07,08",Ashland,00140000,Public School District,,,,,,,,     209,     199,     190,,,,,0.0,     598,      47,   7.9,      13,   2.2,      88,  14.7, , , , ,   4.3,   0.8,   5.4,  84.4,   0.2,   0.2,   4.7,  51.8,  48.2,42.6,100.0,     171,100.0,  14.1 to 1,"     $11,057,674","  $61,775",    179.0,"          $28,725,881.71","           2,664.4","              $10,781.37","          $31,182,701.71","           2,751.7","              $11,332.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland: David Mindess,00140015,Public School,Ashland,MA,01721,"03,04,05",Ashland,00140000,Public School District,,,,,     213,     242,     187,,,,,,,,0.0,     642,      59,   9.2,      17,   2.6,      95,  14.8, , , , ,   3.9,   4.2,   5.6,  83.0,   1.4,   0.6,   1.2,  50.2,  49.8,42.1,100.0,     192,100.0,  15.2 to 1,"     $11,057,674","  $61,775",    179.0,"          $28,725,881.71","           2,664.4","              $10,781.37","          $31,182,701.71","           2,751.7","              $11,332.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland: Henry E Warren Elementary,00140010,Public School,Ashland,MA,01721,"K,01,02",Ashland,00140000,Public School District,     120,,     196,     192,,,,,,,,,,,0.0,     508,      39,   7.7,      10,   2.0,      62,  12.2, , , , ,   1.6,   9.4,   5.9,  81.3,   0.2,   0.0,   1.6,  51.0,  49.0,30.7,100.0,     141,100.0,  16.6 to 1,"     $11,057,674","  $61,775",    179.0,"          $28,725,881.71","           2,664.4","              $10,781.37","          $31,182,701.71","           2,751.7","              $11,332.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland: William Pittaway Elementary,00140005,Public School,Ashland,MA,01721,PK,Ashland,00140000,Public School District,,     202,,,,,,,,,,,,,0.0,     202,      31,  15.3,      17,   8.4,      20,   9.9, , , , ,   3.0,   9.9,   6.9,  78.2,   1.0,   0.0,   1.0,  52.0,  48.0,11.9,100.0,      47,100.0,  17.0 to 1,"     $11,057,674","  $61,775",    179.0,"          $28,725,881.71","           2,664.4","              $10,781.37","          $31,182,701.71","           2,751.7","              $11,332.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assabet Valley Regional Vocational Technical: Assabet Valley Vocational High School,08010605,Public School,Marlborough,MA,01752,"09,10,11,12",Assabet Valley Regional Vocational Technical,08010000,Public School District,,,,,,,,,,,     245,     237,     240,     208,0.0,     930,     133,  14.3,      15,   1.6,     276,  29.7, , , , ,   1.0,   0.5,  14.6,  82.4,   0.1,   0.0,   1.4,  62.7,  37.3,102.0,90.1,     297,94.6,   9.1 to 1,"      $6,781,807","  $66,488",    102.0,"          $17,807,782.50",             948.6,"              $18,772.70","          $17,829,897.00",             955.4,"              $18,662.23",       224,85.7,3.1,0.0,4.9,4.9,1.3,     930,11.0,1.2,,,,,,,,,,,16.0,      21,11.0,5.0,0.0,0.0,0.0,3.0,13.0,2.0,3.0,0.0,76.2,23.8,74.0,442.0,451.0
Athol-Royalston: Athol Community Elementary School,06150020,Public School,Athol,MA,01331,"PK,K,01,02,03,04",Athol-Royalston,06150000,Public School District,,      26,      21,      27,      24,      70,      49,,,,,,,,0.0,     217,       0,   0.0,       0,   0.0,       1,   0.5, , , , ,   4.6,   2.8,   0.0,  89.9,   0.0,   0.5,   2.3,  53.0,  47.0,16.8,100.0,      78,100.0,  12.9 to 1,"      $7,096,950","  $55,015",    129.0,"          $19,675,405.02","           1,833.6","              $10,730.48","          $23,585,974.02","           2,141.7","              $11,012.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athol-Royalston: Athol High,06150505,Public School,Athol,MA,01331,"09,10,11,12",Athol-Royalston,06150000,Public School District,,,,,,,,,,,     163,     101,     118,     141,0.0,     523,       0,   0.0,       0,   0.0,       1,   0.2, , , , ,   1.0,   2.1,   0.6,  92.5,   0.6,   0.2,   3.1,  57.2,  42.8,38.4,98.7,     216,99.5,  13.6 to 1,"      $7,096,950","  $55,015",    129.0,"          $19,675,405.02","           1,833.6","              $10,730.48","          $23,585,974.02","           2,141.7","              $11,012.73",       159,67.9,8.2,1.3,5.0,17.0,0.6,     523,35.0,6.7,,,,,,,,,,,34.0,      38,30.0,4.0,0.0,0.0,0.0,16.0,8.0,7.0,4.0,3.0,63.2,36.8,66.0,479.0,478.0
Athol-Royalston: Athol-Royalston Middle School,06150305,Public School,Athol,MA,01331,"05,06,07,08",Athol-Royalston,06150000,Public School District,,,,,,,,     121,     155,     156,,,,,0.0,     432,      16,   3.7,      15,   3.5,       1,   0.2, , , , ,   2.3,   0.9,   5.6,  88.4,   0.0,   0.2,   2.5,  53.5,  46.5,32.5,95.4,      46,97.8,  13.3 to 1,"      $7,096,950","  $55,015",    129.0,"          $19,675,405.02","           1,833.6","              $10,730.48","          $23,585,974.02","           2,141.7","              $11,012.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athol-Royalston: Royalston Community School,06150050,Public School,Royalston,MA,01368,"PK,K,01,02,03,04,05,06",Athol-Royalston,06150000,Public School District,       2,      23,      22,      26,      21,      26,      29,      18,,,,,,,0.0,     167,       0,   0.0,       0,   0.0,       5,   3.0, , , , ,   1.2,   0.0,   0.6,  95.2,   0.0,   0.0,   3.0,  46.1,  53.9,11.2,100.0,      48,100.0,  14.9 to 1,"      $7,096,950","  $55,015",    129.0,"          $19,675,405.02","           1,833.6","              $10,730.48","          $23,585,974.02","           2,141.7","              $11,012.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis Charter (District): Atlantis Charter School,04910550,Charter School,Fall River,MA,02721,"K,01,02,03,04,05,06,07,08,09,10,11,12",Atlantis Charter (District),04910000,Charter District,,      85,      67,      69,      69,      93,      96,      96,      61,      66,,,,,0.0,     702,      47,   6.7,       0,   0.0,      99,  14.1, , , , ,   5.0,   1.9,   5.4,  84.5,   0.4,   0.1,   2.7,  50.0,  50.0,48.9,75.6,     138,90.6,  14.3 to 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attleboro: A. Irvin Studley Elementary School,00160001,Public School,Attleboro,MA,02703,"K,01,02,03,04",Attleboro,00160000,Public School District,,      93,      91,     112,      86,      95,,,,,,,,,0.0,     477,     101,  21.2,      71,  14.9,      88,  18.4, , , , ,   5.0,   2.3,  22.0,  67.3,   0.4,   0.0,   2.9,  57.4,  42.6,30.3,100.0,     115,100.0,  15.7 to 1,"     $27,302,569","  $69,120",    395.0,"          $64,198,782.73","           5,926.7","              $10,832.13","          $67,825,647.58","           6,235.0","              $10,878.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attleboro: Attleboro Community Academy,00160515,Public School,Attleboro,MA,02703,"09,10,11,12",Attleboro,00160000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $27,302,569","  $69,120",    395.0,"          $64,198,782.73","           5,926.7","              $10,832.13","          $67,825,647.58","           6,235.0","              $10,878.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
