School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Andover: Bancroft Elementary,00090003,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      76,      75,      67,      80,      89,      84,       0,       0,       0,       0,       0,       0,       0,0.0,     471,      26,   5.5,       1,   0.2,      68,  14.4, , , , ,   1.1,   5.9,   3.8,  86.2,   0.0,   0.0,   3.0,  48.4,  51.6,32.9,100.0,     112,99.1,  14.3 to 1,"     $32,780,254","  $73,381",    446.7,"          $74,651,800.00","           6,170.3","              $12,098.61","          $82,484,113.00","           6,286.1","              $13,121.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Doherty Middle,00090305,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     181,     179,     204,       0,       0,       0,       0,0.0,     564,      33,   5.9,       5,   0.9,     110,  19.5, , , , ,   0.7,   6.9,   2.8,  87.8,   0.0,   0.0,   1.8,  53.0,  47.0,43.6,98.8,     169,98.2,  12.9 to 1,"     $32,780,254","  $73,381",    446.7,"          $74,651,800.00","           6,170.3","              $12,098.61","          $82,484,113.00","           6,286.1","              $13,121.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Henry C Sanborn Elementary,00090010,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      55,      50,      50,      63,      66,      68,       0,       0,       0,       0,       0,       0,       0,0.0,     352,      20,   5.7,       0,   0.0,      34,   9.7, , , , ,   0.0,  11.4,   2.3,  85.8,   0.0,   0.0,   0.6,  51.4,  48.6,23.7,100.0,      88,100.0,  14.9 to 1,"     $32,780,254","  $73,381",    446.7,"          $74,651,800.00","           6,170.3","              $12,098.61","          $82,484,113.00","           6,286.1","              $13,121.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: High Plain Elementary,00090004,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      80,      81,      89,      86,      97,      94,       0,       0,       0,       0,       0,       0,       0,0.0,     527,      80,  15.2,       2,   0.4,      85,  16.1, , , , ,   0.8,  20.5,   4.0,  74.0,   0.0,   0.0,   0.8,  52.0,  48.0,39.2,100.0,     123,100.0,  13.4 to 1,"     $32,780,254","  $73,381",    446.7,"          $74,651,800.00","           6,170.3","              $12,098.61","          $82,484,113.00","           6,286.1","              $13,121.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Shawsheen School,00090005,Public School,Andover,MA,01810,PK,Andover,00090000,Public School District,      75,      81,      65,      56,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     277,      11,   4.0,       0,   0.0,      69,  24.9, , , , ,   2.2,   7.9,   1.1,  88.4,   0.0,   0.0,   0.4,  50.5,  49.5,20.1,100.0,      75,100.0,  13.8 to 1,"     $32,780,254","  $73,381",    446.7,"          $74,651,800.00","           6,170.3","              $12,098.61","          $82,484,113.00","           6,286.1","              $13,121.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: South Elementary,00090020,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      78,      92,     106,     102,      98,     113,       0,       0,       0,       0,       0,       0,       0,0.0,     589,      15,   2.5,       0,   0.0,      70,  11.9, , , , ,   0.2,   6.6,   0.0,  92.2,   0.0,   0.0,   1.0,  50.6,  49.4,34.4,98.9,     113,99.1,  17.1 to 1,"     $32,780,254","  $73,381",    446.7,"          $74,651,800.00","           6,170.3","              $12,098.61","          $82,484,113.00","           6,286.1","              $13,121.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: West Elementary,00090025,Public School,Andover,MA,01810,"K,01,02,03,04,05",Andover,00090000,Public School District,       0,      78,      84,      88,     136,     157,     134,       0,       0,       0,       0,       0,       0,       0,0.0,     677,      73,  10.8,       1,   0.1,     112,  16.5, , , , ,   0.7,  10.8,   2.8,  80.8,   0.3,   0.0,   4.6,  53.0,  47.0,45.9,100.0,     154,99.4,  14.7 to 1,"     $32,780,254","  $73,381",    446.7,"          $74,651,800.00","           6,170.3","              $12,098.61","          $82,484,113.00","           6,286.1","              $13,121.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover: Wood Hill Middle School,00090350,Public School,Andover,MA,01810,"06,07,08",Andover,00090000,Public School District,       0,       0,       0,       0,       0,       0,       0,     132,     134,     141,       0,       0,       0,       0,0.0,     407,      50,  12.3,      14,   3.4,      68,  16.7, , , , ,   0.5,  14.3,   3.9,  80.1,   0.0,   0.0,   1.2,  49.4,  50.6,34.4,95.6,     175,89.7,  11.8 to 1,"     $32,780,254","  $73,381",    446.7,"          $74,651,800.00","           6,170.3","              $12,098.61","          $82,484,113.00","           6,286.1","              $13,121.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argosy Collegiate Charter School (District): Argosy Collegiate Charter School,35090305,Charter School,Fall River,MA,02724,"06,07,08,09,10,11,12",Argosy Collegiate Charter School (District),35090000,Charter District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Arlington High,00100505,Public School,Arlington,MA,02476,"09,10,11,12",Arlington,00100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     285,     293,     257,     297,0.0,"   1,132",     122,  10.8,      31,   2.7,     178,  15.7, , , , ,   5.3,   7.9,   4.5,  80.0,   0.3,   0.3,   1.8,  49.3,  50.7,82.1,98.8,     193,98.4,  13.8 to 1,"     $19,980,290","  $59,343",    336.7,"          $51,512,223.00","           4,723.2","              $10,906.24","          $57,389,017.00","           4,858.1","              $11,813.08",       301,93.4,0.0,1.3,1.7,3.7,0.0,"   1,132",17.0,1.5,,,,,,,,,,,288.0,211.0,73.3,193.0,     361,84.0,62.0,37.0,8.0,2.0,20.0,21.0,78.0,109.0,133.0,11.4,88.6,227.0,555.0,565.0
Arlington: Brackett,00100010,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      80,      66,      74,      81,      81,      63,       0,       0,       0,       0,       0,       0,       0,0.0,     445,      43,   9.7,      13,   2.9,      39,   8.8, , , , ,   0.4,   7.2,   2.9,  85.8,   0.0,   0.0,   3.6,  52.6,  47.4,30.3,96.7,     120,95.8,  14.7 to 1,"     $19,980,290","  $59,343",    336.7,"          $51,512,223.00","           4,723.2","              $10,906.24","          $57,389,017.00","           4,858.1","              $11,813.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Cyrus E Dallin,00100025,Public School,Arlington,MA,02476,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      74,      66,      67,      66,      54,      64,       0,       0,       0,       0,       0,       0,       0,0.0,     391,      21,   5.4,       8,   2.0,      47,  12.0, , , , ,   2.3,   7.9,   3.1,  81.1,   0.3,   0.0,   5.4,  49.9,  50.1,27.3,100.0,     109,100.0,  14.3 to 1,"     $19,980,290","  $59,343",    336.7,"          $51,512,223.00","           4,723.2","              $10,906.24","          $57,389,017.00","           4,858.1","              $11,813.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Gibbs School,00100305,Public School,Arlington,MA,02474,6,Arlington,00100000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $19,980,290","  $59,343",    336.7,"          $51,512,223.00","           4,723.2","              $10,906.24","          $57,389,017.00","           4,858.1","              $11,813.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Hardy,00100030,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      61,      61,      64,      46,      57,      38,       0,       0,       0,       0,       0,       0,       0,0.0,     327,      79,  24.2,      54,  16.5,      36,  11.0, , , , ,   4.0,  21.7,   4.0,  67.3,   0.0,   0.3,   2.8,  48.9,  51.1,23.4,95.7,      95,94.7,  14.0 to 1,"     $19,980,290","  $59,343",    336.7,"          $51,512,223.00","           4,723.2","              $10,906.24","          $57,389,017.00","           4,858.1","              $11,813.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: John A Bishop,00100005,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      75,      67,      66,      44,      60,      70,       0,       0,       0,       0,       0,       0,       0,0.0,     382,      19,   5.0,       9,   2.4,      35,   9.2, , , , ,   3.1,   7.3,   4.2,  84.0,   0.0,   0.0,   1.3,  50.8,  49.2,25.8,100.0,      94,100.0,  14.8 to 1,"     $19,980,290","  $59,343",    336.7,"          $51,512,223.00","           4,723.2","              $10,906.24","          $57,389,017.00","           4,858.1","              $11,813.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: M Norcross Stratton,00100055,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      63,      47,      55,      52,      40,      53,       0,       0,       0,       0,       0,       0,       0,0.0,     310,      30,   9.7,      17,   5.5,      45,  14.5, , , , ,   2.3,   8.4,   3.5,  82.3,   0.3,   0.0,   3.2,  53.2,  46.8,24.0,100.0,      84,100.0,  12.9 to 1,"     $19,980,290","  $59,343",    336.7,"          $51,512,223.00","           4,723.2","              $10,906.24","          $57,389,017.00","           4,858.1","              $11,813.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Menotomy Preschool,00100038,Public School,Arlington,MA,02476,PK,Arlington,00100000,Public School District,      67,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,      67,       3,   4.5,       0,   0.0,      19,  28.4, , , , ,   4.5,  11.9,   4.5,  79.1,   0.0,   0.0,   0.0,  68.7,  31.3,4.0,75.0,      20,75.0,  16.8 to 1,"     $19,980,290","  $59,343",    336.7,"          $51,512,223.00","           4,723.2","              $10,906.24","          $57,389,017.00","           4,858.1","              $11,813.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Ottoson Middle,00100410,Public School,Arlington,MA,02476,"07,08",Arlington,00100000,Public School District,       0,       0,       0,       0,       0,       0,       0,     365,     336,     347,       0,       0,       0,       0,0.0,"   1,048",      95,   9.1,      18,   1.7,     174,  16.6, , , , ,   3.9,   6.9,   4.7,  82.3,   0.0,   0.0,   2.3,  49.8,  50.2,80.4,97.0,     260,97.7,  13.0 to 1,"     $19,980,290","  $59,343",    336.7,"          $51,512,223.00","           4,723.2","              $10,906.24","          $57,389,017.00","           4,858.1","              $11,813.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Peirce,00100045,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      47,      39,      45,      34,      35,      36,       0,       0,       0,       0,       0,       0,       0,0.0,     236,      34,  14.4,      21,   8.9,      30,  12.7, , , , ,   4.2,   8.5,   8.9,  72.9,   0.0,   0.4,   5.1,  54.2,  45.8,19.8,100.0,      70,92.9,  11.9 to 1,"     $19,980,290","  $59,343",    336.7,"          $51,512,223.00","           4,723.2","              $10,906.24","          $57,389,017.00","           4,858.1","              $11,813.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington: Thompson,00100050,Public School,Arlington,MA,02474,"K,01,02,03,04,05",Arlington,00100000,Public School District,       0,      51,      55,      62,      54,      45,      49,       0,       0,       0,       0,       0,       0,       0,0.0,     316,      87,  27.5,      53,  16.8,      29,   9.2, , , , ,   3.8,  19.9,   7.6,  66.1,   0.0,   0.3,   2.2,  47.5,  52.5,19.6,94.9,      80,98.8,  16.1 to 1,"     $19,980,290","  $59,343",    336.7,"          $51,512,223.00","           4,723.2","              $10,906.24","          $57,389,017.00","           4,858.1","              $11,813.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Briggs Elementary,06100025,Public School,Ashburnham,MA,01430,"PK,K,01,02,03,04,05",Ashburnham-Westminster,06100000,Public School District,       0,      77,      62,      60,      82,      78,     102,       0,       0,       0,       0,       0,       0,       0,0.0,     461,       0,   0.0,       0,   0.0,      91,  19.7, , , , ,   0.7,   0.7,   3.3,  93.3,   0.2,   0.0,   2.0,  50.1,  49.9,33.0,100.0,     118,95.8,  14.0 to 1,"     $10,587,784","  $66,902",    158.3,"          $25,477,090.75","           2,428.8","              $10,489.71","          $28,685,828.75","           2,511.1","              $11,423.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Meetinghouse School,06100010,Public School,Westminster,MA,01473,"PK,K,01",Ashburnham-Westminster,06100000,Public School District,      47,     106,      99,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     252,       2,   0.8,       2,   0.8,      54,  21.4, , , , ,   0.4,   2.8,   3.6,  93.3,   0.0,   0.0,   0.0,  54.0,  46.0,17.4,100.0,      71,85.9,  14.5 to 1,"     $10,587,784","  $66,902",    158.3,"          $25,477,090.75","           2,428.8","              $10,489.71","          $28,685,828.75","           2,511.1","              $11,423.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Oakmont Regional High School,06100505,Public School,Ashburnham,MA,01430,"09,10,11,12",Ashburnham-Westminster,06100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     205,     178,     175,     183,11.0,     752,       1,   0.1,       0,   0.0,     104,  13.8, , , , ,   1.2,   0.7,   2.1,  94.1,   0.3,   0.0,   1.6,  53.5,  46.5,49.8,92.3,     100,94.0,  15.1 to 1,"     $10,587,784","  $66,902",    158.3,"          $25,477,090.75","           2,428.8","              $10,489.71","          $28,685,828.75","           2,511.1","              $11,423.75",       186,93.5,3.2,0.0,1.6,1.6,0.0,     741,8.0,1.1,,,,,,,,,,,178.0,126.0,70.8,58.0,      95,34.0,14.0,7.0,3.0,0.0,4.0,10.0,28.0,29.0,24.0,14.7,85.3,138.0,524.0,542.0
Ashburnham-Westminster: Overlook Middle School,06100305,Public School,Ashburnham,MA,01430,"06,07,08",Ashburnham-Westminster,06100000,Public School District,       0,       0,       0,       0,       0,       0,       0,     192,     173,     200,       0,       0,       0,       0,0.0,     565,       3,   0.5,       3,   0.5,      95,  16.8, , , , ,   0.9,   0.9,   5.7,  90.3,   0.2,   0.2,   1.9,  50.3,  49.7,36.8,97.3,     121,96.7,  15.4 to 1,"     $10,587,784","  $66,902",    158.3,"          $25,477,090.75","           2,428.8","              $10,489.71","          $28,685,828.75","           2,511.1","              $11,423.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashburnham-Westminster: Westminster Elementary,06100005,Public School,Westminster,MA,01473,"02,03,04,05",Ashburnham-Westminster,06100000,Public School District,       0,       0,       0,      91,     110,     105,      90,       0,       0,       0,       0,       0,       0,       0,0.0,     396,       0,   0.0,       0,   0.0,      95,  24.0, , , , ,   0.5,   1.0,   1.8,  94.2,   0.0,   0.0,   2.5,  52.3,  47.7,21.3,100.0,      86,100.0,  18.6 to 1,"     $10,587,784","  $66,902",    158.3,"          $25,477,090.75","           2,428.8","              $10,489.71","          $28,685,828.75","           2,511.1","              $11,423.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland: Ashland High,00140505,Public School,Ashland,MA,01721,"09,10,11,12",Ashland,00140000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     198,     171,     185,     180,0.0,     734,      36,   4.9,       4,   0.5,      77,  10.5, , , , ,   2.2,   3.7,   4.6,  87.9,   0.0,   0.1,   1.5,  47.1,  52.9,53.2,98.1,     222,98.6,  13.8 to 1,"     $11,461,069","  $66,756",    171.7,"          $29,382,071.57","           2,640.1","              $11,129.02","          $31,548,976.57","           2,724.3","              $11,580.45",       188,93.1,0.0,0.5,1.6,4.3,0.5,     734,6.0,0.8,,,,,,,,,,,178.0,119.0,66.9,145.0,     278,69.0,40.0,21.0,9.0,6.0,9.0,30.0,75.0,87.0,77.0,14.0,86.0,134.0,531.0,557.0
Ashland: Ashland Middle,00140405,Public School,Ashland,MA,01721,"06,07,08",Ashland,00140000,Public School District,       0,       0,       0,       0,       0,       0,       0,     182,     200,     202,       0,       0,       0,       0,0.0,     584,      39,   6.7,       9,   1.5,      89,  15.2, , , , ,   4.8,   4.8,   4.8,  84.1,   0.0,   0.0,   1.5,  52.4,  47.6,42.8,100.0,     171,100.0,  13.6 to 1,"     $11,461,069","  $66,756",    171.7,"          $29,382,071.57","           2,640.1","              $11,129.02","          $31,548,976.57","           2,724.3","              $11,580.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland: David Mindess,00140015,Public School,Ashland,MA,01721,"03,04,05",Ashland,00140000,Public School District,       0,       0,       0,       0,     189,     205,     234,       0,       0,       0,       0,       0,       0,       0,0.0,     628,      58,   9.2,      15,   2.4,     104,  16.6, , , , ,   2.4,   6.1,   5.3,  84.1,   0.0,   0.2,   2.1,  52.2,  47.8,36.8,100.0,     165,100.0,  17.1 to 1,"     $11,461,069","  $66,756",    171.7,"          $29,382,071.57","           2,640.1","              $11,129.02","          $31,548,976.57","           2,724.3","              $11,580.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland: Henry E Warren Elementary,00140010,Public School,Ashland,MA,01721,"K,01,02",Ashland,00140000,Public School District,     100,       0,     205,     186,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     491,      47,   9.6,      17,   3.5,      56,  11.4, , , , ,   2.0,  11.8,   6.7,  77.6,   0.4,   0.0,   1.4,  49.1,  50.9,28.0,100.0,     141,100.0,  17.6 to 1,"     $11,461,069","  $66,756",    171.7,"          $29,382,071.57","           2,640.1","              $11,129.02","          $31,548,976.57","           2,724.3","              $11,580.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashland: William Pittaway Elementary,00140005,Public School,Ashland,MA,01721,PK,Ashland,00140000,Public School District,       0,     193,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     193,      23,  11.9,       6,   3.1,      16,   8.3, , , , ,   0.5,   8.3,   9.3,  78.2,   0.0,   0.0,   3.6,  49.2,  50.8,10.9,100.0,      44,100.0,  17.7 to 1,"     $11,461,069","  $66,756",    171.7,"          $29,382,071.57","           2,640.1","              $11,129.02","          $31,548,976.57","           2,724.3","              $11,580.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
